,Position,Fa13.BD.MM110.SD.MAG9-A,Fa13.BD.MM110.SD.MAG9-C,Fa13.BD.MM110.SD.MAG9-G,Fa13.BD.MM110.SD.MAG9-T,Sp13.BD.MM110.SD.MAG9-A,Sp13.BD.MM110.SD.MAG9-C,Sp13.BD.MM110.SD.MAG9-G,Sp13.BD.MM110.SD.MAG9-T,Sp13.BD.MM15.SN.MAG9-A,Sp13.BD.MM15.SN.MAG9-C,Sp13.BD.MM15.SN.MAG9-G,Sp13.BD.MM15.SN.MAG9-T,Su13.BD.MLB.DD.MAG9-A,Su13.BD.MLB.DD.MAG9-C,Su13.BD.MLB.DD.MAG9-G,Su13.BD.MLB.DD.MAG9-T,Sp13.BD.MM15.DD.A.MAG9-A,Sp13.BD.MM15.DD.A.MAG9-C,Sp13.BD.MM15.DD.A.MAG9-G,Sp13.BD.MM15.DD.A.MAG9-T,Sp13.BD.MM110.SN.MAG9-A,Sp13.BD.MM110.SN.MAG9-C,Sp13.BD.MM110.SN.MAG9-G,Sp13.BD.MM110.SN.MAG9-T,Fa13.BD.MM15.DN.MAG9-A,Fa13.BD.MM15.DN.MAG9-C,Fa13.BD.MM15.DN.MAG9-G,Fa13.BD.MM15.DN.MAG9-T,Sp13.BD.MM110.DD.MAG9-A,Sp13.BD.MM110.DD.MAG9-C,Sp13.BD.MM110.DD.MAG9-G,Sp13.BD.MM110.DD.MAG9-T,Su13.BD.MM110.DCMD.MAG9-A,Su13.BD.MM110.DCMD.MAG9-C,Su13.BD.MM110.DCMD.MAG9-G,Su13.BD.MM110.DCMD.MAG9-T,Su13.BD.MLB.SD.C.MAG9-A,Su13.BD.MLB.SD.C.MAG9-C,Su13.BD.MLB.SD.C.MAG9-G,Su13.BD.MLB.SD.C.MAG9-T,Su13.BD.MM110.SD.MAG9-A,Su13.BD.MM110.SD.MAG9-C,Su13.BD.MM110.SD.MAG9-G,Su13.BD.MM110.SD.MAG9-T,Sp13.BD.MM15.SD.MAG9-A,Sp13.BD.MM15.SD.MAG9-C,Sp13.BD.MM15.SD.MAG9-G,Sp13.BD.MM15.SD.MAG9-T,Sp13.BD.MLB.SN.MAG9-A,Sp13.BD.MLB.SN.MAG9-C,Sp13.BD.MLB.SN.MAG9-G,Sp13.BD.MLB.SN.MAG9-T,Fa13.BD.MM15.SN.MAG9-A,Fa13.BD.MM15.SN.MAG9-C,Fa13.BD.MM15.SN.MAG9-G,Fa13.BD.MM15.SN.MAG9-T,Fa13.BD.MLB.DN.MAG9-A,Fa13.BD.MLB.DN.MAG9-C,Fa13.BD.MLB.DN.MAG9-G,Fa13.BD.MLB.DN.MAG9-T,Su13.BD.MM15.SN.C.MAG9-A,Su13.BD.MM15.SN.C.MAG9-C,Su13.BD.MM15.SN.C.MAG9-G,Su13.BD.MM15.SN.C.MAG9-T,Fa13.BD.MM15.SD.MAG9-A,Fa13.BD.MM15.SD.MAG9-C,Fa13.BD.MM15.SD.MAG9-G,Fa13.BD.MM15.SD.MAG9-T,Su13.BD.MM15.DN.MAG9-A,Su13.BD.MM15.DN.MAG9-C,Su13.BD.MM15.DN.MAG9-G,Su13.BD.MM15.DN.MAG9-T,Fa13.BD.MLB.SN.MAG9-A,Fa13.BD.MLB.SN.MAG9-C,Fa13.BD.MLB.SN.MAG9-G,Fa13.BD.MLB.SN.MAG9-T,Su13.BD.MM110.SN.C.MAG9-A,Su13.BD.MM110.SN.C.MAG9-C,Su13.BD.MM110.SN.C.MAG9-G,Su13.BD.MM110.SN.C.MAG9-T,Fa13.BD.MM110.DN.MAG9-A,Fa13.BD.MM110.DN.MAG9-C,Fa13.BD.MM110.DN.MAG9-G,Fa13.BD.MM110.DN.MAG9-T,Fa13.BD.MM110.SN.MAG9-A,Fa13.BD.MM110.SN.MAG9-C,Fa13.BD.MM110.SN.MAG9-G,Fa13.BD.MM110.SN.MAG9-T,Su13.BD.MM15.SD.MAG9-A,Su13.BD.MM15.SD.MAG9-C,Su13.BD.MM15.SD.MAG9-G,Su13.BD.MM15.SD.MAG9-T
contig_21943_1,1695,0,6,1,0,0,26,0,0,0,22,2,0,0,0,0,0,0,28,0,0,0,11,0,0,0,1,0,0,0,43,1,0,0,0,0,0,0,5,1,0,0,1,3,0,1,20,4,0,1,9,1,0,0,1,0,0,3,0,0,0,1,11,0,0,0,1,0,0,0,4,0,0,2,1,1,0,0,3,0,0,0,5,0,0,0,1,1,0,0,3,0,0
contig_21943_1,1696,7,0,0,0,26,0,0,0,24,0,0,0,0,0,0,0,28,0,0,0,11,0,0,0,1,0,0,0,43,1,0,0,0,0,0,0,6,0,0,0,4,0,0,0,25,0,0,0,11,0,0,0,1,0,0,0,3,0,0,0,12,0,0,0,1,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0
contig_21943_1,1697,0,7,0,0,0,26,0,0,0,24,0,0,0,0,0,0,0,29,0,0,0,11,0,0,0,1,0,0,0,44,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,25,0,0,0,11,0,0,0,1,0,0,0,3,0,0,0,12,0,0,0,1,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,3,0,0
contig_21943_1,1698,0,4,0,3,0,0,0,25,0,3,1,20,0,0,0,0,0,3,0,26,0,1,0,9,0,0,0,1,0,3,0,41,0,0,0,0,1,0,0,5,0,0,0,4,0,3,0,22,0,6,0,5,0,0,0,1,0,2,0,1,0,1,0,11,0,0,0,1,0,0,0,4,0,1,0,3,0,0,0,3,0,0,0,7,0,1,0,1,0,0,0,3
contig_21943_1,1699,0,0,0,7,0,0,0,25,0,0,0,24,0,0,0,0,0,0,0,29,0,0,0,10,0,0,0,1,0,0,0,45,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,26,0,0,0,12,0,0,0,1,0,0,0,3,0,0,0,12,0,0,0,1,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,7,0,0,0,2,0,0,0,3
contig_21943_1,1700,7,0,0,0,25,0,0,0,24,0,0,0,0,0,0,0,30,0,0,0,10,0,0,0,1,0,0,0,44,1,0,0,0,0,0,0,6,0,0,0,4,0,0,0,26,0,0,0,12,0,0,0,1,0,0,0,3,0,0,0,12,0,0,0,1,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,7,0,0,0,2,0,0,0,3,0,0,0
contig_21943_1,1701,0,7,0,0,0,25,0,0,0,24,0,0,0,0,0,0,0,31,0,0,0,11,0,0,0,1,0,0,0,46,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,25,0,1,0,11,0,1,0,1,0,0,0,3,0,0,0,12,0,0,0,1,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,7,0,0,0,2,0,0,0,3,0,0
contig_21943_1,1702,0,7,0,0,0,25,0,0,0,24,0,0,0,0,0,0,0,31,0,0,0,11,0,0,0,1,0,0,0,48,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,25,0,1,0,12,0,0,0,1,0,0,0,3,0,0,0,12,0,0,0,1,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,7,0,0,0,2,0,0,0,3,0,0
contig_21943_1,1703,0,0,7,0,0,0,25,0,0,1,21,0,0,0,0,0,0,0,30,0,0,0,11,0,0,0,1,0,0,0,47,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,27,0,0,0,12,0,0,0,1,0,0,0,3,0,0,0,12,0,0,0,1,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,7,0,0,0,2,0,0,0,3,0
contig_21943_1,1704,0,7,0,0,0,22,0,5,0,11,0,9,0,0,0,0,0,21,0,9,0,10,0,1,0,1,0,0,0,36,0,11,0,0,0,0,0,5,0,2,0,1,0,2,1,16,1,9,0,8,0,2,0,1,0,0,0,3,0,0,0,11,0,1,0,1,0,0,0,3,0,1,0,1,0,3,0,2,0,1,0,7,0,0,0,2,0,0,0,2,0,1
contig_21943_1,1705,0,0,7,0,0,0,28,0,0,0,20,0,0,0,0,0,0,0,30,0,0,0,11,0,0,0,1,0,0,0,47,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,27,0,0,0,11,0,0,0,1,0,0,0,3,0,0,0,12,0,0,0,1,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,7,0,0,0,2,0,0,0,3,0
contig_21943_1,1706,0,7,0,0,0,28,0,0,0,20,1,0,0,0,0,0,0,30,0,0,0,10,0,0,0,1,0,0,0,47,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,28,0,0,0,11,0,0,0,1,0,0,0,3,0,0,0,12,0,0,0,1,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,7,0,0,0,2,0,0,0,3,0,0
contig_21943_1,1707,3,1,0,3,2,0,1,25,2,0,2,17,0,0,0,0,3,0,1,25,0,0,0,10,0,0,0,1,1,0,1,45,0,0,0,0,5,1,0,1,0,2,0,1,3,0,1,24,0,1,0,10,0,0,0,1,0,0,0,3,0,0,0,12,0,0,0,1,0,0,1,3,2,0,0,2,0,0,1,2,0,0,0,7,0,1,0,1,0,0,1,2
contig_21943_1,1708,0,0,7,0,0,0,29,0,0,0,21,0,0,0,0,0,0,0,29,0,0,0,10,0,0,0,1,0,0,0,47,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,28,0,0,0,11,0,0,0,1,0,0,0,3,0,0,0,12,0,0,0,1,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,7,0,0,0,2,0,0,0,4,0
contig_21943_1,1709,0,0,6,0,0,0,29,0,0,0,22,0,0,0,0,0,0,0,29,0,0,0,10,0,0,0,1,0,0,0,47,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,27,0,0,0,11,0,0,0,1,0,0,0,3,0,0,0,12,0,0,0,1,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,7,0,0,0,2,0,0,0,4,0
contig_21943_1,1710,0,6,0,0,1,30,0,0,2,18,0,2,0,0,0,0,4,27,0,1,0,9,0,0,0,1,0,0,1,44,0,2,0,0,0,0,0,7,0,0,0,1,0,2,1,21,0,5,0,10,0,1,0,1,0,0,0,3,0,0,0,11,0,1,0,1,0,0,0,4,0,0,0,3,0,1,0,3,0,0,0,7,0,0,0,2,0,0,0,4,0,0
contig_21943_1,1711,6,0,0,0,31,0,0,0,23,0,0,0,0,0,0,0,32,0,0,0,9,0,0,0,1,0,0,0,48,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,26,0,0,0,11,0,0,0,1,0,0,0,3,0,0,0,11,0,0,0,1,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,7,0,0,0,2,0,0,0,4,0,0,0
contig_21943_1,1712,6,0,0,0,31,0,0,0,24,0,0,0,0,0,0,0,31,0,0,0,9,0,0,0,1,0,0,0,48,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,25,0,0,0,12,0,0,0,1,0,0,0,3,0,0,0,11,0,0,0,1,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,7,0,0,0,2,0,0,0,4,0,0,0
contig_21943_1,1713,6,0,0,0,31,0,0,0,17,0,7,0,0,0,0,0,27,0,4,0,8,0,0,0,1,0,0,0,45,0,3,0,0,0,0,0,4,0,3,0,1,0,2,0,16,0,8,0,9,0,1,0,1,0,0,0,2,0,1,0,11,0,0,0,1,0,0,0,3,0,1,0,2,0,2,0,2,0,1,0,7,0,0,0,1,0,1,0,4,0,1,0
contig_21943_1,1714,0,0,0,6,0,0,0,31,0,0,0,25,0,0,0,0,0,0,0,32,0,0,0,8,0,0,0,1,0,0,1,47,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,24,0,0,0,10,0,0,0,1,0,0,2,1,0,0,0,11,0,0,0,1,0,0,0,4,0,0,1,3,0,0,0,3,0,0,0,7,0,0,0,2,0,0,0,5
contig_21943_1,1715,0,0,0,6,0,0,0,31,0,0,0,25,0,0,0,0,0,0,0,32,0,1,0,7,0,0,0,1,0,0,0,48,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,24,0,0,0,9,0,0,0,1,0,0,0,2,0,0,0,10,0,0,0,1,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,7,0,0,0,2,0,0,0,5
contig_21943_1,1716,0,6,0,0,0,31,0,0,0,23,0,1,0,0,0,0,0,31,0,1,0,8,0,0,0,1,0,0,0,47,0,1,0,0,0,0,0,7,0,0,0,3,0,0,0,24,0,0,0,9,0,0,0,1,0,0,0,0,0,2,0,10,0,0,0,1,0,0,0,4,0,0,0,3,0,1,0,3,0,0,0,7,0,0,0,2,0,0,0,5,0,0
contig_21943_1,1717,0,6,0,0,0,32,0,0,0,24,0,0,0,0,0,0,0,32,0,0,0,8,0,0,0,1,0,0,0,47,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,25,0,0,0,9,0,0,0,1,0,0,0,2,0,0,0,10,0,0,0,1,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,5,0,0
contig_21943_1,1718,0,0,6,0,0,0,32,0,0,0,24,0,0,0,0,0,0,0,31,0,0,0,8,0,0,0,1,0,0,0,47,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,25,0,0,0,9,0,0,0,1,0,0,0,2,0,0,0,10,0,0,0,1,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,5,0
contig_21943_1,1719,0,6,0,0,0,33,0,0,0,24,0,0,0,0,0,0,0,29,0,2,0,8,0,0,0,1,0,0,0,46,0,1,0,0,0,0,0,7,0,0,0,3,0,0,0,23,0,1,0,9,0,0,0,1,0,0,0,0,0,2,0,11,0,0,0,2,0,0,0,4,0,0,0,3,0,1,0,3,0,0,0,3,0,0,0,2,0,0,0,5,0,0
contig_21943_1,1720,6,0,0,0,33,0,0,0,24,0,0,0,0,0,0,0,31,1,0,0,8,0,0,0,1,0,0,0,48,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,23,1,0,0,9,0,0,0,1,0,0,0,2,0,0,0,11,0,0,0,2,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,5,0,0,0
contig_21943_1,1721,6,0,0,0,33,0,0,0,24,0,0,0,0,0,0,0,32,0,0,0,8,0,0,0,1,0,0,0,48,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,23,0,0,0,9,0,0,0,1,0,0,0,2,0,0,0,11,0,0,0,2,0,0,0,7,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,6,0,0,0
contig_21943_1,1722,0,6,0,0,0,33,0,0,0,23,0,0,0,0,0,0,0,33,0,0,0,8,0,0,0,1,0,0,0,49,0,0,0,0,0,0,0,7,0,0,0,2,0,2,0,21,0,2,0,6,0,2,0,1,0,0,0,2,0,0,0,11,0,1,0,2,0,0,0,7,0,0,0,2,0,2,0,3,0,0,0,3,0,0,0,1,0,1,0,7,0,0
contig_21943_1,1723,6,0,0,0,33,0,0,0,23,0,0,0,0,0,0,0,34,0,0,0,8,0,0,0,1,0,0,0,50,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,23,0,0,0,8,0,0,0,1,0,0,0,2,0,0,0,12,0,0,0,2,0,0,0,7,0,0,0,5,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,7,0,0,0
contig_21943_1,1724,0,6,0,0,0,33,0,0,0,23,0,0,0,0,0,0,0,34,0,0,0,8,0,0,0,3,0,0,0,50,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,23,0,0,0,8,0,0,0,1,0,0,0,2,0,0,0,13,0,0,0,2,0,0,0,7,0,0,0,5,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,7,0,0
contig_21943_1,1725,0,6,0,0,0,33,0,0,0,24,0,0,0,0,0,0,0,34,0,0,0,8,0,0,0,3,0,0,0,51,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,23,0,0,0,8,0,0,0,1,0,0,0,2,0,0,0,13,0,0,0,2,0,0,0,7,0,0,0,5,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,7,0,0
contig_21943_1,1726,6,0,0,0,33,0,0,0,25,0,0,0,0,0,0,0,34,0,0,0,8,0,0,0,3,0,0,0,51,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,23,0,0,0,8,0,0,0,1,0,0,0,2,0,0,0,14,0,0,0,2,0,0,0,7,0,0,0,5,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,7,0,0,0
contig_21943_1,1727,6,0,0,0,33,0,0,0,26,0,0,0,0,0,0,0,34,0,0,0,8,0,0,0,3,0,0,0,52,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,23,0,0,0,9,0,0,0,1,0,0,0,2,0,0,0,14,0,0,0,2,0,0,0,7,0,0,0,5,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,7,0,0,0
contig_21943_1,1728,0,0,6,0,0,0,34,0,2,0,24,0,0,0,2,0,1,0,33,0,0,0,8,0,0,0,3,0,0,0,51,0,0,0,0,0,2,0,6,0,0,0,3,0,1,0,21,0,0,0,9,0,0,0,1,0,0,0,2,0,0,0,14,0,0,0,2,0,0,0,7,0,1,0,4,0,0,0,2,0,0,0,2,0,0,0,2,0,1,0,6,0
contig_21943_1,1729,0,6,0,0,0,34,0,0,0,25,0,2,0,2,0,0,0,32,0,3,0,8,0,0,0,1,0,2,0,48,0,3,0,0,0,0,0,7,0,1,0,2,0,0,0,21,0,1,0,9,0,0,0,1,0,0,0,0,0,2,0,14,0,0,0,2,0,0,0,7,0,0,0,2,0,3,0,2,0,0,0,2,0,0,0,2,0,0,0,7,0,0
contig_21943_1,1730,0,0,0,6,0,0,0,34,0,0,0,27,0,0,0,2,0,0,0,36,0,0,0,8,0,0,0,3,0,0,0,51,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,23,0,0,0,9,0,0,0,1,0,0,0,2,0,0,0,14,0,0,0,2,0,0,0,7,0,0,0,5,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,6
contig_21943_1,1731,0,0,6,0,0,0,35,0,0,0,27,0,0,0,2,0,0,0,37,0,0,0,7,0,0,0,3,0,0,0,50,0,0,0,0,0,0,0,8,0,0,0,3,0,0,1,21,0,0,0,9,0,0,0,1,0,0,0,2,0,0,0,14,0,0,0,2,0,0,0,8,0,0,1,4,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,6,0
contig_21943_1,1732,0,0,6,0,0,0,35,0,1,0,25,0,0,0,2,0,0,0,36,0,0,0,7,0,0,0,3,0,0,1,49,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,22,0,0,0,9,0,0,0,1,0,0,0,2,0,0,0,14,0,0,0,2,0,0,0,8,0,0,0,5,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,6,0
contig_21943_1,1733,0,6,0,0,0,35,0,0,0,26,0,0,0,2,0,0,0,36,0,0,0,7,0,0,0,3,0,0,0,50,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,22,0,0,0,9,0,0,0,1,0,0,0,2,0,0,0,14,0,0,0,2,0,0,0,8,0,0,0,5,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,6,0,0
contig_21943_1,1734,0,6,0,0,0,34,0,0,0,26,0,0,0,2,0,0,0,36,0,0,0,7,0,0,0,3,0,0,0,50,0,0,0,0,0,0,0,5,2,0,0,3,0,0,0,22,0,0,0,9,0,0,0,1,0,0,0,2,0,0,0,14,0,0,0,2,0,0,0,8,0,0,0,5,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,6,0,0
contig_21943_1,1735,6,0,0,0,33,0,0,0,26,0,0,0,2,0,0,0,36,0,0,0,7,0,0,0,3,0,0,0,50,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,22,0,0,0,9,0,0,0,1,0,0,0,2,0,0,0,14,0,0,0,2,0,0,0,8,0,0,0,5,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,6,0,0,0
contig_21943_1,1736,6,0,0,0,32,1,0,0,26,0,0,0,2,0,0,0,36,0,0,0,7,0,0,0,3,0,0,0,49,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,21,0,0,0,9,0,0,0,1,0,0,0,2,0,0,0,14,0,0,0,2,0,0,0,8,0,0,0,5,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,6,0,0,0
contig_21943_1,1737,0,0,6,0,0,0,33,0,0,0,26,0,0,0,2,0,0,0,36,0,0,0,7,0,0,0,3,0,0,0,48,0,0,0,0,0,3,0,4,0,0,0,3,0,0,0,21,0,0,0,9,0,0,0,1,0,0,0,0,0,1,0,13,0,0,0,2,0,0,0,8,0,0,0,4,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,6,0
contig_21943_1,1738,3,3,0,0,10,23,0,0,4,20,0,0,2,0,0,0,13,21,0,0,1,5,0,0,1,2,0,0,13,33,0,0,0,0,0,0,0,6,0,0,2,0,0,0,6,11,0,0,4,3,0,0,0,1,0,0,0,0,0,0,11,2,0,0,2,0,0,0,6,2,0,0,0,3,0,0,1,1,0,0,1,1,0,0,1,0,0,0,5,1,0,0
contig_21943_1,1739,3,0,0,3,23,0,0,10,20,0,0,4,0,0,0,2,22,0,0,12,5,0,0,1,2,0,0,1,34,0,0,13,0,0,0,0,6,0,0,0,0,0,0,2,11,0,0,6,3,0,0,5,1,0,0,0,0,0,0,0,2,0,0,11,0,0,0,2,2,0,0,6,3,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,5
contig_21943_1,1740,0,0,6,0,2,0,31,0,12,0,12,0,0,0,2,0,10,0,24,0,0,0,6,0,2,0,1,0,5,0,43,0,0,0,0,0,4,0,2,0,0,0,2,0,4,0,14,0,2,0,6,0,0,0,1,0,0,0,0,0,1,0,12,0,0,0,3,0,1,0,7,0,2,0,1,0,1,0,1,0,0,0,2,0,0,0,1,0,1,0,5,0
contig_21943_1,1741,0,6,0,0,0,33,0,0,0,24,0,0,0,2,0,0,0,35,0,0,0,6,0,0,0,3,0,0,0,47,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,20,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,8,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,6,0,0
contig_21943_1,1742,6,0,0,0,33,0,0,0,25,0,0,0,2,0,0,0,35,0,0,0,6,0,0,0,3,0,0,0,47,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,20,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,8,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,6,0,0,0
contig_21943_1,1743,6,0,0,0,33,0,0,0,25,0,0,0,2,0,0,0,33,0,1,0,7,0,0,0,3,0,0,0,46,0,1,0,0,0,0,0,8,0,0,0,2,0,0,0,20,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,6,0,0,0,2,0,1,0,2,0,0,0,2,0,0,0,1,0,0,0,6,0,0,0
contig_21943_1,1744,0,0,6,0,0,0,32,0,0,0,25,0,0,0,2,0,0,0,35,0,0,0,7,0,0,0,3,0,0,0,47,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,20,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,6,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,6,0
contig_21943_1,1745,0,6,0,0,0,33,0,0,0,25,0,0,0,2,0,0,0,36,0,0,0,7,0,0,0,3,0,0,0,46,0,1,0,0,0,0,0,8,0,0,0,2,0,0,0,21,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,6,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,6,0,0
contig_21943_1,1746,0,3,3,0,0,32,1,0,0,16,8,1,0,2,0,0,1,26,6,3,0,7,0,0,0,3,0,0,0,45,1,1,0,0,0,0,0,4,4,0,0,2,0,0,2,12,5,2,1,6,1,2,0,1,0,0,0,0,0,0,0,12,0,0,0,2,1,0,0,5,2,0,0,2,1,0,0,1,1,0,0,2,0,0,0,1,0,0,0,6,0,0
contig_21943_1,1747,0,0,6,0,0,0,33,0,0,0,23,0,0,0,0,0,0,0,37,0,0,0,7,0,0,0,5,0,0,0,47,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,23,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,6,0
contig_21943_1,1748,0,6,0,0,0,34,0,0,0,23,0,0,0,1,0,0,0,37,0,0,0,7,0,0,0,5,0,0,0,47,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,23,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,6,0,0
contig_21943_1,1749,0,6,0,0,0,34,0,0,0,23,0,0,0,1,0,0,0,36,0,1,0,7,0,0,0,5,0,0,0,47,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,23,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,7,0,0,1,2,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,6,0,0
contig_21943_1,1750,6,0,0,0,33,0,0,0,25,0,0,0,1,0,0,0,35,0,0,0,7,0,0,0,5,0,0,0,47,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,24,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,6,0,0,0
contig_21943_1,1751,6,0,0,0,32,0,0,0,25,0,0,0,1,0,0,0,36,0,0,0,7,0,0,0,5,0,0,0,47,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,23,0,0,0,11,0,0,0,1,0,0,0,1,0,0,0,13,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,6,0,0,0
contig_21943_1,1752,0,0,6,0,0,0,32,0,1,0,25,0,1,0,0,0,0,0,37,0,0,0,7,0,2,0,3,0,1,0,46,0,0,0,0,0,2,0,6,0,0,0,4,0,0,0,23,0,0,0,11,0,0,0,1,0,0,0,1,0,0,0,13,0,0,0,3,0,0,0,8,0,2,0,1,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,6,0
contig_21943_1,1753,0,6,0,0,0,33,0,0,0,26,0,0,0,1,0,0,0,38,0,0,0,5,0,0,0,5,0,0,0,47,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,23,0,0,0,10,0,1,0,1,0,0,0,1,0,0,0,13,0,0,0,3,0,0,0,8,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,7,0,0
contig_21943_1,1754,0,0,0,4,0,0,0,33,0,0,0,26,0,0,0,1,0,0,0,39,0,0,0,6,0,0,0,5,0,0,0,45,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,23,0,0,0,11,0,0,0,1,0,0,0,1,0,0,0,13,0,0,0,3,0,0,0,8,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,7
contig_21943_1,1755,0,1,0,3,21,12,0,0,6,17,3,0,0,1,0,0,11,24,4,0,5,2,0,0,0,5,0,0,29,15,1,0,0,0,0,0,0,7,1,0,0,4,0,0,5,14,2,2,0,8,3,1,1,0,0,0,0,0,1,0,1,12,0,0,0,2,0,1,1,7,0,0,0,3,0,0,0,3,0,0,1,1,0,0,0,1,0,0,0,6,1,0
