,Position,Fa13.BD.MLB.SN.sorted.MAG8-A,Fa13.BD.MLB.SN.sorted.MAG8-C,Fa13.BD.MLB.SN.sorted.MAG8-G,Fa13.BD.MLB.SN.sorted.MAG8-T,Fa13.BD.MLB.DN.sorted.MAG8-A,Fa13.BD.MLB.DN.sorted.MAG8-C,Fa13.BD.MLB.DN.sorted.MAG8-G,Fa13.BD.MLB.DN.sorted.MAG8-T,Sp13.BD.MLB.SN.sorted.MAG8-A,Sp13.BD.MLB.SN.sorted.MAG8-C,Sp13.BD.MLB.SN.sorted.MAG8-G,Sp13.BD.MLB.SN.sorted.MAG8-T,Su13.BD.MM110.DCMD.sorted.MAG8-A,Su13.BD.MM110.DCMD.sorted.MAG8-C,Su13.BD.MM110.DCMD.sorted.MAG8-G,Su13.BD.MM110.DCMD.sorted.MAG8-T,Sp13.BD.MM110.SN.sorted.MAG8-A,Sp13.BD.MM110.SN.sorted.MAG8-C,Sp13.BD.MM110.SN.sorted.MAG8-G,Sp13.BD.MM110.SN.sorted.MAG8-T,Su13.BD.MLB.SD.C.sorted.MAG8-A,Su13.BD.MLB.SD.C.sorted.MAG8-C,Su13.BD.MLB.SD.C.sorted.MAG8-G,Su13.BD.MLB.SD.C.sorted.MAG8-T,Sp13.BD.MM15.SN.sorted.MAG8-A,Sp13.BD.MM15.SN.sorted.MAG8-C,Sp13.BD.MM15.SN.sorted.MAG8-G,Sp13.BD.MM15.SN.sorted.MAG8-T,Su13.BD.MLB.DD.sorted.MAG8-A,Su13.BD.MLB.DD.sorted.MAG8-C,Su13.BD.MLB.DD.sorted.MAG8-G,Su13.BD.MLB.DD.sorted.MAG8-T,Su13.BD.MM110.SN.C.sorted.MAG8-A,Su13.BD.MM110.SN.C.sorted.MAG8-C,Su13.BD.MM110.SN.C.sorted.MAG8-G,Su13.BD.MM110.SN.C.sorted.MAG8-T,Su13.BD.MM15.SN.C.sorted.MAG8-A,Su13.BD.MM15.SN.C.sorted.MAG8-C,Su13.BD.MM15.SN.C.sorted.MAG8-G,Su13.BD.MM15.SN.C.sorted.MAG8-T,Sp13.BD.MM15.SD.sorted.MAG8-A,Sp13.BD.MM15.SD.sorted.MAG8-C,Sp13.BD.MM15.SD.sorted.MAG8-G,Sp13.BD.MM15.SD.sorted.MAG8-T,Su13.BD.MM110.DN.sorted.MAG8-A,Su13.BD.MM110.DN.sorted.MAG8-C,Su13.BD.MM110.DN.sorted.MAG8-G,Su13.BD.MM110.DN.sorted.MAG8-T,Su13.BD.MM110.SD.sorted.MAG8-A,Su13.BD.MM110.SD.sorted.MAG8-C,Su13.BD.MM110.SD.sorted.MAG8-G,Su13.BD.MM110.SD.sorted.MAG8-T,Sp13.BD.MM110.SD.sorted.MAG8-A,Sp13.BD.MM110.SD.sorted.MAG8-C,Sp13.BD.MM110.SD.sorted.MAG8-G,Sp13.BD.MM110.SD.sorted.MAG8-T,Fa13.BD.MM15.DN.sorted.MAG8-A,Fa13.BD.MM15.DN.sorted.MAG8-C,Fa13.BD.MM15.DN.sorted.MAG8-G,Fa13.BD.MM15.DN.sorted.MAG8-T,Fa13.BD.MM15.SN.sorted.MAG8-A,Fa13.BD.MM15.SN.sorted.MAG8-C,Fa13.BD.MM15.SN.sorted.MAG8-G,Fa13.BD.MM15.SN.sorted.MAG8-T,Fa13.BD.MM110.DN.sorted.MAG8-A,Fa13.BD.MM110.DN.sorted.MAG8-C,Fa13.BD.MM110.DN.sorted.MAG8-G,Fa13.BD.MM110.DN.sorted.MAG8-T,Sp13.BD.MM15.DD.A.sorted.MAG8-A,Sp13.BD.MM15.DD.A.sorted.MAG8-C,Sp13.BD.MM15.DD.A.sorted.MAG8-G,Sp13.BD.MM15.DD.A.sorted.MAG8-T,Su13.BD.MM15.SD.sorted.MAG8-A,Su13.BD.MM15.SD.sorted.MAG8-C,Su13.BD.MM15.SD.sorted.MAG8-G,Su13.BD.MM15.SD.sorted.MAG8-T,Fa13.BD.MM110.SN.sorted.MAG8-A,Fa13.BD.MM110.SN.sorted.MAG8-C,Fa13.BD.MM110.SN.sorted.MAG8-G,Fa13.BD.MM110.SN.sorted.MAG8-T,Sp13.BD.MM110.DD.sorted.MAG8-A,Sp13.BD.MM110.DD.sorted.MAG8-C,Sp13.BD.MM110.DD.sorted.MAG8-G,Sp13.BD.MM110.DD.sorted.MAG8-T,Fa13.BD.MM15.SD.sorted.MAG8-A,Fa13.BD.MM15.SD.sorted.MAG8-C,Fa13.BD.MM15.SD.sorted.MAG8-G,Fa13.BD.MM15.SD.sorted.MAG8-T,Fa13.BD.MM110.SD.sorted.MAG8-A,Fa13.BD.MM110.SD.sorted.MAG8-C,Fa13.BD.MM110.SD.sorted.MAG8-G,Fa13.BD.MM110.SD.sorted.MAG8-T,Su13.BD.MM15.DN.sorted.MAG8-A,Su13.BD.MM15.DN.sorted.MAG8-C,Su13.BD.MM15.DN.sorted.MAG8-G,Su13.BD.MM15.DN.sorted.MAG8-T
contig_21188_3,231,0,0,12,264,0,1,4,133,1,0,16,153,0,0,11,41,3,0,86,386,0,0,4,180,1,0,21,224,0,0,0,99,0,0,9,222,0,0,35,435,0,0,23,203,0,0,1,9,0,0,8,185,1,1,130,660,0,0,33,266,0,0,9,253,0,0,7,155,2,0,14,193,2,0,20,193,0,0,13,205,3,0,109,562,0,0,17,282,0,0,19,250,1,0,25,304
contig_21188_3,234,7,0,3,263,4,1,2,124,2,20,0,148,0,7,0,44,0,15,0,461,0,0,0,182,0,10,0,233,0,0,1,98,0,2,0,228,1,7,0,460,0,14,0,216,0,1,0,9,0,2,0,187,0,24,0,766,3,5,0,275,0,5,0,246,0,5,0,154,0,11,0,196,0,5,1,204,0,6,0,210,0,22,1,655,0,5,0,283,0,4,0,260,0,12,0,308
contig_21188_3,237,0,2,273,0,0,0,129,0,0,23,147,0,0,2,48,1,2,5,462,5,0,2,182,0,0,33,208,1,0,0,99,0,0,0,232,0,0,18,449,0,0,15,214,3,0,2,8,0,0,4,186,0,1,16,768,9,0,2,281,0,0,1,252,1,1,3,155,1,1,41,164,2,1,12,196,0,0,4,210,0,1,27,642,8,0,0,280,1,0,0,261,2,0,22,299,0
contig_21188_3,240,5,1,0,269,3,1,0,123,4,4,22,139,0,1,7,42,3,66,26,380,9,0,0,180,6,27,33,175,7,0,0,94,0,0,1,234,2,19,9,444,2,20,16,190,0,1,1,8,1,1,1,190,1,123,46,623,0,11,1,265,1,4,1,242,1,16,3,144,0,17,43,143,1,5,4,200,0,1,3,205,5,103,39,522,0,9,2,279,0,2,2,268,2,17,4,296
contig_21188_3,241,1,258,0,15,1,122,0,5,1,150,0,19,0,29,0,21,3,337,0,134,0,184,0,6,2,202,0,40,0,102,0,0,0,221,0,16,1,421,0,50,1,185,0,41,0,8,0,2,0,183,0,11,3,559,0,226,0,240,0,41,1,235,0,14,1,141,0,25,2,179,0,20,1,186,0,32,0,205,0,14,6,471,0,188,0,265,0,32,2,254,1,20,0,269,0,55
contig_21188_3,243,0,0,278,1,0,0,126,1,2,0,167,1,9,0,41,0,21,0,454,5,0,0,190,0,1,0,244,3,0,0,101,0,7,0,224,5,12,0,449,13,6,0,223,5,0,0,9,0,4,0,187,1,23,0,758,12,5,0,280,0,2,1,237,8,4,0,166,1,2,0,196,3,5,0,216,4,0,3,213,6,21,0,635,11,14,0,281,8,3,0,272,7,17,0,313,1
contig_21188_3,249,0,263,0,21,0,107,0,8,0,141,0,29,0,41,0,9,0,423,1,57,0,177,0,9,0,220,0,31,0,90,0,10,0,223,1,15,0,410,3,50,1,220,0,19,0,16,0,1,0,172,0,14,0,703,0,82,0,249,0,15,2,229,3,11,0,167,0,7,0,175,0,26,1,185,2,24,3,198,2,12,0,602,1,76,0,283,2,10,5,249,2,7,1,305,0,12
contig_21188_3,252,1,281,0,1,0,114,0,0,6,162,0,0,0,49,0,0,3,479,0,4,0,186,0,0,1,249,1,0,0,97,0,0,1,228,0,5,0,451,0,7,1,235,1,2,0,17,0,0,0,182,0,2,0,777,0,3,0,250,0,5,1,238,0,0,2,166,0,7,4,195,0,3,0,209,0,0,0,210,0,0,4,670,0,3,0,289,0,2,0,256,0,0,1,303,0,5
contig_21188_3,255,0,213,0,71,0,85,0,25,0,151,0,15,0,46,0,2,0,469,0,12,0,139,0,45,0,226,0,21,0,76,0,23,0,229,0,2,1,434,0,21,0,237,0,6,0,17,0,0,0,183,0,0,0,769,1,12,0,246,0,0,0,231,1,3,0,173,1,0,0,187,0,9,0,191,0,14,0,206,0,0,0,660,0,10,0,284,0,5,0,253,0,0,0,307,0,2
contig_21188_3,258,0,1,0,282,0,0,0,111,0,1,1,161,0,0,0,49,0,39,7,419,1,0,1,175,0,11,2,230,0,2,0,99,0,0,2,225,1,5,3,438,0,13,2,219,0,1,0,16,0,2,1,181,0,67,7,685,0,4,0,241,0,2,0,238,0,6,2,166,0,6,2,179,0,1,1,202,0,0,1,208,0,54,4,597,0,1,0,291,0,1,1,255,0,11,3,300
contig_21188_3,261,4,0,233,34,0,0,106,5,0,1,159,6,2,0,47,0,37,0,399,18,0,0,148,28,10,0,217,15,2,0,85,14,0,0,228,1,6,0,424,19,15,0,220,4,1,0,16,0,1,0,182,0,66,0,664,17,5,0,239,1,1,0,237,3,8,0,167,2,9,0,175,3,3,0,191,9,1,0,202,0,55,0,582,18,3,0,288,1,4,0,255,1,12,0,301,4
contig_21188_3,262,267,0,2,0,109,0,1,0,166,0,1,0,49,0,0,0,444,0,9,0,177,0,0,0,234,1,4,0,99,0,0,0,231,0,0,0,447,0,3,0,234,0,2,0,17,0,0,0,180,0,0,0,738,1,7,2,241,0,2,0,240,0,1,0,175,0,2,0,187,0,2,0,199,0,2,0,202,0,0,0,644,0,10,0,289,0,0,0,253,0,4,0,318,1,1,0
contig_21188_3,267,1,278,0,1,0,108,0,1,0,162,0,3,0,47,0,1,0,438,0,20,0,172,0,1,0,221,0,11,1,100,0,1,0,229,0,3,0,442,0,12,0,229,0,7,0,16,0,1,0,176,1,6,0,711,0,29,0,240,0,6,0,243,0,7,0,138,0,39,0,186,0,7,0,202,0,6,0,185,0,22,0,624,0,25,0,281,0,4,0,253,0,10,0,289,0,29
contig_21188_3,270,18,0,265,0,3,0,107,0,3,0,161,0,0,0,47,0,9,0,446,0,25,0,149,0,10,2,220,0,10,0,90,0,0,0,229,0,7,0,445,0,2,0,234,0,0,0,18,0,0,0,184,0,10,2,729,0,1,0,246,0,2,0,253,0,2,1,177,0,4,0,190,0,5,1,201,1,0,0,210,0,10,2,636,0,0,0,284,0,0,0,265,0,2,3,315,0
contig_21188_3,273,0,271,0,16,0,106,0,3,2,153,0,6,0,43,0,3,0,448,0,7,0,146,0,27,0,221,0,8,0,92,0,9,0,225,0,5,1,439,0,11,0,232,0,6,0,17,0,0,0,183,0,2,0,734,0,7,0,242,0,3,0,253,0,1,0,176,0,0,0,185,0,3,0,197,0,9,0,205,0,1,0,622,0,12,0,277,0,3,0,258,0,2,0,304,0,10
contig_21188_3,274,283,1,0,2,106,0,0,2,122,0,0,38,44,0,1,1,391,0,0,58,166,0,0,7,188,0,0,40,88,0,0,12,230,0,0,0,433,0,0,15,195,0,0,42,16,0,0,1,182,0,0,1,629,1,0,108,231,0,0,7,252,0,0,1,157,0,0,12,167,0,0,21,204,0,0,1,204,0,0,0,548,1,0,87,277,0,0,1,252,0,0,0,288,0,0,20
contig_21188_3,279,0,260,0,17,0,106,0,3,0,120,0,40,0,28,0,16,0,351,3,95,0,170,0,6,0,181,3,44,0,94,2,4,0,212,0,11,0,399,3,40,0,196,1,39,0,16,0,1,0,181,1,9,0,584,2,145,1,210,1,21,0,237,0,12,0,155,0,12,0,137,1,50,0,180,2,25,0,192,0,11,0,490,5,134,0,256,0,20,0,245,0,14,1,274,2,26
contig_21188_3,282,0,270,0,2,0,106,0,0,0,146,0,12,0,36,0,9,0,403,0,40,0,169,0,2,0,217,0,8,0,103,0,0,0,212,0,9,0,427,0,19,0,216,0,16,0,17,0,0,0,184,0,8,0,663,0,65,0,222,0,14,0,245,0,7,0,166,0,3,1,181,0,8,0,185,0,19,0,189,0,9,0,550,0,76,0,258,0,18,0,249,0,11,0,285,0,17
contig_21188_3,285,18,0,262,0,5,0,101,0,53,0,105,0,0,0,44,0,22,0,423,0,12,0,161,0,34,0,191,0,16,0,90,0,2,0,217,0,11,0,435,0,27,0,202,0,0,0,17,0,2,0,189,0,19,0,703,0,1,0,239,0,1,0,253,0,5,0,166,0,17,0,173,0,5,0,200,0,2,0,203,0,28,0,601,1,5,0,275,0,6,0,258,0,5,0,298,0
contig_21188_3,288,0,285,0,1,0,105,0,2,0,119,0,40,0,43,0,1,0,423,1,18,0,171,0,5,0,189,0,33,0,97,0,8,0,218,0,0,1,440,0,7,0,207,0,21,0,17,0,0,0,198,0,0,0,693,0,27,0,238,0,0,0,258,0,0,0,173,0,0,0,159,0,30,1,208,0,1,1,205,0,0,0,609,0,26,0,281,0,0,0,266,0,0,0,307,0,1
contig_21188_3,294,279,0,6,0,107,0,2,0,129,2,27,4,27,0,16,0,365,3,65,0,168,0,6,0,205,0,18,0,105,0,3,0,207,0,13,0,418,1,34,0,205,0,24,0,18,0,1,0,193,0,8,0,615,3,101,0,217,0,17,0,248,0,8,0,170,0,5,0,165,0,18,0,189,1,19,1,192,0,8,1,524,3,93,0,261,0,15,0,248,0,11,0,280,1,22,0
contig_21188_3,297,1,0,287,0,0,0,111,0,14,0,147,0,14,0,28,0,74,3,348,0,1,0,177,0,16,1,212,0,3,0,102,0,10,0,214,0,28,0,420,0,22,0,216,0,1,0,18,0,6,0,194,0,105,1,611,1,17,0,221,0,9,0,247,0,12,0,174,0,12,0,178,0,18,0,189,1,6,0,200,0,94,3,513,0,9,0,267,0,8,0,251,0,21,1,277,0
contig_21188_3,300,239,0,59,0,95,0,18,0,153,0,5,0,42,0,0,0,407,0,11,0,84,0,95,0,216,0,10,0,82,0,20,0,220,0,3,0,412,0,33,1,229,0,8,0,19,0,0,0,193,0,2,0,705,0,10,0,236,0,1,0,249,0,5,0,185,0,0,0,182,0,11,0,188,0,21,0,206,0,0,0,599,0,10,0,267,0,5,0,254,0,1,0,288,0,9,0
contig_21188_3,312,9,0,302,0,1,0,144,0,1,0,152,0,2,0,35,0,1,0,403,0,0,0,189,0,0,0,226,0,0,0,100,0,0,0,224,0,3,0,434,0,2,0,236,0,0,0,21,0,2,0,220,0,1,0,697,0,2,0,279,0,0,0,282,0,3,0,202,0,2,0,187,0,4,0,240,0,0,0,240,0,0,0,583,0,2,0,296,0,4,0,304,0,1,0,343,0
contig_21188_3,321,3,294,0,4,0,145,0,0,1,134,2,11,4,29,0,1,9,393,0,8,0,193,0,3,1,202,0,3,0,101,0,3,2,221,0,0,3,425,0,4,1,215,0,4,0,21,0,0,3,199,0,1,9,656,0,16,3,250,1,0,1,261,0,0,4,183,0,0,1,181,1,1,0,222,1,1,0,221,0,0,6,556,0,9,4,272,0,0,1,299,0,0,4,310,0,1
contig_21188_3,324,3,6,4,292,2,0,1,132,0,23,5,122,0,6,0,27,0,38,0,375,2,2,2,183,1,19,2,183,0,0,4,102,0,3,2,221,0,19,4,410,1,18,4,198,0,0,0,13,0,4,0,196,0,69,0,612,0,15,2,237,0,5,2,260,0,2,0,183,0,21,3,148,0,10,2,213,0,3,0,210,1,69,0,502,0,5,0,265,0,10,0,288,1,13,2,292
contig_21188_3,327,0,2,0,302,0,1,0,141,2,17,0,130,0,7,0,26,0,70,1,338,0,2,1,188,0,26,0,180,0,0,0,103,0,87,1,135,0,120,1,314,0,30,0,185,0,7,0,6,0,77,0,134,0,132,2,536,0,100,0,174,0,125,1,158,0,68,0,122,0,34,0,138,0,55,1,175,0,126,0,96,0,112,2,459,0,137,0,153,0,169,0,151,0,92,1,244
contig_21188_3,333,0,0,3,292,0,1,0,145,0,16,1,127,0,1,0,28,2,14,15,376,0,2,0,189,0,16,3,191,0,0,2,102,0,1,0,224,0,10,6,412,0,6,3,205,0,0,0,12,0,2,0,211,3,21,16,627,0,5,0,267,0,5,3,273,2,0,4,173,1,14,3,147,1,2,2,235,0,5,0,216,0,26,16,526,0,4,0,293,0,11,3,302,0,3,3,333
contig_21188_3,336,1,18,27,249,1,7,19,115,5,19,34,85,0,6,0,24,4,42,2,357,4,3,37,140,1,19,19,155,1,2,21,80,0,2,0,219,0,19,22,376,0,13,17,173,0,0,0,55,0,3,0,204,0,63,6,585,2,12,4,243,0,7,1,262,0,8,0,165,2,20,11,126,1,10,4,211,0,2,0,219,2,69,8,481,0,4,0,284,1,14,0,296,0,14,2,314
contig_21188_3,339,0,295,1,0,0,137,0,0,0,135,0,0,0,31,0,1,0,358,0,41,0,185,0,1,0,187,0,7,0,104,0,0,0,218,0,0,0,404,0,4,0,193,0,9,0,54,0,1,0,209,0,2,0,583,0,60,0,255,0,2,0,267,0,1,0,173,0,10,0,148,0,6,0,223,1,3,0,225,0,0,0,496,0,46,0,285,0,0,0,309,0,1,0,327,0,8
contig_21188_3,340,0,0,0,292,0,0,0,135,0,0,0,133,0,0,0,32,0,4,0,393,0,0,0,185,0,2,0,194,0,0,0,106,0,0,0,218,0,0,0,404,0,0,0,201,0,0,0,54,0,0,0,207,0,3,0,635,0,2,0,246,0,0,0,260,0,1,0,171,0,0,0,152,0,1,0,221,0,1,0,218,0,6,0,532,0,0,0,278,0,1,1,287,0,4,0,322
contig_21188_3,342,0,277,0,13,0,127,0,6,0,123,3,2,0,24,0,7,0,346,0,50,0,161,1,22,0,188,0,9,0,100,0,5,0,195,0,25,0,346,0,59,0,185,2,10,0,49,0,4,0,159,0,50,0,550,0,87,0,231,0,32,0,231,0,38,0,163,0,17,0,147,1,9,0,192,0,36,0,202,0,22,0,471,1,61,0,253,0,38,0,255,0,35,0,263,0,69
contig_21188_3,345,1,0,7,282,0,0,1,133,0,9,8,108,0,3,0,27,2,16,17,354,0,0,6,177,0,10,3,176,0,0,3,103,0,1,0,215,1,6,6,388,1,4,4,186,0,0,0,52,0,1,0,207,7,31,20,565,0,4,1,254,0,1,3,264,1,1,5,176,0,8,5,138,1,2,4,216,0,0,0,227,7,32,16,461,1,0,0,291,0,3,3,278,2,7,3,320
contig_21188_3,348,259,2,28,0,125,0,14,0,114,0,8,0,25,0,3,0,354,0,20,0,148,0,28,1,169,0,15,0,97,0,7,1,213,0,1,0,358,0,27,0,178,0,11,0,52,0,0,0,204,0,3,0,570,0,32,0,242,0,8,0,263,0,4,0,178,0,1,0,135,0,17,0,214,0,7,0,231,0,0,0,469,0,36,0,282,0,3,0,285,0,1,0,300,0,16,0
contig_21188_3,349,0,7,0,281,0,1,0,136,0,10,0,111,0,3,0,27,0,34,0,341,0,8,0,170,0,10,0,175,0,6,0,98,0,1,0,214,0,17,2,368,0,6,0,186,0,0,0,52,0,1,0,201,0,57,0,547,0,5,0,241,2,6,0,256,0,6,0,172,0,15,1,137,0,8,0,211,0,0,0,231,0,49,1,458,1,1,0,281,0,4,0,281,0,10,0,301
contig_21188_3,351,0,3,288,0,0,0,133,0,0,1,119,1,0,0,29,0,0,19,351,1,0,0,181,0,0,4,181,0,0,2,105,0,0,0,216,2,0,5,390,1,0,2,189,0,0,0,52,0,0,0,201,0,0,23,585,6,0,3,235,0,0,3,259,0,0,6,173,0,0,4,150,0,0,4,212,0,0,0,228,0,0,20,487,2,0,0,278,1,0,3,277,0,0,6,302,0
contig_21188_3,354,284,0,0,0,133,0,0,0,113,7,0,1,26,3,0,0,368,9,0,0,180,0,0,0,179,7,0,0,107,0,0,0,216,0,0,0,390,2,1,2,191,2,2,0,52,0,0,0,192,2,5,0,593,20,0,0,226,6,3,0,259,1,1,0,171,1,0,0,148,7,0,0,210,2,4,0,219,0,4,0,478,27,2,0,269,0,3,0,274,0,1,1,295,6,4,0
contig_21188_3,357,0,279,1,0,0,143,0,0,1,116,0,1,0,27,0,2,0,367,0,8,0,183,0,0,0,188,0,1,0,108,0,0,0,214,0,1,0,395,0,2,0,195,0,2,0,51,0,0,0,198,0,2,0,601,0,12,0,234,0,3,0,259,0,1,0,181,0,0,0,156,0,2,0,221,0,1,0,227,0,0,0,495,0,13,0,275,0,0,0,279,0,1,0,313,0,1
contig_21188_3,363,1,287,0,0,0,145,0,0,0,108,0,4,0,25,0,3,0,353,0,9,0,181,0,0,0,188,0,5,0,106,0,0,0,215,0,1,0,387,0,4,0,194,0,1,0,49,0,0,0,194,0,1,0,576,0,23,0,235,0,4,0,259,0,2,0,178,0,0,0,145,0,8,0,220,0,1,0,226,0,0,0,475,0,26,0,272,0,0,0,275,0,1,0,311,1,3
contig_21188_3,366,0,3,0,284,0,2,0,139,0,1,0,107,0,1,0,28,0,9,2,348,0,1,0,179,0,3,1,184,0,0,0,101,0,1,2,207,0,2,3,388,0,2,1,193,0,0,0,49,0,1,0,193,0,19,2,568,0,4,1,233,0,1,0,256,0,1,0,177,0,1,0,152,0,1,0,214,0,0,0,226,0,19,3,474,0,0,0,271,0,1,0,275,0,4,0,303
contig_21188_3,367,0,0,0,290,1,0,0,140,0,4,0,101,0,3,0,26,0,3,0,357,0,0,0,180,0,4,0,183,0,0,0,101,0,0,0,209,0,2,0,389,0,1,0,195,0,0,0,49,0,0,0,196,0,9,0,579,0,3,0,238,0,0,0,258,0,0,0,179,0,6,0,145,0,1,0,216,0,0,0,226,0,15,0,477,0,0,0,277,0,0,1,276,0,3,0,305
contig_21188_3,369,0,0,296,0,0,0,143,0,0,0,104,0,0,0,26,1,1,0,355,3,0,0,176,0,0,0,188,0,0,0,101,0,0,0,211,0,0,0,394,0,0,0,195,1,0,0,49,0,0,0,196,0,1,0,587,3,0,0,237,2,0,0,258,0,0,0,181,0,0,0,152,1,0,0,215,1,0,0,226,0,0,0,485,5,0,0,276,0,0,0,277,0,0,0,303,1
contig_21188_3,372,17,3,242,40,14,1,107,21,29,0,65,11,0,0,28,0,3,0,342,17,36,7,71,64,25,0,143,18,15,0,69,19,0,0,215,1,8,4,343,37,19,0,176,10,0,0,49,0,1,0,195,1,5,0,556,29,2,0,236,3,1,1,251,5,1,0,182,2,9,0,131,15,6,0,190,17,0,0,225,0,6,1,468,19,0,2,274,4,0,0,266,3,4,0,293,11
contig_21188_3,374,0,0,0,300,0,0,3,142,0,0,1,105,0,0,0,26,0,0,1,362,0,0,1,178,0,0,0,187,0,0,0,104,0,0,1,211,0,0,2,388,0,0,3,201,0,0,0,47,0,0,5,189,0,0,0,595,0,0,2,236,0,0,2,251,0,0,3,179,0,0,4,151,0,0,2,215,1,0,1,224,0,0,2,484,0,0,3,269,0,0,1,261,0,0,1,306
contig_21188_3,378,0,16,4,280,0,8,2,141,0,0,0,105,0,0,0,26,0,10,0,341,0,52,8,119,0,6,0,179,0,10,3,88,0,1,0,211,0,19,1,380,0,3,1,202,0,0,0,47,0,1,0,196,0,18,0,575,0,3,0,238,0,3,0,262,0,1,0,185,0,5,2,146,0,12,1,204,0,0,0,237,0,9,1,476,1,3,0,278,0,1,0,262,0,4,0,304
contig_21188_3,381,0,291,0,11,0,147,0,6,0,103,0,1,0,23,0,1,0,336,7,3,0,160,0,17,0,180,0,2,0,101,0,2,0,213,0,0,0,394,4,4,0,207,0,0,0,47,0,0,0,200,0,0,0,565,8,6,0,240,0,2,0,263,1,0,0,182,1,1,0,152,0,1,0,217,1,0,0,241,0,0,0,455,6,7,0,284,0,0,0,258,2,0,0,304,2,5
contig_21188_3,384,0,303,0,0,0,167,0,0,0,103,0,1,0,23,0,0,0,331,7,3,0,179,0,0,0,180,0,2,0,104,0,0,0,222,0,0,0,402,3,1,0,209,0,0,0,47,0,0,0,215,0,0,0,571,8,5,0,257,0,2,0,283,1,0,0,183,1,1,0,153,0,0,0,223,1,0,0,241,0,0,0,465,6,5,0,292,0,0,0,272,2,0,0,317,1,3
contig_21188_3,385,0,38,0,265,0,21,0,146,1,34,0,69,0,0,0,23,0,6,0,338,2,87,0,90,0,34,0,148,0,38,0,65,0,2,0,223,0,25,0,385,0,23,0,187,0,0,0,47,0,1,0,212,0,16,0,565,0,5,0,255,0,3,0,282,0,0,0,187,0,16,0,138,0,13,0,214,0,2,0,239,0,13,0,466,0,3,0,287,0,0,0,274,0,4,0,315
contig_21188_3,387,0,299,2,2,0,169,1,0,0,104,0,1,0,23,0,0,3,342,7,0,1,174,0,1,2,178,0,2,0,105,0,1,0,223,0,0,0,406,3,0,0,212,0,0,0,47,0,0,0,212,0,0,5,574,7,0,2,257,0,0,0,285,1,0,1,184,1,1,0,154,0,1,0,228,1,0,0,240,0,3,4,473,7,1,0,291,0,0,0,272,2,1,3,315,1,0
contig_21188_3,389,301,1,0,0,175,0,0,0,106,0,0,0,23,0,0,0,349,3,0,0,176,0,0,0,178,2,0,0,107,0,0,0,219,0,0,0,410,0,0,0,213,0,0,0,47,0,0,0,212,0,0,0,587,5,1,0,266,2,0,0,294,0,0,0,189,1,0,0,158,0,0,0,231,0,0,0,247,0,0,0,479,5,0,0,295,0,0,0,277,0,0,0,320,3,0,0
contig_21188_3,390,33,0,275,0,15,0,160,0,19,0,90,0,0,0,23,0,7,0,346,0,27,0,149,0,14,0,166,0,12,0,95,0,3,0,216,0,30,0,382,0,14,0,197,0,0,0,47,0,2,0,210,0,7,0,594,0,2,0,272,0,4,1,289,0,1,0,194,0,16,0,142,0,16,0,218,0,8,0,239,0,7,0,477,0,8,0,290,0,7,0,272,0,7,0,317,0
contig_21188_3,393,0,2,0,306,0,0,0,166,0,0,1,110,0,0,0,24,0,0,7,346,3,6,1,167,1,0,0,178,0,0,0,110,0,0,0,219,0,0,4,409,0,0,0,207,0,0,0,46,0,0,0,199,0,0,7,601,0,0,0,253,0,0,1,283,0,0,1,186,0,0,0,160,0,0,1,215,0,0,0,228,0,0,6,484,0,0,0,262,0,0,2,252,0,0,1,306
contig_21188_3,396,0,0,308,0,0,0,166,0,0,2,109,0,0,0,24,0,0,3,350,0,0,0,179,1,0,2,174,0,0,0,110,0,0,0,227,0,0,0,413,0,0,0,210,0,0,0,46,0,0,0,201,0,3,5,603,0,2,2,248,1,0,0,286,0,0,1,187,0,0,0,160,0,0,2,214,0,0,0,228,0,0,5,487,0,0,0,260,0,0,0,254,0,0,3,304,0
contig_21188_3,399,1,7,2,296,0,8,0,164,1,0,1,111,0,0,0,24,0,0,7,349,0,47,0,132,0,1,2,178,0,8,0,102,0,1,0,224,0,12,6,399,0,1,0,208,0,0,0,5,0,1,0,211,0,0,7,612,1,3,0,255,0,0,1,293,0,0,1,182,0,0,0,162,0,8,3,217,0,0,0,232,0,1,6,483,0,3,0,255,0,1,2,260,0,1,1,317
contig_21188_3,402,0,298,0,0,0,173,0,0,2,112,0,0,0,24,0,0,3,344,0,9,0,179,0,0,2,177,0,1,0,111,0,0,0,226,0,0,0,412,0,9,0,205,0,4,0,5,0,0,0,218,0,0,6,606,0,16,2,256,0,8,0,301,0,3,1,186,0,5,0,157,0,5,0,230,0,3,0,242,0,0,5,483,1,10,0,263,0,2,0,270,0,1,3,302,0,20
contig_21188_3,405,280,1,20,0,163,0,14,0,82,0,34,0,24,0,1,0,323,0,41,0,178,0,3,0,170,0,14,0,106,0,5,0,220,0,6,1,388,0,27,0,192,0,15,0,5,0,0,0,214,0,8,0,560,1,72,0,251,0,23,0,294,0,14,0,168,0,18,0,149,0,17,0,222,0,16,0,240,0,4,0,456,0,53,0,258,0,10,0,270,0,5,0,273,0,50,0
