,0,1,2,3,4,5,6,7,8,9
contig_20871_7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_20871_1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20871_2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20871_3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
contig_20871_8,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
contig_20877_6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
contig_20858_7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20877_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20877_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20877_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20877_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20858_6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20858_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20877_8,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
contig_20858_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20858_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20858_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_21083_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20967_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_21151_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20951_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20951_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20951_1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20951_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20868_7,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20953_5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20953_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_21085_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20953_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20953_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20953_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20828_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
contig_20868_1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20959_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20959_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20959_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20959_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21064_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_21064_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20836_6,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
contig_21064_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_21064_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20819_2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20969_5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20902_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20902_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20902_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20902_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20902_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20902_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20900_5,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
contig_20900_4,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20900_6,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
contig_20900_1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
contig_20900_3,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
contig_20900_2,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
contig_20906_5,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
contig_20906_4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20906_3,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_20906_2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20906_1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20828_9,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
contig_20863_3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20863_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20863_8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
contig_21029_1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_21029_2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_21029_3,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_21029_4,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
contig_20829_6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_21027_2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_21027_3,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
contig_21027_1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
contig_21027_4,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
contig_20788_15,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20788_14,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
contig_20788_12,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
contig_21068_1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_21068_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_21068_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20865_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21020_1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_21020_3,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_21020_2,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_21020_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_21020_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20895_6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20895_7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20895_4,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_20895_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
contig_20895_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
contig_20895_3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_20895_1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20897_1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20897_2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
contig_20897_3,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
contig_20897_4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20897_5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20897_6,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20897_7,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20897_8,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20899_2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20899_3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20899_1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20899_6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20899_4,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_20899_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_21063_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_21063_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_21063_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_21063_6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_21063_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_21063_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_21061_1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
contig_21061_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_21067_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_21067_2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
contig_21067_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_21067_1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_20891_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20891_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_21022_5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20891_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_21022_3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_21022_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20891_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20891_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20790_11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20893_4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
contig_21065_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_21065_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_21065_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
contig_21065_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20893_1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
contig_20893_2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_20893_3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_20952_4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20952_1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20952_2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
contig_20952_3,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20983_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20983_3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20954_4,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20983_1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_20954_2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20954_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20983_4,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20983_5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
contig_21062_1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_21087_1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20956_1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
contig_20956_2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
contig_20956_3,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20956_4,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_20956_5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20963_2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20963_3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_21184_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_21184_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_21184_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_21149_2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_21149_1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_21161_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_21186_2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_21186_3,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20989_1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20989_2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20989_3,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_20984_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_21089_2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_20984_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20984_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20984_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20984_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20984_7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20984_6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20984_8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20905_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20905_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20905_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20905_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20905_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20806_10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20806_11,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_21180_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
contig_21180_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20909_4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_20909_5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20909_6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
contig_20909_1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20909_2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_20909_3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_20788_31,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
contig_20788_30,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
contig_20788_33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20788_32,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20788_35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20788_34,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20788_37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
contig_20788_36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
contig_21144_2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_21144_3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_21144_1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
contig_21102_1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
contig_21102_2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
contig_21102_3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
contig_21146_4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_21146_1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_21146_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
contig_21146_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_21104_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_21104_2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_21104_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_21104_1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
contig_21140_2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_21140_3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_21140_1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20986_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20986_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20986_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20986_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20986_1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_21142_1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_21142_2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_21142_3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20864_2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
contig_20864_3,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20864_1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20808_12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20864_7,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
contig_20808_10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20808_11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20864_8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_21100_2,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
contig_21100_1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20861_1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_20868_8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
contig_20868_6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_21156_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
contig_20868_4,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20868_5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20868_2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20868_3,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_21156_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_21156_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20863_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20829_9,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_20829_8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
contig_20863_5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20863_4,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
contig_20863_7,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_20863_6,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20829_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
contig_20829_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
contig_20829_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
contig_20829_7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20788_17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20829_5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20829_4,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_21107_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21107_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21107_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21109_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21109_2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21109_1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21109_5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
contig_21109_4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
contig_20821_3,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20821_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20821_7,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20821_6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20821_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20821_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20821_8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
contig_20823_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20823_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20823_7,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
contig_20823_6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
contig_20823_1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20823_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
contig_20823_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20823_9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
contig_20823_8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20825_7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20825_6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20825_5,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20825_4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20825_3,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20825_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20825_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20861_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
