,Position,Su13.BD.MLB.DD.MAG1-A,Su13.BD.MLB.DD.MAG1-C,Su13.BD.MLB.DD.MAG1-G,Su13.BD.MLB.DD.MAG1-T,Sp13.BD.MM15.DD.A.MAG1-A,Sp13.BD.MM15.DD.A.MAG1-C,Sp13.BD.MM15.DD.A.MAG1-G,Sp13.BD.MM15.DD.A.MAG1-T,Fa13.BD.MLB.SN.MAG1-A,Fa13.BD.MLB.SN.MAG1-C,Fa13.BD.MLB.SN.MAG1-G,Fa13.BD.MLB.SN.MAG1-T,Sp13.BD.MM110.DD.MAG1-A,Sp13.BD.MM110.DD.MAG1-C,Sp13.BD.MM110.DD.MAG1-G,Sp13.BD.MM110.DD.MAG1-T,Su13.BD.MM110.SN.C.MAG1-A,Su13.BD.MM110.SN.C.MAG1-C,Su13.BD.MM110.SN.C.MAG1-G,Su13.BD.MM110.SN.C.MAG1-T,Fa13.BD.MM15.DN.MAG1-A,Fa13.BD.MM15.DN.MAG1-C,Fa13.BD.MM15.DN.MAG1-G,Fa13.BD.MM15.DN.MAG1-T,Su13.BD.MM15.DN.MAG1-A,Su13.BD.MM15.DN.MAG1-C,Su13.BD.MM15.DN.MAG1-G,Su13.BD.MM15.DN.MAG1-T,Sp13.BD.MM110.SD.MAG1-A,Sp13.BD.MM110.SD.MAG1-C,Sp13.BD.MM110.SD.MAG1-G,Sp13.BD.MM110.SD.MAG1-T,Su13.BD.MM110.SD.MAG1-A,Su13.BD.MM110.SD.MAG1-C,Su13.BD.MM110.SD.MAG1-G,Su13.BD.MM110.SD.MAG1-T,Fa13.BD.MM15.SD.MAG1-A,Fa13.BD.MM15.SD.MAG1-C,Fa13.BD.MM15.SD.MAG1-G,Fa13.BD.MM15.SD.MAG1-T,Fa13.BD.MM110.SN.MAG1-A,Fa13.BD.MM110.SN.MAG1-C,Fa13.BD.MM110.SN.MAG1-G,Fa13.BD.MM110.SN.MAG1-T,Su13.BD.MM15.SN.C.MAG1-A,Su13.BD.MM15.SN.C.MAG1-C,Su13.BD.MM15.SN.C.MAG1-G,Su13.BD.MM15.SN.C.MAG1-T,Fa13.BD.MM110.SD.MAG1-A,Fa13.BD.MM110.SD.MAG1-C,Fa13.BD.MM110.SD.MAG1-G,Fa13.BD.MM110.SD.MAG1-T,Fa13.BD.MM110.DN.MAG1-A,Fa13.BD.MM110.DN.MAG1-C,Fa13.BD.MM110.DN.MAG1-G,Fa13.BD.MM110.DN.MAG1-T,Sp13.BD.MM15.SD.MAG1-A,Sp13.BD.MM15.SD.MAG1-C,Sp13.BD.MM15.SD.MAG1-G,Sp13.BD.MM15.SD.MAG1-T,Sp13.BD.MLB.SN.MAG1-A,Sp13.BD.MLB.SN.MAG1-C,Sp13.BD.MLB.SN.MAG1-G,Sp13.BD.MLB.SN.MAG1-T,Sp13.BD.MM15.SN.MAG1-A,Sp13.BD.MM15.SN.MAG1-C,Sp13.BD.MM15.SN.MAG1-G,Sp13.BD.MM15.SN.MAG1-T,Fa13.BD.MLB.DN.MAG1-A,Fa13.BD.MLB.DN.MAG1-C,Fa13.BD.MLB.DN.MAG1-G,Fa13.BD.MLB.DN.MAG1-T,Su13.BD.MLB.SD.C.MAG1-A,Su13.BD.MLB.SD.C.MAG1-C,Su13.BD.MLB.SD.C.MAG1-G,Su13.BD.MLB.SD.C.MAG1-T,Su13.BD.MM15.SD.MAG1-A,Su13.BD.MM15.SD.MAG1-C,Su13.BD.MM15.SD.MAG1-G,Su13.BD.MM15.SD.MAG1-T,Sp13.BD.MM110.SN.MAG1-A,Sp13.BD.MM110.SN.MAG1-C,Sp13.BD.MM110.SN.MAG1-G,Sp13.BD.MM110.SN.MAG1-T,Fa13.BD.MM15.SN.MAG1-A,Fa13.BD.MM15.SN.MAG1-C,Fa13.BD.MM15.SN.MAG1-G,Fa13.BD.MM15.SN.MAG1-T
contig_19732_1,54,0,0,0,2,0,0,0,2,0,1,0,12,0,4,0,0,0,1,0,0,0,3,0,3,0,2,0,3,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,5
contig_19732_1,58,0,0,2,0,0,0,2,0,1,0,14,0,5,0,0,0,1,0,0,0,4,0,3,0,2,0,3,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,5,0
contig_19732_1,61,2,0,0,0,2,0,0,0,18,0,0,0,5,0,0,0,1,0,0,0,6,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0
contig_19732_1,63,0,2,0,0,0,2,0,0,0,18,0,0,0,3,0,2,0,1,0,0,0,5,0,2,0,2,0,1,0,1,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,6,0,0
contig_19732_1,100,0,5,0,0,0,4,0,0,0,15,0,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
contig_19732_1,105,0,0,0,3,0,2,0,2,0,11,0,14,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,1
contig_19732_1,111,0,0,3,0,0,0,2,0,0,0,26,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,4
contig_19732_1,114,0,3,0,0,0,2,0,0,0,16,0,11,0,1,0,0,0,0,0,0,0,2,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,9,0,7,0,1,0,1,0,0,0,0,0,1,0,0,0,5,0,0
contig_19732_1,120,0,3,0,0,0,3,0,0,0,19,0,9,0,1,0,0,0,0,0,0,0,2,0,2,0,4,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,11,0,7,0,3,0,1,0,0,0,0,0,1,0,0,0,5,0,0
contig_19732_1,123,0,0,0,3,0,1,0,2,0,0,0,29,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,16,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,1
contig_19732_1,129,3,0,0,0,0,3,0,0,11,20,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,18,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0
contig_19732_1,147,0,0,0,5,0,0,0,5,0,0,0,32,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,5,0,2,0,19,0,2,0,4,0,0,0,2,1,0,0,0,0,0,0,0
contig_19732_1,153,7,0,0,0,2,2,0,0,32,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,4,1,0,0,17,4,0,0,4,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0
contig_19732_1,162,0,6,0,0,0,4,0,1,0,30,0,0,0,4,0,4,0,0,0,1,0,3,0,0,0,5,0,2,0,0,0,6,0,2,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,5,0,1,0,21,0,1,0,6,0,0,0,2,0,0,0,1,1,2,0,1,0,2
contig_19732_1,171,0,0,4,0,1,0,2,0,0,0,28,0,4,0,3,0,1,0,0,0,0,0,3,0,2,0,5,0,7,0,8,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,1,0,2,0,1,0,1,0,19,0,0,0,5,0,0,0,0,0,2,0,5,0,2,0,1,0
contig_19732_1,172,0,0,2,2,0,0,3,0,0,0,28,0,0,0,7,0,0,0,1,0,0,0,3,0,0,0,6,1,0,0,15,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,3,0,0,0,20,0,0,0,4,0,0,0,0,0,0,0,6,1,0,0,3,0
contig_19732_1,177,2,0,2,0,2,0,1,0,29,0,0,0,1,0,6,0,0,0,1,0,2,0,1,0,2,0,5,0,0,0,15,0,0,0,0,0,2,0,3,0,0,0,2,0,3,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,1,0,2,0,19,0,1,0,3,0,1,0,0,0,0,0,0,0,7,0,1,0,2,0
contig_19732_1,180,0,6,0,0,0,8,0,1,0,33,0,0,0,1,0,6,0,0,0,1,0,2,0,1,0,3,0,4,0,0,0,15,0,0,0,0,0,4,0,1,0,0,0,2,0,3,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,2,0,18,0,1,0,4,0,0,0,0,0,0,0,1,0,6,0,1,0,2
contig_19732_1,183,0,0,0,6,0,0,0,9,0,0,0,33,0,0,0,8,0,0,0,1,0,1,0,5,0,2,0,5,0,4,0,13,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,3,0,2,0,0,0,0,0,3,0,0,0,5,0,1,0,1,0,0,0,2,0,0,0,19,0,0,0,4,0,0,0,0,0,2,0,5,0,0,0,3
contig_19732_1,186,2,4,0,0,0,8,0,0,0,31,1,4,0,7,0,1,0,1,0,0,0,6,0,0,0,5,0,1,0,11,0,6,0,0,0,0,1,4,0,1,0,2,0,0,0,4,0,0,0,2,0,0,0,5,0,0,0,4,0,1,0,2,0,0,0,2,1,0,0,20,0,0,0,3,0,1,0,0,0,0,0,7,0,0,0,3,0,1
contig_19732_1,195,0,0,4,0,0,0,7,1,0,0,36,0,0,2,1,5,0,0,0,1,0,1,1,3,0,2,2,3,0,8,2,9,0,0,0,0,0,0,4,1,0,2,0,0,0,0,4,0,0,2,2,0,0,0,4,1,0,0,2,3,0,0,3,0,0,0,1,2,0,0,19,1,0,0,4,0,0,0,0,0,0,5,0,2,0,0,4,2
contig_19732_1,204,0,0,1,0,0,1,1,0,0,4,32,0,0,5,3,0,0,1,0,0,0,3,2,0,0,3,4,0,0,9,11,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,4,0,0,0,4,0,0,1,2,0,0,3,2,0,0,0,3,0,0,2,1,0,0,1,22,0,0,0,4,0,0,0,0,0,0,2,5,0,0,2,4,0
contig_19732_1,210,0,0,1,0,1,0,2,0,0,0,36,0,5,0,3,0,1,0,0,0,3,0,2,0,3,0,4,0,8,0,11,0,0,0,0,0,1,0,3,0,0,0,2,0,0,0,4,0,0,0,4,0,1,0,0,0,3,0,2,0,0,0,3,0,2,0,1,0,1,0,21,0,0,0,5,0,0,0,0,0,2,0,5,0,2,0,4,0
contig_19732_1,213,0,1,0,0,0,2,0,1,0,34,0,0,0,3,0,5,0,0,0,1,1,2,0,2,0,2,0,3,0,11,0,8,0,0,0,0,0,3,0,1,0,2,0,0,0,4,0,0,0,4,0,0,0,0,0,1,0,2,0,3,0,3,0,0,0,1,0,2,0,18,0,1,0,5,0,0,0,0,0,0,0,5,0,2,0,4,0,2
contig_19732_1,217,0,1,0,0,0,2,0,1,0,34,0,0,0,1,0,7,0,0,0,1,0,1,0,4,0,0,0,5,0,3,0,16,0,0,0,0,0,3,0,1,0,0,0,2,0,4,0,0,0,2,0,2,0,0,0,1,0,2,0,3,0,3,0,0,0,1,0,2,0,19,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,4,0,2
contig_19732_1,222,0,2,0,0,0,2,0,1,0,35,0,0,0,9,0,0,0,2,0,0,0,6,0,0,0,5,0,0,0,16,0,2,0,0,0,0,0,3,0,1,0,2,0,0,0,4,0,0,0,4,0,0,0,1,0,0,0,5,0,0,0,4,0,0,0,3,0,0,0,18,0,1,0,5,0,0,0,0,0,0,0,6,0,1,0,6,0,0
contig_19732_1,225,2,0,0,0,3,0,0,0,35,0,0,0,7,0,2,0,2,0,0,0,5,0,1,0,3,0,2,0,8,0,10,0,0,0,0,0,4,0,0,0,0,0,2,0,4,0,0,0,0,0,4,0,1,0,0,0,4,0,1,0,4,0,0,0,3,0,0,0,18,0,1,0,5,0,0,0,0,0,0,0,3,0,4,0,4,0,2,0
contig_19732_1,228,0,0,0,2,0,1,0,2,0,0,0,37,0,6,0,3,0,2,0,0,0,4,0,2,0,2,0,2,0,8,0,10,0,0,0,0,0,1,0,3,0,0,0,2,0,0,0,4,0,0,0,4,0,1,0,0,0,2,0,2,0,0,0,4,0,2,0,1,0,1,0,20,0,0,0,5,0,0,0,0,0,3,0,4,0,2,0,4
contig_19732_1,231,0,0,0,2,1,0,0,2,0,0,0,38,6,0,2,2,2,0,0,0,4,0,0,1,2,0,0,0,8,0,5,1,0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,4,0,0,2,0,1,0,0,0,2,0,0,2,0,0,0,4,2,0,0,1,1,0,0,19,0,0,0,5,0,0,0,0,3,0,1,0,2,0,2,2
contig_19732_1,234,0,0,2,0,0,0,2,1,0,0,37,0,0,0,4,6,0,0,0,2,0,0,1,4,0,0,0,2,0,0,6,8,0,0,0,0,0,0,3,1,0,0,2,0,0,0,4,0,0,0,2,0,0,0,0,1,0,0,1,2,0,0,4,0,0,0,1,2,0,0,19,1,0,0,5,0,0,0,0,0,0,0,1,3,0,0,4,2
contig_19732_1,237,0,0,0,2,0,0,0,5,0,0,0,39,0,2,0,9,0,0,0,2,0,0,0,5,0,0,0,3,0,2,0,15,0,0,0,2,0,0,0,4,0,1,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,4,0,0,0,4,0,1,0,19,0,0,0,5,0,0,0,0,0,1,0,5,0,0,0,6
contig_19732_1,240,0,2,0,0,0,5,0,0,0,40,0,0,0,10,0,2,0,2,0,0,0,5,0,0,0,3,0,0,0,16,0,2,0,2,0,0,0,3,0,0,0,0,0,1,0,4,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,20,0,0,0,5,0,0,0,0,0,0,0,5,0,1,0,6,0,0
contig_19732_1,243,0,2,0,0,0,5,0,0,0,41,0,0,0,10,1,0,0,4,0,0,0,5,0,0,0,3,0,0,0,16,2,0,0,2,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,3,0,0,0,3,0,0,1,3,0,0,0,4,0,0,0,4,0,0,0,20,0,0,0,5,0,0,0,0,0,0,0,5,1,0,0,6,0,0
contig_19732_1,249,0,7,0,0,0,3,0,2,1,42,0,0,0,15,0,0,0,4,0,0,0,11,0,0,0,9,0,0,0,18,0,2,0,2,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,3,0,0,0,2,0,1,0,5,0,1,0,6,0,0,0,6,0,0,0,23,0,0,0,5,0,0,0,0,0,0,0,11,0,1,0,6,0,0
contig_19732_1,255,0,0,7,0,3,0,2,0,2,0,41,0,9,0,5,0,2,0,2,0,4,0,7,0,3,0,6,0,15,0,5,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,7,0,2,0,4,0,2,0,21,0,0,0,5,0,0,0,0,0,3,0,7,0,3,0,7,0
contig_19732_1,261,7,0,0,0,5,0,0,0,44,0,1,0,13,0,1,0,4,0,0,0,13,0,0,0,9,0,0,0,16,0,4,0,4,0,0,0,1,0,0,0,0,0,1,0,6,0,0,0,3,0,2,0,3,0,0,0,6,0,0,0,7,0,0,0,6,0,0,0,21,0,0,0,4,0,1,0,0,0,0,0,9,0,1,0,8,0,2,0
contig_19732_1,264,0,1,0,0,0,5,0,0,0,43,0,0,0,12,0,0,0,2,0,0,0,8,0,0,0,3,0,0,0,16,2,0,0,4,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0,3,2,0,0,3,0,0,1,3,0,0,0,6,0,0,0,3,0,0,0,20,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,8,2,0
contig_19732_1,267,0,0,0,1,0,0,0,5,0,0,0,43,0,0,0,11,0,0,0,2,0,0,0,8,0,0,0,3,0,2,0,16,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,6,0,2,0,3,0,0,0,3,0,0,0,4,0,0,0,6,0,0,0,3,0,0,0,21,0,0,0,4,0,0,0,0,0,0,0,4,0,2,0,8
contig_19732_1,270,0,1,0,0,0,3,0,1,0,40,0,2,0,2,0,6,0,0,0,2,0,4,0,4,0,0,0,3,0,5,1,9,0,2,0,2,0,2,0,1,0,0,0,0,0,5,0,0,0,10,0,1,0,3,0,2,0,2,0,2,0,6,0,0,0,2,0,1,0,19,0,2,0,3,0,0,0,0,0,0,0,0,0,3,0,9,0,1
contig_19732_1,279,1,0,0,0,1,0,0,0,35,0,5,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,6,0,2,0,2,0,0,0,1,0,0,0,6,0,0,0,2,0,0,0,19,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
contig_19732_1,285,0,1,0,0,0,1,0,0,0,40,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,6,2,0,0,2,0,0,0,1,0,0,0,6,0,0,0,2,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,2,0
contig_19732_1,290,0,0,1,0,0,0,1,0,0,0,39,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,7,0
contig_19732_1,297,1,0,0,0,1,0,0,0,39,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
contig_19907_2,15,3,0,1,0,4,0,0,0,45,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,17,0,2,0,8,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
contig_19907_2,19,0,1,0,3,0,0,0,4,0,1,0,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,18,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,1
contig_19907_2,25,0,0,5,0,1,0,3,0,0,0,45,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,20,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,1,0
contig_19907_2,31,4,0,3,0,4,0,0,0,43,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,20,0,2,0,8,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
contig_19907_2,52,0,4,3,0,0,3,0,0,0,40,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,1,0,0,18,2,0,0,9,0,0,0,1,1,0,0,0,0,0,0,1,1,0
contig_19907_2,97,3,0,2,0,0,0,3,0,5,0,46,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,6,0,5,0,20,0,0,0,8,0,1,0,0,0,0,0,1,0,2,0,1,0
contig_19907_2,132,0,7,0,0,0,9,0,0,2,47,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,15,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,9,0,0,0,10,0,0,3,22,0,0,0,9,0,0,0,3,0,0,0,5,0,0,0,4,0,0
contig_19907_2,136,1,0,6,0,1,0,2,0,0,0,49,0,1,0,8,0,0,0,0,0,1,0,4,0,0,0,16,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,2,0,6,0,0,0,9,0,0,0,8,0,0,0,26,0,1,0,9,0,0,0,3,0,0,0,5,0,0,0,4,0
contig_19907_2,154,0,10,0,0,0,2,0,1,0,49,0,0,0,5,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,7,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,0,0,5,0,0,1,24,0,0,0,8,0,1,0,1,0,0,0,1,0,0,0,9,0,0
contig_19907_2,160,10,0,0,0,3,0,0,0,50,0,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,3,0,0,0,7,0,0,0,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,6,0,0,0,25,0,1,0,8,0,1,0,1,0,0,0,1,0,0,0,9,0,0,0
contig_19907_2,163,0,10,0,0,0,3,0,0,0,49,0,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,3,0,0,0,7,0,0,0,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,6,0,0,0,26,0,1,0,8,0,1,0,1,0,0,0,1,0,0,0,9,0,0
contig_19907_2,166,0,0,9,0,0,0,3,0,0,0,53,0,0,0,6,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,3,0,0,0,6,0,0,0,1,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,1,0,5,0,2,0,24,0,0,0,9,0,1,0,0,0,0,0,1,0,5,0,4,0
contig_19907_2,169,0,2,6,0,0,0,2,0,0,2,52,0,0,0,6,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,3,0,0,0,6,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,3,0,1,0,5,0,1,3,22,0,0,0,9,0,0,0,1,0,0,0,1,0,0,0,9,0
contig_19907_2,172,1,0,6,0,0,0,2,0,4,0,52,0,3,0,1,1,0,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,3,0,0,0,6,0,0,0,3,0,1,0,6,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,3,0,1,0,4,1,7,0,19,0,1,1,6,0,0,0,1,0,1,0,0,0,2,0,7,0
contig_19907_2,178,0,0,6,0,0,0,2,0,0,0,55,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,6,0,0,0,3,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,8,0,0,0,28,0,0,2,7,0,0,2,1,0,0,1,1,0,0,0,9,0
contig_19907_2,193,3,0,2,0,2,0,0,0,47,4,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,0,0,6,0,0,0,22,4,0,0,9,0,0,0,2,0,0,0,3,0,0,0,4,2,0,0
contig_19907_2,199,0,2,0,3,0,0,0,2,0,0,0,54,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,3,0,1,0,5,0,0,0,24,0,0,0,9,0,0,0,2,0,0,0,3,0,0,0,6
contig_19907_2,205,0,6,0,0,0,2,0,0,2,47,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,3,0,0,0,5,0,1,1,22,0,0,0,9,0,0,0,2,0,0,0,2,0,0,0,5,0,0
contig_19907_2,214,0,1,0,4,0,0,0,4,0,3,0,44,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,1,0,8,0,3,0,22,0,0,0,8,0,0,0,2,0,0,0,2,0,2,0,4
contig_19907_2,217,0,0,4,0,0,0,6,0,0,3,44,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,3,0,0,1,8,0,0,5,20,0,0,1,7,0,0,0,2,0,0,0,2,0,0,2,4,0
contig_19907_2,235,3,0,3,0,4,0,1,0,42,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,2,0,5,0,2,0,7,0,1,0,18,0,3,0,7,0,1,0,6,0,0,0,2,0,0,0,6,0,1,0
