,Position,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
contig_19308_8,206,0.132,0.0,0.0,0.868,1.0,0.0,0.0,0.0,0.916,0.0,0.0,0.084,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.692,0.016,0.02,0.272
contig_19308_8,211,0.016,0.016,0.936,0.032,0.0,0.0,1.0,0.0,0.004,0.0,0.124,0.872,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.02,0.028,0.78,0.172
contig_19308_8,213,0.64,0.136,0.196,0.028,0.0,1.0,0.0,0.0,0.104,0.0,0.752,0.144,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.004,0.0,0.128,0.868
contig_19308_8,216,0.008,0.024,0.004,0.964,0.0,0.964,0.0,0.036,0.0,0.004,0.0,0.996,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.064,0.196,0.08,0.66
contig_19308_8,219,0.508,0.016,0.38,0.096,0.0,0.984,0.0,0.016,0.008,0.012,0.96,0.02,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.024,0.024,0.068,0.884
contig_19308_8,222,0.004,0.16,0.004,0.832,0.0,1.0,0.0,0.0,0.0,0.632,0.0,0.368,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.012,0.132,0.004,0.852
contig_19308_8,225,0.012,0.74,0.176,0.072,0.0,0.016,0.98,0.004,0.0,0.3,0.532,0.168,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.012,0.26,0.296,0.432
contig_19308_8,228,0.04,0.124,0.816,0.02,0.132,0.356,0.508,0.004,0.948,0.0,0.052,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.244,0.364,0.38,0.012
contig_19308_8,234,0.0,0.06,0.004,0.936,0.008,0.772,0.016,0.204,0.0,0.904,0.008,0.088,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.044,0.54,0.048,0.368
contig_19308_8,252,0.0,0.452,0.0,0.548,0.0,0.0,0.0,1.0,0.0,0.784,0.0,0.216,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.152,0.0,0.848
contig_19308_8,255,0.524,0.0,0.476,0.0,1.0,0.0,0.0,0.0,0.564,0.0,0.436,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.88,0.0,0.12,0.0
contig_19308_8,270,0.004,0.008,0.0,0.988,0.0,1.0,0.0,0.0,0.996,0.004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16,0.664,0.088,0.088
contig_19308_8,275,0.0,0.988,0.012,0.0,0.0,0.0,1.0,0.0,0.004,0.932,0.06,0.004,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.068,0.252,0.6,0.08
contig_19308_8,294,0.016,0.696,0.272,0.016,0.004,0.148,0.768,0.08,0.0,0.06,0.528,0.412,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.012,0.18,0.252,0.556
contig_19308_8,297,0.956,0.024,0.0,0.02,0.028,0.072,0.132,0.768,0.0,0.048,0.152,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.024,0.204,0.712,0.06
contig_19308_8,300,0.016,0.024,0.94,0.02,0.612,0.144,0.072,0.172,0.872,0.084,0.04,0.004,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.056,0.78,0.024,0.14
contig_19308_8,303,0.004,0.512,0.476,0.008,0.0,0.1,0.9,0.0,0.0,0.348,0.652,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.036,0.628,0.304,0.032
contig_19308_8,309,0.012,0.792,0.008,0.188,0.0,0.976,0.004,0.02,0.0,0.092,0.0,0.908,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_19308_8,327,0.008,0.908,0.008,0.076,0.0,0.0,0.0,1.0,0.0,0.932,0.0,0.068,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.004,0.084,0.0,0.912
contig_19308_8,340,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.976,0.004,0.016,0.004
contig_19308_8,342,0.016,0.004,0.98,0.0,0.004,0.0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.016,0.008,0.972,0.004
contig_19308_8,348,0.004,0.948,0.008,0.04,0.0,0.976,0.008,0.016,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_19308_8,351,0.436,0.04,0.0,0.524,0.04,0.96,0.0,0.0,0.124,0.024,0.0,0.852,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.052,0.0,0.0,0.948
contig_19308_8,355,0.452,0.0,0.0,0.548,1.0,0.0,0.0,0.0,0.932,0.0,0.0,0.068,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.612,0.0,0.0,0.388
contig_19308_8,360,0.012,0.964,0.0,0.024,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_19308_8,363,0.0,0.884,0.004,0.112,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.716,0.0,0.284,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.7
contig_19308_8,375,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.976,0.0,0.02,0.004
contig_19308_8,378,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.984,0.0,0.016,0.0,1.0,0.0,0.0,0.0,0.016,0.0,0.984,0.0
contig_19308_8,393,0.0,0.924,0.008,0.068,0.0,0.992,0.008,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.136,0.816,0.048
contig_19308_8,396,0.944,0.056,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_19308_8,405,0.968,0.0,0.032,0.0,0.016,0.0,0.984,0.0,0.26,0.0,0.74,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.596,0.0,0.404,0.0
contig_19308_8,411,0.02,0.416,0.548,0.016,0.004,0.996,0.0,0.0,0.0,0.38,0.62,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.188,0.484,0.172,0.156
contig_19308_8,417,0.008,0.0,0.992,0.0,1.0,0.0,0.0,0.0,0.96,0.0,0.04,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.052,0.012,0.936,0.0
contig_19308_8,423,0.0,0.0,1.0,0.0,0.0,0.996,0.0,0.004,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02,0.004,0.976
contig_19308_8,429,0.008,0.108,0.004,0.88,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.012,0.04,0.0,0.948
contig_19308_8,430,0.0,0.996,0.0,0.004,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.008,0.804,0.004,0.184
contig_19308_8,435,0.004,0.908,0.004,0.084,0.0,1.0,0.0,0.0,0.0,0.004,0.0,0.996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.828,0.012,0.16
contig_19308_8,438,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_19308_8,440,0.988,0.0,0.0,0.012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.012,0.0,0.0,0.988
contig_19308_8,441,0.996,0.0,0.004,0.0,0.0,0.0,1.0,0.0,0.028,0.0,0.972,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_19308_8,444,0.0,0.996,0.004,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_19308_8,451,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.948,0.052,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.148,0.852,0.0,0.0
contig_19308_8,453,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.004,0.976,0.016,0.004
contig_19308_8,459,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_19308_8,462,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_19308_8,465,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.008,0.396,0.012,0.584
contig_19308_8,468,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.068,0.072,0.008,0.852
contig_19308_8,469,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.916,0.0,0.084,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.004,0.112,0.012,0.872
contig_19308_8,471,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.004,0.02,0.976,0.0
contig_19308_8,474,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.008,0.0,0.992,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.012,0.924,0.004,0.06
contig_19308_8,477,0.0,0.996,0.004,0.0,0.0,0.988,0.0,0.012,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.008,0.008,0.984
contig_19308_8,480,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.96,0.0,0.04
contig_19308_8,483,1.0,0.0,0.0,0.0,0.932,0.0,0.068,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.072,0.0,0.928,0.0
contig_19308_8,489,0.296,0.0,0.0,0.704,0.0,0.0,0.824,0.176,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.264,0.0,0.172,0.564
contig_19308_8,504,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_19308_8,513,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.992,0.0,0.008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_19308_8,516,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_19308_8,519,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_19308_8,522,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_19308_8,523,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.996,0.0,0.004
contig_19308_8,525,0.0,0.936,0.004,0.06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
contig_19308_8,528,0.012,0.884,0.0,0.104,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.38,0.588,0.0,0.032
contig_19308_8,531,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_19308_8,532,0.004,0.008,0.0,0.988,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.996,0.0,0.004
contig_19308_8,534,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_19308_8,537,0.0,0.936,0.064,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.292,0.708,0.0
contig_19308_8,540,0.0,0.988,0.012,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_19308_8,543,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_19308_8,546,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_19308_8,555,0.0,0.92,0.076,0.004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_19308_8,556,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_19308_8,558,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.996,0.0,0.004,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_19308_8,559,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_19308_8,561,0.004,0.6,0.396,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_19308_8,564,0.996,0.0,0.004,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_19308_8,567,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_19308_8,568,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_19308_8,570,0.992,0.0,0.008,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.988,0.0,0.012,0.0
contig_19308_8,573,0.0,0.008,0.0,0.992,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_19308_8,576,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_19308_8,583,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_19308_8,585,0.0,0.604,0.0,0.396,0.0,1.0,0.0,0.0,0.0,0.392,0.0,0.608,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_19308_8,588,0.0,0.012,0.0,0.988,0.0,0.0,0.0,1.0,0.0,0.996,0.0,0.004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_19308_8,591,0.0,0.028,0.008,0.964,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_19308_8,594,0.676,0.324,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.004,0.996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_19308_8,600,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_19308_8,606,0.036,0.052,0.512,0.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_19308_8,612,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_19308_8,615,0.0,0.852,0.14,0.008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.984,0.0,0.016
contig_19308_8,618,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_19308_8,621,0.0,0.936,0.004,0.06,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_19308_8,622,0.0,0.684,0.0,0.316,0.0,0.0,0.0,1.0,0.0,0.452,0.0,0.548,0.0,0.056,0.0,0.944,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_19308_8,627,0.164,0.008,0.0,0.828,0.0,1.0,0.0,0.0,0.084,0.004,0.0,0.912,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_19308_8,630,0.004,0.988,0.0,0.008,0.0,1.0,0.0,0.0,0.0,0.012,0.0,0.988,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.924,0.0,0.076
contig_19308_8,672,0.232,0.744,0.016,0.008,0.096,0.896,0.008,0.0,0.7,0.288,0.004,0.008,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.468,0.4,0.052,0.08
contig_19308_8,681,0.336,0.028,0.044,0.592,0.108,0.024,0.028,0.84,0.832,0.004,0.004,0.16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.388,0.096,0.068,0.448
contig_19308_8,738,0.568,0.208,0.104,0.12,0.596,0.168,0.14,0.096,0.056,0.932,0.004,0.008,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.308,0.368,0.136,0.188
contig_19308_8,741,0.14,0.568,0.156,0.136,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.008,0.984,0.004,0.004
contig_19308_8,744,0.088,0.284,0.08,0.548,0.0,0.0,0.0,1.0,0.0,0.004,0.004,0.992,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_19308_8,759,0.744,0.076,0.036,0.144,0.064,0.024,0.78,0.132,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.792,0.02,0.152,0.036
contig_19308_8,811,0.252,0.0,0.732,0.016,0.94,0.004,0.04,0.016,0.064,0.004,0.932,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.58,0.076,0.244,0.1
contig_19308_9,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.052,0.0,0.948,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.848,0.012,0.14
contig_19308_9,12,0.0,1.0,0.0,0.0,0.796,0.012,0.004,0.188,0.072,0.0,0.0,0.928,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.436,0.056,0.02,0.488
contig_19308_9,15,0.996,0.0,0.0,0.004,0.028,0.004,0.004,0.964,0.716,0.0,0.0,0.284,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.236,0.028,0.028,0.708
contig_19308_9,24,0.0,0.0,1.0,0.0,0.008,0.004,0.98,0.008,0.992,0.0,0.008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.676,0.016,0.276,0.032
contig_19308_9,30,0.0,1.0,0.0,0.0,0.004,0.024,0.0,0.972,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.064,0.352,0.044,0.54
contig_19308_9,39,0.0,1.0,0.0,0.0,0.964,0.02,0.004,0.012,0.976,0.024,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.504,0.428,0.04,0.028
contig_19308_9,42,0.0,0.0,1.0,0.0,0.984,0.004,0.008,0.004,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.76,0.068,0.116,0.056
contig_19308_9,57,0.0,0.156,0.004,0.84,0.0,0.008,0.008,0.984,0.0,0.696,0.0,0.304,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.044,0.46,0.024,0.472
contig_19308_9,67,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.312,0.688,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.52,0.4,0.04,0.04
contig_19308_9,84,0.184,0.052,0.1,0.664,0.0,0.0,0.0,1.0,0.152,0.008,0.272,0.568,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.096,0.12,0.684,0.1
contig_19308_9,87,0.0,0.98,0.008,0.012,0.0,0.544,0.0,0.456,0.0,0.932,0.0,0.068,0.0,0.396,0.0,0.604,0.0,1.0,0.0,0.0,0.016,0.54,0.012,0.432
contig_19308_9,93,0.004,0.992,0.0,0.004,0.0,0.984,0.0,0.016,0.0,0.64,0.0,0.36,0.0,0.36,0.0,0.64,0.0,1.0,0.0,0.0,0.02,0.548,0.016,0.416
contig_19308_9,99,0.0,0.016,0.0,0.984,0.004,0.14,0.004,0.852,0.0,0.424,0.0,0.576,0.0,0.6,0.0,0.4,0.0,0.0,0.0,1.0,0.044,0.408,0.036,0.512
contig_19308_9,100,0.0,0.224,0.004,0.772,0.004,0.836,0.0,0.16,0.0,0.468,0.0,0.532,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.036,0.572,0.012,0.38
contig_19308_9,105,0.004,0.004,0.992,0.0,0.012,0.0,0.984,0.004,0.924,0.0,0.076,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.184,0.076,0.672,0.068
contig_19308_9,111,0.0,0.544,0.456,0.0,0.0,0.428,0.476,0.096,0.0,0.36,0.0,0.64,0.0,0.648,0.0,0.352,0.0,1.0,0.0,0.0,0.032,0.3,0.176,0.492
contig_19308_9,120,0.008,0.148,0.012,0.832,0.024,0.412,0.008,0.556,0.0,0.96,0.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.044,0.488,0.044,0.424
contig_19308_9,123,0.004,0.912,0.0,0.084,0.0,0.112,0.0,0.888,0.0,0.012,0.0,0.988,0.0,0.976,0.0,0.024,0.0,1.0,0.0,0.0,0.032,0.408,0.024,0.536
contig_19308_9,126,0.012,0.764,0.212,0.012,0.008,0.58,0.4,0.012,0.0,0.004,0.996,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.044,0.436,0.508,0.012
contig_19308_9,132,0.008,0.928,0.056,0.008,0.68,0.092,0.224,0.004,0.972,0.024,0.004,0.0,0.028,0.972,0.0,0.0,0.0,1.0,0.0,0.0,0.26,0.164,0.564,0.012
contig_19308_9,135,0.0,0.36,0.016,0.624,0.016,0.696,0.004,0.284,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.028,0.524,0.024,0.424
contig_19308_9,138,0.012,0.008,0.976,0.004,0.676,0.004,0.316,0.004,0.996,0.0,0.004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.452,0.02,0.488,0.04
contig_19308_9,141,0.004,0.904,0.0,0.092,0.008,0.536,0.02,0.436,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.032,0.692,0.024,0.252
contig_19308_9,145,0.0,0.0,0.992,0.008,0.0,0.004,0.596,0.4,0.0,0.0,0.004,0.996,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.012,0.012,0.416,0.56
contig_19308_9,150,0.828,0.0,0.132,0.04,0.34,0.008,0.012,0.64,0.168,0.004,0.828,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.576,0.012,0.144,0.268
contig_19308_9,153,0.004,0.076,0.0,0.92,0.004,0.62,0.0,0.376,0.0,0.916,0.0,0.084,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.04,0.336,0.016,0.608
contig_19308_9,186,0.0,0.94,0.004,0.056,0.008,0.408,0.0,0.584,0.0,0.988,0.0,0.012,0.0,0.024,0.0,0.976,0.0,0.0,0.0,1.0,0.012,0.776,0.012,0.2
contig_19308_9,234,0.232,0.736,0.004,0.028,0.232,0.044,0.004,0.72,0.456,0.008,0.0,0.536,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.464,0.068,0.0,0.468
contig_19308_9,237,0.008,0.936,0.008,0.048,0.0,0.972,0.0,0.028,0.0,0.9,0.0,0.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.036,0.668,0.04,0.256
contig_19308_9,270,0.0,0.0,0.96,0.04,0.004,0.008,0.0,0.988,0.0,0.996,0.0,0.004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.028,0.088,0.188,0.696
