,Position,Fa13.BD.MLB.SN.MAG4-A,Fa13.BD.MLB.SN.MAG4-C,Fa13.BD.MLB.SN.MAG4-G,Fa13.BD.MLB.SN.MAG4-T,Su13.BD.MLB.DD.MAG4-A,Su13.BD.MLB.DD.MAG4-C,Su13.BD.MLB.DD.MAG4-G,Su13.BD.MLB.DD.MAG4-T,Su13.BD.MM15.SN.C.MAG4-A,Su13.BD.MM15.SN.C.MAG4-C,Su13.BD.MM15.SN.C.MAG4-G,Su13.BD.MM15.SN.C.MAG4-T,Sp13.BD.MM110.DD.MAG4-A,Sp13.BD.MM110.DD.MAG4-C,Sp13.BD.MM110.DD.MAG4-G,Sp13.BD.MM110.DD.MAG4-T,Fa13.BD.MM15.SD.MAG4-A,Fa13.BD.MM15.SD.MAG4-C,Fa13.BD.MM15.SD.MAG4-G,Fa13.BD.MM15.SD.MAG4-T,Su13.BD.MM110.DN.MAG4-A,Su13.BD.MM110.DN.MAG4-C,Su13.BD.MM110.DN.MAG4-G,Su13.BD.MM110.DN.MAG4-T,Fa13.BD.MM15.SN.MAG4-A,Fa13.BD.MM15.SN.MAG4-C,Fa13.BD.MM15.SN.MAG4-G,Fa13.BD.MM15.SN.MAG4-T,Su13.BD.MLB.SD.C.MAG4-A,Su13.BD.MLB.SD.C.MAG4-C,Su13.BD.MLB.SD.C.MAG4-G,Su13.BD.MLB.SD.C.MAG4-T,Fa13.BD.MM110.SD.MAG4-A,Fa13.BD.MM110.SD.MAG4-C,Fa13.BD.MM110.SD.MAG4-G,Fa13.BD.MM110.SD.MAG4-T,Sp13.BD.MM110.SN.MAG4-A,Sp13.BD.MM110.SN.MAG4-C,Sp13.BD.MM110.SN.MAG4-G,Sp13.BD.MM110.SN.MAG4-T,Su13.BD.MM110.DCMD.MAG4-A,Su13.BD.MM110.DCMD.MAG4-C,Su13.BD.MM110.DCMD.MAG4-G,Su13.BD.MM110.DCMD.MAG4-T,Su13.BD.MM15.DN.MAG4-A,Su13.BD.MM15.DN.MAG4-C,Su13.BD.MM15.DN.MAG4-G,Su13.BD.MM15.DN.MAG4-T,Fa13.BD.MM110.SN.MAG4-A,Fa13.BD.MM110.SN.MAG4-C,Fa13.BD.MM110.SN.MAG4-G,Fa13.BD.MM110.SN.MAG4-T,Sp13.BD.MM15.SN.MAG4-A,Sp13.BD.MM15.SN.MAG4-C,Sp13.BD.MM15.SN.MAG4-G,Sp13.BD.MM15.SN.MAG4-T,Fa13.BD.MM15.DN.MAG4-A,Fa13.BD.MM15.DN.MAG4-C,Fa13.BD.MM15.DN.MAG4-G,Fa13.BD.MM15.DN.MAG4-T,Sp13.BD.MM15.DD.A.MAG4-A,Sp13.BD.MM15.DD.A.MAG4-C,Sp13.BD.MM15.DD.A.MAG4-G,Sp13.BD.MM15.DD.A.MAG4-T,Sp13.BD.MM15.SD.MAG4-A,Sp13.BD.MM15.SD.MAG4-C,Sp13.BD.MM15.SD.MAG4-G,Sp13.BD.MM15.SD.MAG4-T,Su13.BD.MM110.SD.MAG4-A,Su13.BD.MM110.SD.MAG4-C,Su13.BD.MM110.SD.MAG4-G,Su13.BD.MM110.SD.MAG4-T,Fa13.BD.MM110.DN.MAG4-A,Fa13.BD.MM110.DN.MAG4-C,Fa13.BD.MM110.DN.MAG4-G,Fa13.BD.MM110.DN.MAG4-T,Sp13.BD.MLB.SN.MAG4-A,Sp13.BD.MLB.SN.MAG4-C,Sp13.BD.MLB.SN.MAG4-G,Sp13.BD.MLB.SN.MAG4-T,Su13.BD.MM15.SD.MAG4-A,Su13.BD.MM15.SD.MAG4-C,Su13.BD.MM15.SD.MAG4-G,Su13.BD.MM15.SD.MAG4-T,Su13.BD.MM110.SN.C.MAG4-A,Su13.BD.MM110.SN.C.MAG4-C,Su13.BD.MM110.SN.C.MAG4-G,Su13.BD.MM110.SN.C.MAG4-T,Sp13.BD.MM110.SD.MAG4-A,Sp13.BD.MM110.SD.MAG4-C,Sp13.BD.MM110.SD.MAG4-G,Sp13.BD.MM110.SD.MAG4-T,Fa13.BD.MLB.DN.MAG4-A,Fa13.BD.MLB.DN.MAG4-C,Fa13.BD.MLB.DN.MAG4-G,Fa13.BD.MLB.DN.MAG4-T
contig_18600_16,173,1,17,3,0,0,0,1,0,0,6,5,0,0,51,8,0,0,4,3,0,0,0,0,0,0,5,2,0,0,6,0,0,0,2,0,0,0,43,3,0,0,1,0,0,0,2,3,0,0,1,0,0,0,6,2,0,0,19,4,0,0,10,1,0,0,16,4,0,0,4,1,0,0,29,0,0,0,2,1,0,0,2,1,0,0,2,1,0,0,50,8,0,0,14,2,0
contig_18600_16,177,21,0,0,0,1,0,0,0,7,0,2,0,57,0,4,0,4,0,3,0,0,0,0,0,5,0,2,0,6,0,0,0,2,0,0,0,44,0,3,0,1,0,0,0,2,0,3,0,1,0,0,0,8,0,0,0,20,0,3,0,10,0,1,0,18,0,4,0,4,0,1,0,29,0,0,0,3,0,1,0,2,0,1,0,2,0,1,0,55,0,5,0,18,0,2,0
contig_18600_16,180,0,2,0,19,0,0,0,1,0,0,0,10,0,13,0,47,0,2,0,5,0,0,0,0,0,1,0,6,0,0,0,6,0,0,0,2,0,6,0,41,0,0,0,1,0,0,0,5,0,0,0,1,0,1,0,7,0,8,0,16,0,4,0,7,0,11,0,11,0,4,0,1,0,11,0,18,0,2,0,2,0,1,0,2,0,2,0,1,0,16,0,42,0,2,0,17
contig_18600_16,181,0,0,21,0,0,0,1,0,0,0,10,0,0,0,55,5,0,0,6,1,0,0,0,0,0,0,7,0,0,0,6,0,0,0,2,0,0,0,47,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,7,1,0,0,20,5,0,0,9,2,0,0,17,5,0,0,1,4,0,0,28,1,0,0,3,1,0,0,2,1,0,0,1,2,0,0,52,8,0,0,19,0
contig_18600_16,183,0,18,0,2,0,0,0,1,0,10,0,0,0,44,0,15,0,5,0,2,0,0,0,0,0,7,0,1,0,4,0,2,0,2,0,0,0,40,0,6,0,1,0,0,0,5,0,0,0,1,0,0,0,5,0,3,0,16,0,9,0,7,1,3,0,11,0,11,0,1,0,4,0,19,0,11,0,3,0,1,0,2,0,1,0,1,0,2,0,46,0,15,1,17,0,1
contig_18600_16,186,0,3,0,17,0,1,0,0,0,2,0,8,0,7,0,52,0,1,0,7,0,0,0,0,0,0,0,8,0,2,0,4,0,0,0,2,0,0,0,47,0,0,0,1,0,0,0,5,0,0,0,1,0,1,0,6,0,5,0,20,0,3,0,8,0,5,0,17,0,4,0,1,0,1,0,27,0,1,0,3,0,2,0,1,0,2,0,1,0,8,0,54,0,1,0,18
contig_18600_16,192,20,0,0,1,3,0,0,0,7,0,0,0,53,1,5,0,6,0,1,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,46,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,4,0,3,0,20,0,5,0,9,0,2,0,17,0,5,0,1,0,4,0,25,0,1,0,3,0,1,0,2,0,1,0,1,0,2,0,54,0,9,0,15,0,0,0
contig_18600_16,195,0,18,0,2,0,2,0,0,0,2,0,5,0,43,0,12,0,4,0,3,0,0,0,0,0,6,0,1,0,4,0,2,0,0,0,0,0,41,0,5,0,0,0,0,0,2,0,3,0,1,0,0,3,7,0,1,0,17,0,9,0,8,0,5,0,12,1,10,0,0,0,5,0,25,0,1,1,2,1,0,0,1,0,2,0,0,0,3,0,41,0,21,0,10,0,3
contig_18600_16,198,0,7,1,12,0,0,0,2,0,2,5,0,0,4,21,33,0,0,5,3,0,0,0,0,0,0,1,6,0,5,0,2,0,0,0,0,0,0,11,36,0,0,0,0,0,0,5,2,0,0,0,1,0,0,4,7,0,3,15,10,0,3,5,6,1,0,14,9,0,0,6,0,0,0,11,15,0,1,3,0,0,1,2,0,0,0,3,0,0,0,26,35,0,2,4,7
contig_18600_16,201,0,18,2,0,0,3,0,0,0,10,1,0,0,64,3,0,0,8,0,0,0,1,0,0,0,11,0,0,0,7,0,0,0,4,0,0,0,50,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,14,0,0,0,30,1,0,0,15,0,0,0,26,0,0,0,19,0,0,0,28,0,0,0,8,0,0,0,6,0,0,0,8,0,0,0,71,4,0,0,11,2,0
contig_18600_16,207,8,0,12,0,1,0,2,0,7,0,5,0,20,0,51,0,3,0,5,0,0,0,1,0,3,0,10,0,5,0,2,0,0,0,6,0,10,0,35,0,0,0,0,0,5,0,7,0,0,0,1,0,2,0,12,0,11,0,22,0,5,0,12,0,11,0,15,0,1,0,23,0,7,0,27,0,3,0,5,0,3,0,4,0,1,0,7,0,23,0,54,0,5,0,8,0
contig_18600_16,210,0,17,2,1,0,1,0,0,1,6,5,0,3,46,19,4,0,5,2,1,0,0,1,0,0,9,4,0,0,4,0,1,0,0,6,0,0,37,4,5,0,0,0,0,0,6,5,1,0,1,0,0,0,8,5,1,1,19,10,3,0,14,4,1,0,17,10,0,0,2,24,0,0,31,3,0,0,4,4,0,0,3,5,0,0,1,7,0,4,51,23,3,0,12,1,0
contig_18600_16,213,0,19,0,0,0,2,0,0,0,12,0,0,0,73,0,0,0,7,0,0,0,1,0,0,0,13,0,0,0,5,0,0,0,6,0,0,1,49,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,15,0,0,0,34,0,0,0,19,0,0,0,27,0,0,0,28,0,0,0,34,0,0,2,6,0,0,0,8,0,0,0,8,0,0,0,81,1,0,1,12,1,0
contig_18600_16,216,2,0,19,0,0,0,2,0,8,0,4,0,26,0,46,0,4,0,3,0,1,0,0,0,5,0,8,0,0,0,5,0,6,0,0,0,6,0,44,0,0,0,0,0,10,0,2,0,0,0,1,0,5,0,8,0,15,0,20,0,5,0,12,0,14,0,13,0,27,0,1,0,3,0,29,0,4,0,4,0,7,0,1,0,8,0,0,0,37,0,48,0,2,0,8,0
contig_18600_16,219,0,19,2,0,0,2,0,0,0,9,1,3,0,64,3,4,0,5,0,1,0,1,0,0,0,12,0,1,0,6,0,0,0,8,0,0,0,50,0,3,0,0,0,0,0,7,0,5,0,1,0,0,0,11,3,0,0,31,1,3,0,15,0,1,1,20,0,4,0,30,0,1,0,32,0,0,0,7,0,1,0,6,0,2,0,8,0,1,0,73,4,10,0,7,2,2
contig_18600_16,225,0,18,0,0,0,3,0,0,0,13,0,0,0,70,0,3,0,6,0,0,0,1,0,0,0,11,0,0,0,8,1,0,0,8,0,0,0,53,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,13,0,0,0,34,0,1,0,16,0,0,0,23,0,0,0,31,0,0,1,29,0,0,0,5,0,2,0,9,0,0,0,9,0,0,0,85,0,4,0,11,0,1
contig_18600_16,231,0,17,0,0,0,4,0,0,0,13,0,0,0,73,0,0,0,6,0,0,0,1,0,0,0,8,0,0,0,8,0,1,0,6,0,2,0,52,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,14,0,0,0,33,0,0,0,15,0,0,0,23,0,0,0,29,0,2,0,25,0,0,0,7,0,0,0,9,0,0,0,9,0,0,0,90,0,0,0,12,0,0
contig_18600_16,234,18,0,0,0,5,0,0,0,14,0,0,0,74,0,0,0,6,0,0,0,1,0,0,0,8,0,0,0,8,0,1,0,8,0,0,0,50,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,12,0,3,0,33,0,0,0,15,0,0,0,23,0,0,0,31,0,0,0,25,0,0,0,7,0,0,0,9,0,0,0,9,0,0,0,89,0,0,0,11,0,1,0
contig_18600_16,243,17,0,0,0,5,0,0,0,13,0,0,0,67,0,0,0,5,0,0,0,1,0,0,0,8,0,0,0,12,0,1,0,8,0,0,0,47,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,11,0,3,0,34,0,0,0,14,0,0,0,21,0,2,0,31,0,0,0,23,0,0,0,5,0,1,0,9,0,0,0,9,0,0,0,87,0,0,0,12,0,1,0
contig_18600_16,244,0,17,0,0,0,5,0,0,0,13,0,0,0,66,1,0,0,5,0,0,0,1,0,0,0,8,0,0,0,13,0,0,0,6,2,0,0,48,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,14,0,0,0,34,0,0,0,14,0,0,0,23,0,0,0,29,2,0,0,23,0,0,0,6,0,0,0,9,0,0,0,9,0,0,0,85,0,0,0,17,0,0
contig_18600_16,246,3,0,15,0,2,0,3,0,3,0,10,0,1,0,67,0,0,0,5,0,0,0,1,0,0,0,8,0,5,0,8,0,0,0,6,2,0,0,46,0,0,0,0,0,0,0,15,0,0,0,1,0,2,0,12,0,5,0,28,0,4,0,10,0,0,0,23,0,0,0,29,2,0,0,23,0,2,0,4,0,2,0,7,0,0,0,9,0,0,0,86,0,0,0,17,0
contig_18600_16,247,0,19,0,0,0,5,0,0,0,13,0,0,0,68,0,0,0,5,0,0,0,1,0,0,0,8,0,0,0,13,0,0,0,6,0,2,0,46,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,14,0,0,0,32,0,1,0,14,0,0,0,23,0,0,0,29,0,2,0,23,0,0,0,6,0,0,0,9,0,0,0,9,0,0,0,86,0,0,0,17,0,0
contig_18600_16,248,18,0,0,0,5,0,0,0,13,0,0,0,68,0,0,0,5,0,0,0,1,0,0,0,8,0,0,0,13,0,0,0,6,0,0,2,46,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,14,0,0,0,32,0,0,0,14,0,0,0,24,0,0,0,28,1,0,2,23,0,0,0,6,0,0,0,9,0,0,0,9,0,0,0,86,0,0,0,17,0,0,0
contig_18600_16,249,3,0,15,0,2,0,3,0,7,0,6,0,22,0,46,0,2,0,3,0,1,0,0,0,4,0,4,0,5,0,8,0,6,0,2,0,5,0,41,0,0,0,0,0,6,0,9,0,0,0,1,0,4,1,9,0,15,0,16,0,7,0,7,0,10,0,14,0,28,0,5,0,3,0,19,0,5,0,1,0,7,0,2,0,8,0,1,0,24,0,62,0,0,0,17,0
contig_18600_16,252,0,19,0,0,0,5,0,0,0,12,0,1,0,63,0,4,0,5,0,0,0,1,0,0,0,8,0,0,0,11,2,0,0,8,0,0,0,47,0,3,0,0,0,0,0,15,0,0,0,0,0,1,0,13,0,0,0,29,0,2,0,13,0,1,0,23,0,1,0,33,0,0,0,17,0,5,0,6,0,0,0,9,0,0,0,9,0,0,0,83,0,5,0,17,0,0
contig_18600_16,255,0,16,0,3,0,4,0,1,0,10,0,3,0,61,0,7,0,3,0,2,0,1,0,0,0,5,0,2,0,7,0,6,0,4,0,4,0,52,0,1,0,0,0,0,0,12,0,3,0,1,0,0,0,11,0,1,0,20,0,6,0,8,0,5,0,21,0,4,0,30,0,2,0,23,0,0,0,4,0,2,0,7,0,1,0,5,0,4,0,80,0,7,0,11,0,5
contig_18600_16,267,0,15,0,3,0,6,0,1,0,7,0,5,0,43,0,22,0,2,0,2,0,0,0,1,0,3,0,4,0,4,0,3,0,2,0,6,0,46,0,7,0,0,0,0,0,4,0,11,0,0,0,0,0,6,0,6,0,15,0,10,0,8,0,4,0,14,0,9,0,4,0,25,0,17,0,3,0,3,0,2,0,1,0,6,0,1,0,7,0,65,0,25,0,9,0,5
contig_18600_16,270,2,1,0,15,2,0,0,5,5,0,0,7,4,0,3,59,1,0,0,3,0,0,0,1,0,0,0,7,4,0,0,3,0,0,0,6,6,0,0,47,0,0,0,1,5,0,0,9,0,0,0,0,3,2,0,7,5,0,0,20,2,0,1,9,3,1,0,19,4,0,0,18,0,0,0,22,3,0,0,2,2,0,0,4,1,0,0,7,11,0,0,80,1,1,0,11
contig_18600_16,279,0,0,0,18,0,0,0,7,0,6,0,5,0,16,0,50,0,1,0,5,0,1,0,0,0,4,0,3,0,0,0,7,0,6,0,0,0,5,0,48,0,0,0,1,0,6,0,8,0,0,0,0,0,3,0,8,0,5,0,17,0,2,0,9,0,7,0,13,0,12,0,4,0,2,0,21,0,1,0,4,0,3,0,2,0,4,0,1,0,20,0,67,0,0,0,11
contig_18600_16,280,0,0,19,0,0,0,5,0,2,0,9,0,4,0,62,0,1,0,5,0,0,0,1,0,0,0,9,0,0,0,7,0,0,0,6,0,6,0,47,0,0,0,1,0,5,0,9,0,0,0,0,0,2,0,10,0,2,0,21,0,0,0,11,0,2,0,18,0,4,0,12,0,0,0,26,0,1,0,4,0,1,0,4,0,1,0,4,0,11,0,74,0,1,0,10,0
contig_18600_16,282,0,0,18,1,0,0,5,0,0,2,8,1,0,4,56,1,0,1,5,0,0,0,1,0,0,0,9,0,0,0,7,0,0,0,6,0,0,6,45,2,0,0,1,0,0,5,9,0,0,0,0,0,0,2,9,0,0,2,21,0,0,0,11,0,0,2,18,0,0,4,12,0,0,0,26,0,0,0,4,1,0,1,3,1,0,1,4,0,0,11,73,0,0,1,10,0
contig_18600_16,285,0,17,0,1,0,5,0,0,0,10,0,1,0,50,0,8,0,6,0,0,0,0,0,1,0,8,0,2,0,8,0,0,0,2,0,4,0,51,0,3,0,1,0,0,0,11,0,3,0,0,0,0,0,9,0,2,0,22,0,2,0,9,0,2,0,16,1,4,0,7,0,10,0,26,0,2,0,4,0,2,0,3,0,2,0,1,0,4,0,71,0,13,0,11,0,0
contig_18600_16,291,0,21,0,0,0,5,0,0,0,3,0,8,0,43,0,17,0,3,0,1,0,0,0,1,0,5,0,5,0,7,0,0,0,0,0,6,0,47,0,11,0,1,0,0,0,3,0,8,0,0,0,0,0,9,0,3,0,12,0,7,0,8,0,2,0,10,0,6,0,0,0,15,0,18,0,2,0,3,0,4,0,1,0,3,0,0,0,4,0,56,0,29,0,11,0,0
contig_18600_16,297,0,3,0,17,0,3,0,2,0,7,0,4,0,16,0,40,0,1,0,3,0,1,0,0,0,3,0,5,0,7,0,0,0,4,0,0,0,14,0,45,0,0,0,1,0,5,0,4,0,1,0,2,0,6,0,6,0,7,0,11,0,5,0,3,0,6,0,12,0,13,0,0,0,2,0,21,0,6,0,1,0,3,0,1,0,4,0,2,0,28,0,55,0,2,0,9
contig_18600_16,298,0,17,0,3,0,2,0,3,0,11,0,0,0,54,0,1,0,4,0,0,0,1,0,0,0,8,0,0,0,1,0,6,0,4,0,0,0,59,0,0,0,1,0,0,0,7,0,0,0,3,0,0,0,10,0,3,0,17,0,1,0,5,0,3,0,18,0,0,0,13,0,0,0,23,0,0,0,6,0,2,0,4,0,0,0,6,0,0,0,84,0,0,0,9,0,2
contig_18600_16,300,1,15,2,0,2,2,1,0,0,9,0,1,0,54,1,0,0,4,0,0,0,1,0,0,0,8,0,0,2,2,4,0,0,4,0,0,0,55,3,0,0,1,0,0,0,7,0,0,0,3,0,0,2,10,1,0,0,17,1,0,1,4,2,0,0,18,0,0,0,13,0,0,0,23,0,0,2,6,0,0,0,4,0,0,0,6,0,0,0,86,0,0,0,9,2,0
contig_18600_16,303,0,1,0,16,0,2,0,3,0,6,0,3,0,12,0,39,0,1,0,3,0,1,0,0,0,3,0,6,0,5,0,3,0,4,0,0,0,11,0,46,0,0,0,1,0,3,0,3,0,1,0,2,0,5,0,8,0,6,0,12,0,3,0,4,0,6,0,13,0,13,0,0,0,2,0,21,0,5,0,4,0,3,0,1,0,4,0,2,0,28,0,59,0,0,0,11
contig_18600_16,306,0,1,0,16,0,2,0,3,0,1,0,8,0,0,0,48,0,0,0,4,0,0,0,1,0,0,0,10,0,2,0,6,0,0,0,5,0,0,0,55,0,0,0,1,0,0,0,6,0,0,0,3,0,2,0,11,0,0,0,18,0,1,0,6,0,0,0,19,0,0,0,11,0,0,0,25,0,2,0,7,0,0,0,4,0,0,0,5,0,0,0,85,0,0,0,12
contig_18600_16,312,0,15,0,0,0,5,0,0,0,9,0,0,0,44,0,2,0,4,0,0,0,1,0,0,0,10,0,0,0,8,0,0,0,1,0,2,0,55,0,0,0,1,0,0,0,6,0,0,0,3,0,0,0,12,0,1,0,16,0,2,0,7,0,0,0,18,0,3,0,12,0,0,0,26,0,0,0,6,2,0,0,5,0,0,0,3,0,0,0,86,0,3,0,13,0,0
contig_18600_16,321,0,3,0,13,0,3,0,2,0,1,0,7,0,1,0,33,0,0,0,1,0,0,0,0,0,0,0,8,0,6,0,2,0,0,0,1,0,4,0,51,0,0,0,1,0,0,0,7,0,0,0,1,0,4,0,8,0,2,0,13,0,4,0,2,0,1,0,15,0,0,0,3,0,2,0,26,0,5,0,2,0,0,0,3,0,0,0,0,1,2,0,74,0,2,0,8
contig_18600_16,322,0,14,0,2,0,4,0,1,0,4,0,4,0,29,0,4,0,1,0,0,0,0,0,0,0,7,0,1,0,5,0,3,0,1,0,0,0,45,0,9,0,1,0,0,0,5,0,2,0,0,0,1,0,9,0,3,0,11,0,1,0,4,0,2,0,12,0,3,0,0,0,3,0,26,0,0,0,5,0,2,0,2,0,1,0,0,0,0,0,64,0,13,0,8,0,2
contig_18600_16,327,0,3,13,0,0,3,2,0,0,4,4,0,0,4,31,0,0,0,1,0,0,0,0,0,0,1,8,0,0,6,2,0,0,0,1,0,0,8,44,0,0,0,1,0,0,2,5,0,0,1,4,0,0,5,7,0,0,2,10,0,0,4,2,0,0,3,13,0,0,3,0,0,0,0,25,0,0,1,3,1,0,1,2,0,0,0,0,0,0,13,59,1,0,2,8,0
contig_18600_16,330,0,13,0,3,0,2,0,3,0,4,1,2,0,31,0,4,0,3,0,2,0,0,0,0,0,8,0,1,0,2,0,6,0,1,0,0,0,44,0,8,0,1,0,0,0,5,0,2,0,4,0,1,0,6,0,6,0,10,0,2,0,2,0,4,0,13,0,3,0,0,0,3,0,22,0,0,0,2,0,3,0,2,0,1,0,0,0,0,0,65,0,11,0,8,0,2
contig_18600_16,333,13,0,3,0,2,0,3,0,3,0,2,1,33,0,4,1,3,0,4,0,0,0,0,0,7,0,1,0,0,0,8,0,1,0,0,0,44,0,8,1,1,0,0,0,5,0,2,0,4,0,1,0,6,0,5,1,10,0,2,0,2,0,4,0,14,0,3,0,0,0,3,0,23,0,0,0,0,0,2,3,2,0,1,0,0,0,0,0,62,0,13,0,14,0,2,0
contig_18600_16,345,0,17,0,0,0,5,0,0,0,5,0,0,0,35,0,3,0,4,0,2,0,0,0,0,0,9,0,0,0,7,0,0,0,1,0,0,0,49,0,1,0,1,0,0,0,7,0,0,0,1,0,0,0,14,0,0,0,14,0,1,0,8,0,0,0,17,0,0,0,4,0,0,0,24,0,0,0,4,0,3,0,3,0,0,0,0,0,0,0,67,0,3,0,17,0,0
contig_18600_16,351,0,0,0,17,0,0,0,4,0,0,0,5,0,2,0,35,0,2,0,4,0,0,0,0,0,2,0,12,0,0,0,5,0,0,0,1,0,2,0,49,0,0,0,1,0,0,0,7,0,0,0,3,0,0,0,14,0,0,0,20,0,0,0,7,0,0,0,17,0,0,0,4,0,1,0,24,0,2,0,7,0,0,0,3,0,0,0,0,0,0,0,71,0,0,0,19
contig_18600_16,354,0,15,0,1,0,2,0,0,0,5,0,0,3,35,0,0,0,6,0,0,0,0,0,0,3,11,0,0,0,0,0,2,0,1,0,0,5,44,1,0,0,1,0,0,2,5,0,0,3,0,0,0,1,8,0,2,3,17,0,1,0,3,0,2,5,12,0,0,4,0,0,0,0,24,0,0,2,6,0,1,0,2,0,0,0,0,0,0,8,66,0,0,0,17,0,0
contig_18600_16,357,0,15,0,1,0,2,0,0,0,5,0,0,2,32,0,4,0,4,0,0,0,0,0,0,0,11,0,3,0,0,0,2,0,1,0,0,3,42,0,6,0,1,0,0,1,4,0,2,0,0,0,3,0,8,0,1,1,14,0,6,0,4,0,2,0,13,0,4,0,0,0,4,0,23,1,0,1,6,0,3,0,2,0,0,0,0,0,0,4,56,0,11,0,11,0,2
contig_18600_16,360,0,1,14,0,0,0,2,0,0,1,3,1,0,0,35,3,0,0,4,0,0,0,0,0,0,0,9,3,0,2,0,0,0,0,1,0,0,1,44,5,0,0,1,0,0,0,5,2,0,0,1,3,0,1,7,1,0,2,16,3,0,2,4,0,0,0,14,5,0,0,0,4,0,0,24,0,0,2,6,2,0,0,2,0,0,0,0,0,0,1,63,8,0,0,10,0
contig_18600_16,363,0,15,0,0,0,1,0,0,2,0,3,0,0,21,15,0,0,4,0,0,0,0,0,0,0,4,8,0,0,2,0,0,0,0,1,0,0,32,17,0,0,0,3,0,0,4,4,0,0,0,4,0,0,6,5,0,0,9,12,2,0,2,5,0,0,10,8,0,0,0,4,0,0,10,14,0,0,5,5,0,0,0,2,0,0,0,4,0,0,30,42,0,0,9,0,0
contig_18600_16,366,0,1,0,12,0,0,0,1,0,1,0,9,0,0,0,54,0,0,0,4,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,5,0,1,0,61,0,0,0,5,0,0,0,16,0,0,0,4,0,1,0,12,0,1,0,34,0,2,0,9,0,0,0,24,0,0,0,4,0,1,0,23,0,3,0,7,0,0,0,2,0,0,0,4,0,0,0,83,0,0,0,9
contig_18600_16,369,0,12,0,1,0,1,0,0,0,10,0,0,0,55,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,6,0,2,0,5,0,0,0,59,0,1,0,5,0,0,0,16,0,0,0,4,0,0,0,10,0,2,0,32,0,2,0,12,0,2,0,25,0,0,0,6,0,0,0,24,0,0,0,8,0,0,0,2,0,0,0,4,0,0,0,81,0,0,0,9,0,0
contig_18600_16,372,0,0,0,15,0,0,0,2,0,0,0,9,0,5,1,47,0,4,0,0,0,0,0,0,0,4,0,9,0,1,0,9,0,0,0,5,0,3,1,58,0,0,0,5,0,0,0,15,0,0,0,4,0,0,0,11,1,3,0,30,1,1,0,12,0,1,0,26,0,0,0,6,0,1,0,24,0,3,0,5,0,0,0,2,0,0,0,4,0,3,1,76,0,0,0,9
contig_18600_16,375,0,14,0,1,0,2,0,0,1,8,1,0,0,54,0,0,0,4,0,0,0,0,0,0,0,13,0,0,0,9,0,2,0,5,0,0,1,63,0,0,0,5,0,0,0,15,0,0,0,4,0,0,0,9,0,1,0,34,0,1,0,16,0,0,0,28,0,0,0,6,0,0,0,27,0,0,0,6,0,2,0,2,0,0,0,5,0,0,0,79,0,1,0,9,0,0
contig_18600_16,393,0,11,0,1,0,0,0,1,0,3,0,2,0,43,0,1,0,7,0,0,0,0,0,0,0,14,0,0,0,1,0,2,0,3,0,0,0,57,1,0,0,1,0,0,0,6,0,0,0,4,0,0,0,5,0,1,0,22,0,3,0,9,0,2,1,24,0,0,0,5,0,0,0,25,1,0,0,6,0,2,0,2,0,0,0,1,0,0,0,65,0,1,0,8,0,0
contig_18600_16,396,0,0,12,0,0,0,1,0,1,0,3,0,5,0,37,1,2,0,5,0,0,0,0,0,2,0,12,0,1,0,2,0,0,0,3,0,4,0,53,0,0,0,1,0,0,0,6,0,0,0,4,0,0,0,6,0,0,0,26,0,0,0,9,0,1,0,24,0,0,0,5,0,0,1,23,0,0,2,5,1,0,0,2,0,0,0,1,0,1,0,64,0,0,0,8,0
contig_18600_16,402,0,0,12,0,0,0,2,0,0,0,6,0,0,0,45,0,0,0,7,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0,5,0,0,0,57,0,0,0,1,0,0,0,6,0,0,0,4,0,0,0,8,0,2,0,22,0,0,0,10,0,0,0,25,0,0,0,5,0,0,0,26,0,2,0,6,0,0,0,2,0,0,0,1,0,0,0,64,0,0,0,8,0
contig_18600_16,405,12,0,0,0,1,0,1,0,6,0,0,0,39,0,5,0,3,0,4,0,0,0,0,0,10,0,4,0,2,0,1,0,5,0,2,0,51,0,3,0,1,0,0,0,6,0,0,0,4,0,0,0,7,0,1,0,24,0,0,0,10,0,1,0,23,0,1,0,5,0,0,0,26,0,1,0,7,0,2,0,2,0,0,0,0,0,0,0,62,0,1,0,8,0,0,0
