,Position,Fa13.BD.MM15.DN.MAG6-A,Fa13.BD.MM15.DN.MAG6-C,Fa13.BD.MM15.DN.MAG6-G,Fa13.BD.MM15.DN.MAG6-T,Sp13.BD.MM110.DD.MAG6-A,Sp13.BD.MM110.DD.MAG6-C,Sp13.BD.MM110.DD.MAG6-G,Sp13.BD.MM110.DD.MAG6-T,Fa13.BD.MM110.SN.MAG6-A,Fa13.BD.MM110.SN.MAG6-C,Fa13.BD.MM110.SN.MAG6-G,Fa13.BD.MM110.SN.MAG6-T,Sp13.BD.MLB.SN.MAG6-A,Sp13.BD.MLB.SN.MAG6-C,Sp13.BD.MLB.SN.MAG6-G,Sp13.BD.MLB.SN.MAG6-T,Su13.BD.MLB.SD.C.MAG6-A,Su13.BD.MLB.SD.C.MAG6-C,Su13.BD.MLB.SD.C.MAG6-G,Su13.BD.MLB.SD.C.MAG6-T,Sp13.BD.MM110.SN.MAG6-A,Sp13.BD.MM110.SN.MAG6-C,Sp13.BD.MM110.SN.MAG6-G,Sp13.BD.MM110.SN.MAG6-T,Su13.BD.MM110.DN.MAG6-A,Su13.BD.MM110.DN.MAG6-C,Su13.BD.MM110.DN.MAG6-G,Su13.BD.MM110.DN.MAG6-T,Su13.BD.MM15.DN.MAG6-A,Su13.BD.MM15.DN.MAG6-C,Su13.BD.MM15.DN.MAG6-G,Su13.BD.MM15.DN.MAG6-T,Fa13.BD.MLB.SN.MAG6-A,Fa13.BD.MLB.SN.MAG6-C,Fa13.BD.MLB.SN.MAG6-G,Fa13.BD.MLB.SN.MAG6-T,Su13.BD.MM15.SN.C.MAG6-A,Su13.BD.MM15.SN.C.MAG6-C,Su13.BD.MM15.SN.C.MAG6-G,Su13.BD.MM15.SN.C.MAG6-T,Su13.BD.MLB.DD.MAG6-A,Su13.BD.MLB.DD.MAG6-C,Su13.BD.MLB.DD.MAG6-G,Su13.BD.MLB.DD.MAG6-T,Sp13.BD.MM15.SD.MAG6-A,Sp13.BD.MM15.SD.MAG6-C,Sp13.BD.MM15.SD.MAG6-G,Sp13.BD.MM15.SD.MAG6-T,Sp13.BD.MM15.SN.MAG6-A,Sp13.BD.MM15.SN.MAG6-C,Sp13.BD.MM15.SN.MAG6-G,Sp13.BD.MM15.SN.MAG6-T,Su13.BD.MM110.SD.MAG6-A,Su13.BD.MM110.SD.MAG6-C,Su13.BD.MM110.SD.MAG6-G,Su13.BD.MM110.SD.MAG6-T,Fa13.BD.MM110.SD.MAG6-A,Fa13.BD.MM110.SD.MAG6-C,Fa13.BD.MM110.SD.MAG6-G,Fa13.BD.MM110.SD.MAG6-T,Fa13.BD.MM15.SD.MAG6-A,Fa13.BD.MM15.SD.MAG6-C,Fa13.BD.MM15.SD.MAG6-G,Fa13.BD.MM15.SD.MAG6-T,Fa13.BD.MM15.SN.MAG6-A,Fa13.BD.MM15.SN.MAG6-C,Fa13.BD.MM15.SN.MAG6-G,Fa13.BD.MM15.SN.MAG6-T,Su13.BD.MM15.SD.MAG6-A,Su13.BD.MM15.SD.MAG6-C,Su13.BD.MM15.SD.MAG6-G,Su13.BD.MM15.SD.MAG6-T,Fa13.BD.MM110.DN.MAG6-A,Fa13.BD.MM110.DN.MAG6-C,Fa13.BD.MM110.DN.MAG6-G,Fa13.BD.MM110.DN.MAG6-T,Fa13.BD.MLB.DN.MAG6-A,Fa13.BD.MLB.DN.MAG6-C,Fa13.BD.MLB.DN.MAG6-G,Fa13.BD.MLB.DN.MAG6-T,Sp13.BD.MM110.SD.MAG6-A,Sp13.BD.MM110.SD.MAG6-C,Sp13.BD.MM110.SD.MAG6-G,Sp13.BD.MM110.SD.MAG6-T,Sp13.BD.MM15.DD.A.MAG6-A,Sp13.BD.MM15.DD.A.MAG6-C,Sp13.BD.MM15.DD.A.MAG6-G,Sp13.BD.MM15.DD.A.MAG6-T,Su13.BD.MM110.SN.C.MAG6-A,Su13.BD.MM110.SN.C.MAG6-C,Su13.BD.MM110.SN.C.MAG6-G,Su13.BD.MM110.SN.C.MAG6-T
contig_20069_6,126,0,12,0,1,0,74,0,3,0,0,0,0,0,3,0,1,0,2,0,2,0,62,0,2,0,1,0,0,0,11,0,1,0,11,0,5,0,4,0,4,0,0,0,1,0,33,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,37,0,0,0,4,0,7,0,97,0,0,0,22,0,1,0,0,0,0
contig_20069_6,132,0,1,0,12,0,3,0,79,0,0,0,0,0,0,0,4,0,1,0,3,0,0,0,69,0,0,0,1,0,0,0,11,0,2,0,11,0,3,0,5,0,0,0,1,0,0,0,32,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,34,0,0,0,9,0,1,0,95,0,0,0,26,0,0,0,0
contig_20069_6,138,14,0,0,0,76,1,4,0,2,0,0,0,3,0,0,0,3,0,0,2,64,1,0,0,1,0,0,0,11,0,0,0,7,0,2,1,10,0,0,1,2,0,0,0,30,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,34,0,0,0,9,0,0,0,91,0,1,0,27,0,0,0,0,0,0,0
contig_20069_6,143,15,0,0,0,75,0,0,1,2,0,0,0,3,0,0,0,5,0,0,0,62,0,0,0,1,0,0,0,12,0,0,0,11,0,0,0,11,0,0,0,2,0,0,0,30,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,36,0,0,0,12,0,0,0,90,0,0,0,26,0,0,1,0,0,0,0
contig_20069_6,147,15,0,0,0,71,0,4,0,2,0,0,0,3,0,0,0,5,0,0,0,63,0,0,0,1,0,0,0,12,0,0,0,7,0,3,0,11,0,0,0,2,0,0,0,32,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,36,0,0,0,9,0,1,0,88,0,1,0,25,0,0,0,0,0,0,0
contig_20069_6,174,0,2,16,0,0,0,77,0,0,0,1,0,0,0,4,0,0,1,2,0,0,0,41,0,0,0,1,0,0,0,13,1,0,0,10,0,0,2,4,0,0,0,2,0,0,0,34,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,31,0,0,1,10,0,0,0,78,0,0,0,22,0,0,0,0,0
contig_20069_6,177,9,0,0,9,20,0,0,56,1,0,0,0,1,0,0,3,2,0,0,1,15,0,0,27,0,0,0,1,8,0,0,7,1,1,0,8,3,0,0,3,1,1,0,0,8,0,0,26,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,0,0,0,18,0,0,16,2,0,0,9,31,0,0,47,8,0,0,14,0,0,0,0
contig_20069_6,180,6,0,12,0,50,0,26,0,0,0,1,0,3,0,1,0,0,0,3,0,25,0,16,0,1,0,0,0,4,0,11,0,2,0,8,0,0,0,5,0,1,0,1,0,26,0,8,0,17,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,4,0,0,0,0,0,17,0,18,0,2,0,9,0,48,0,31,0,12,0,10,0,0,0,0,0
contig_20069_6,189,0,17,0,7,0,61,0,18,0,0,0,1,0,2,0,0,0,4,0,0,0,33,0,10,0,1,0,0,0,15,0,7,0,9,0,0,0,7,0,2,0,2,0,0,0,38,0,7,0,15,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,1,0,0,0,0,0,37,0,7,0,9,0,2,0,68,0,21,0,19,0,8,0,0,0,0
contig_20069_6,190,0,22,0,2,0,74,0,6,0,1,0,0,0,1,0,1,0,2,0,2,0,42,0,1,0,1,0,0,0,22,0,0,0,4,0,5,0,7,0,2,0,0,0,2,0,44,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,1,0,0,0,0,0,41,0,3,0,10,0,1,0,87,0,2,0,27,0,0,0,0,0,0
contig_20069_6,195,0,21,1,0,0,74,3,0,0,1,0,0,0,3,0,0,0,6,0,0,0,40,4,0,0,1,0,0,0,16,0,0,0,10,0,0,0,11,0,0,0,3,0,0,0,43,0,0,0,18,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,5,2,0,0,1,0,0,0,40,1,0,0,8,0,0,0,83,1,0,0,23,1,0,0,0,0,0
contig_20069_6,210,0,0,17,0,3,0,69,0,0,0,3,0,1,0,2,0,2,0,6,0,0,0,40,0,0,0,1,0,0,0,11,0,3,0,10,0,0,0,8,0,1,0,3,0,0,0,28,0,0,0,17,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,48,0,1,0,7,0,1,0,76,0,0,0,19,0,0,0,0,0
contig_20069_6,213,0,17,0,0,0,73,0,0,0,3,0,0,0,3,0,0,0,8,0,0,0,39,0,0,0,1,0,0,0,12,0,0,0,10,1,2,0,6,0,2,0,3,0,1,0,28,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,48,0,0,0,8,0,0,0,73,0,0,0,18,0,0,0,0,0,0
contig_20069_6,219,0,11,0,7,0,24,0,52,0,1,0,2,0,1,1,2,0,2,4,4,0,16,0,21,0,0,0,1,0,11,0,1,0,9,0,4,0,6,0,1,0,3,1,0,0,8,0,20,0,2,0,14,0,0,0,0,0,0,0,2,0,0,2,3,0,4,0,1,0,0,1,2,0,15,0,34,0,7,0,1,0,18,0,52,0,7,0,11,0,0,0,0
contig_20069_6,222,0,0,18,0,0,0,76,0,0,0,3,0,1,0,3,0,3,0,8,0,0,0,37,0,0,0,1,0,0,0,12,0,0,0,13,0,0,0,7,0,1,0,3,0,0,0,28,0,0,0,15,0,0,0,0,0,0,0,2,0,2,0,3,0,0,0,5,0,1,0,2,0,0,0,49,0,0,0,8,0,0,0,68,0,0,0,18,0,0,0,0,0
contig_20069_6,225,0,17,0,0,0,72,3,0,0,3,0,0,0,3,0,1,0,6,1,4,0,37,0,0,0,1,0,0,0,12,0,0,0,13,0,0,0,5,2,0,0,3,0,1,0,28,0,0,0,15,0,0,0,0,0,0,0,2,0,0,0,3,0,2,0,5,0,0,0,0,2,1,0,50,0,0,0,8,0,0,1,67,1,0,0,15,0,0,0,0,0,0
contig_20069_6,228,17,0,0,0,74,0,1,0,3,0,0,0,4,0,1,0,7,0,6,0,40,0,0,0,1,0,0,0,13,0,0,0,10,0,4,0,7,0,0,0,5,0,0,0,27,0,0,0,15,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,7,0,0,0,1,0,0,0,47,0,0,0,6,0,2,0,70,0,1,0,16,0,0,0,0,0,0,0
contig_20069_6,229,0,0,0,17,0,4,1,72,0,0,0,3,0,0,0,6,2,0,0,11,0,0,0,40,0,0,0,1,0,0,0,13,1,0,0,13,0,0,0,8,0,0,0,5,0,0,1,26,0,0,0,15,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,7,0,0,0,1,0,0,0,47,1,0,0,7,0,0,0,71,0,0,0,16,0,0,0,0
contig_20069_6,230,0,17,0,0,0,77,0,0,0,3,0,0,0,6,0,0,0,11,2,0,0,41,0,0,0,1,0,0,0,13,0,0,0,13,1,0,0,9,0,0,0,5,0,0,0,27,0,0,0,16,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,7,0,0,0,1,0,0,0,48,0,0,0,7,1,0,0,70,0,0,0,16,0,0,0,0,0,0
contig_20069_6,231,0,9,0,7,0,58,0,20,0,2,0,1,0,6,0,0,3,8,0,2,0,28,0,13,0,1,0,0,0,5,0,8,0,13,0,1,0,6,0,3,0,5,0,0,0,19,0,8,0,13,0,4,0,0,0,0,0,2,0,0,0,5,0,0,0,5,0,2,0,1,0,0,0,40,0,7,0,6,0,2,0,56,0,14,0,11,0,5,0,0,0,0
contig_20069_6,234,2,14,0,0,1,76,0,2,0,3,0,0,0,5,0,1,0,12,0,2,0,43,0,0,0,1,0,0,0,13,0,0,0,12,1,0,0,7,0,2,0,5,2,0,0,25,0,0,0,16,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,7,0,0,0,1,0,0,2,42,0,0,0,9,1,2,0,68,0,0,0,17,0,0,0,0,0,0
contig_20069_6,237,0,3,0,14,0,5,0,70,0,0,0,3,0,2,0,3,0,1,4,9,0,0,0,44,0,0,0,1,0,3,0,10,0,8,0,6,0,3,0,6,0,1,0,6,0,0,0,24,0,0,0,17,0,0,0,0,2,0,0,0,2,2,0,1,0,0,0,7,0,0,0,1,0,0,0,45,0,6,0,6,0,1,0,69,0,0,0,17,0,0,0,0
contig_20069_6,240,0,0,15,0,0,3,72,0,0,0,3,0,0,0,4,1,0,0,12,2,0,0,46,0,0,0,1,0,0,0,13,0,0,3,11,0,0,0,9,0,0,0,7,0,0,0,23,0,0,0,17,0,0,0,0,0,0,2,0,0,0,2,3,0,0,0,7,0,0,0,1,0,0,0,43,0,0,1,11,0,0,1,70,0,0,1,16,0,0,0,0,0
contig_20069_6,258,4,0,15,0,9,0,72,0,0,0,3,0,0,0,5,0,1,0,8,0,5,0,41,0,0,0,1,0,0,0,15,0,3,0,11,0,2,0,8,0,3,0,3,0,0,0,23,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,6,0,1,0,7,0,6,0,38,0,4,0,3,0,6,0,69,0,1,0,17,0,0,0,0,0
contig_20069_6,261,0,2,17,0,0,0,82,0,0,0,3,0,0,0,5,0,0,1,6,0,0,0,45,0,0,0,1,0,0,0,13,0,0,0,14,0,0,0,10,0,0,0,6,0,0,0,22,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,1,7,0,0,0,44,0,0,1,6,0,0,0,75,0,0,0,18,0,0,0,0,0
contig_20069_6,264,0,0,0,18,0,1,0,83,0,0,0,3,0,2,0,2,0,2,2,1,0,0,0,45,0,0,0,1,0,0,0,12,0,1,2,6,0,0,0,9,0,1,1,3,0,0,0,22,0,0,0,17,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,9,0,5,0,3,0,0,0,46,0,0,1,6,0,0,0,74,0,0,0,18,0,0,0,0
contig_20069_6,267,0,0,16,2,0,1,78,4,0,0,3,0,0,0,1,2,0,2,0,3,0,0,43,1,0,0,1,0,0,0,12,0,0,0,5,3,0,0,8,1,0,0,3,2,0,0,23,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,8,0,0,2,0,6,0,0,46,0,0,0,5,2,0,0,70,1,0,0,16,0,0,0,0,0
contig_20069_6,270,2,0,16,0,3,0,80,0,0,0,3,0,2,0,1,0,2,0,3,0,0,0,46,0,0,0,1,0,0,0,10,0,1,0,7,0,2,0,6,0,4,0,1,0,0,0,24,0,0,0,15,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,8,0,7,0,1,0,4,0,42,0,2,0,5,0,4,0,63,0,0,0,16,0,0,0,0,0
contig_20069_6,273,0,0,1,16,0,0,2,77,0,0,0,3,0,0,0,3,0,0,3,2,0,0,1,42,0,0,0,1,0,0,0,10,0,2,1,3,0,0,0,7,0,0,2,3,0,0,0,24,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,1,7,0,0,0,43,0,1,4,2,0,0,0,65,0,0,0,13,0,0,0,0
contig_20069_6,276,0,15,0,1,0,80,0,2,0,3,0,0,0,3,0,0,0,2,0,3,0,42,0,1,0,1,0,0,0,10,0,0,0,6,0,0,0,7,0,0,0,5,0,0,0,21,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,0,1,0,7,0,1,0,39,0,0,0,6,0,0,0,62,0,0,0,13,0,0,0,0,0,0
contig_20069_6,280,14,0,1,0,78,0,2,0,3,0,0,0,2,0,1,0,4,0,1,0,43,0,1,0,1,0,0,0,11,0,0,0,2,0,0,0,6,0,0,0,4,0,0,0,24,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8,0,0,0,5,0,1,0,39,0,0,0,4,0,1,0,62,0,0,0,12,0,0,0,0,0,0,0
contig_20069_6,285,0,3,0,11,0,1,0,81,0,0,0,3,0,0,0,3,0,1,0,4,0,3,0,38,0,0,0,2,0,2,0,9,0,1,0,2,0,0,0,6,0,0,0,4,0,0,0,22,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8,0,1,0,5,0,6,0,32,0,1,0,4,0,0,0,63,0,0,0,11,0,0,0,0
contig_20069_6,294,0,13,0,0,0,82,0,2,0,3,0,0,0,1,0,2,0,2,0,4,0,40,0,0,0,2,0,0,0,11,0,0,0,4,0,0,0,6,0,0,0,2,0,1,0,19,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,6,0,0,0,0,0,7,0,35,0,0,0,4,0,1,0,67,0,0,0,11,0,0,0,0,0,0
contig_20069_6,306,0,13,0,0,0,81,1,0,0,2,0,0,0,1,0,1,0,2,0,4,0,45,0,0,0,2,0,0,0,12,0,0,0,9,0,0,0,9,0,0,0,1,0,1,0,18,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,3,0,34,0,0,0,11,0,0,0,66,0,0,0,10,0,0,0,0,0,0
contig_20069_6,310,0,12,0,0,0,80,1,0,0,2,0,0,1,1,0,0,0,4,2,0,1,43,0,0,0,2,0,0,0,12,0,0,0,9,0,0,0,10,0,0,1,3,0,0,0,18,0,0,0,20,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,5,0,0,1,2,0,0,0,37,0,0,0,14,0,0,0,68,0,0,0,11,0,0,0,0,0,0
contig_20069_6,321,0,11,0,0,0,77,1,0,0,2,0,0,0,1,0,0,0,3,1,0,0,43,0,0,0,2,0,0,0,14,0,0,0,9,2,0,0,11,0,0,0,2,1,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,2,0,0,0,39,0,0,0,12,3,0,0,70,0,0,0,11,0,0,0,0,0,0
contig_20069_6,324,0,0,0,11,0,1,0,76,0,0,0,2,0,0,0,1,0,1,0,2,0,2,0,45,0,0,0,1,0,1,0,13,0,4,0,8,0,1,0,9,0,0,0,3,0,0,0,17,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,3,0,0,0,40,0,4,0,11,0,0,0,67,0,1,0,9,0,0,0,0
contig_20069_6,333,0,0,0,13,0,1,0,84,0,0,0,2,0,1,0,6,0,1,0,1,0,0,0,49,0,0,0,1,0,0,0,19,0,1,0,9,0,0,0,13,0,0,0,1,0,0,0,19,0,0,0,23,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,5,0,0,0,7,0,0,0,46,0,3,0,7,0,0,0,80,0,0,0,12,0,0,0,0
contig_20069_6,334,0,0,13,0,0,0,86,0,0,0,0,0,0,0,7,0,0,0,2,0,1,0,48,0,0,0,1,0,0,0,19,0,0,0,10,0,0,0,13,0,0,0,1,0,0,0,20,0,2,0,23,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,5,0,0,0,7,0,0,0,44,0,0,0,10,0,0,0,79,0,2,0,11,0,0,0,0,0
contig_20069_6,336,0,27,0,0,0,92,0,1,0,0,0,0,0,9,0,0,0,1,0,1,0,57,0,0,0,1,0,0,0,33,0,0,0,9,0,1,0,17,0,0,0,1,0,0,0,27,0,0,0,33,0,0,0,2,0,0,0,6,0,0,0,2,0,0,0,5,0,0,0,11,0,0,0,47,0,0,0,7,0,3,0,86,0,0,0,15,0,0,0,2,0,0
contig_20069_6,339,0,0,27,0,1,0,92,0,0,0,0,0,0,0,9,0,3,0,0,0,1,0,56,0,0,0,1,0,0,0,32,0,4,0,6,0,1,0,15,0,0,0,1,0,0,0,27,0,0,0,33,0,0,0,2,0,0,0,6,0,0,0,2,0,0,0,5,0,2,0,9,0,0,0,48,0,1,0,9,0,0,0,85,0,0,0,15,0,0,0,2,0
contig_20069_6,342,28,0,0,0,92,0,1,0,0,0,0,0,7,0,2,0,3,0,0,0,59,0,0,0,1,0,0,0,33,0,0,0,10,0,1,0,15,0,1,0,2,0,0,0,27,0,0,0,33,0,0,0,2,0,0,0,6,0,0,0,2,0,0,0,5,0,0,0,11,0,0,0,49,0,0,0,8,0,3,0,88,0,0,0,15,0,0,0,2,0,0,0
contig_20069_6,351,0,0,0,28,5,0,0,89,0,0,0,0,0,1,0,9,1,0,1,1,5,0,0,52,0,0,0,2,2,0,0,31,6,1,1,6,1,0,0,16,1,0,0,0,0,0,0,29,0,1,0,33,0,0,0,2,0,0,0,6,0,0,0,2,0,0,0,5,0,0,2,9,2,0,0,38,5,1,0,3,2,0,0,87,1,1,0,11,0,0,0,2
contig_20069_6,352,0,24,0,0,0,84,0,7,0,0,0,0,0,9,0,1,0,2,0,1,0,50,0,4,0,2,0,0,0,25,0,2,0,5,0,10,0,11,0,2,0,1,0,1,0,28,0,0,0,34,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,5,0,0,0,8,0,0,0,31,0,2,0,4,0,6,0,85,0,2,0,12,0,1,0,2,0,0
contig_20069_6,357,0,11,0,0,0,79,0,1,0,0,0,0,0,3,0,0,1,1,0,1,0,46,0,2,0,2,0,0,0,13,0,1,0,12,0,3,0,8,0,1,0,2,0,0,0,23,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,4,0,0,0,31,0,0,0,5,0,5,0,81,0,0,0,8,0,2,0,0,0,0
contig_20069_6,358,0,11,0,0,0,74,0,6,0,0,0,0,0,2,0,0,0,1,0,1,0,47,0,2,0,2,0,0,0,14,0,0,0,13,0,2,0,8,0,1,0,2,0,0,0,22,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,1,0,3,0,29,0,2,0,10,0,0,0,78,0,2,0,10,0,0,0,0,0,0
contig_20069_6,366,0,13,0,0,0,83,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,49,0,2,0,2,0,0,0,13,0,1,0,13,0,3,0,8,0,1,0,2,0,0,0,23,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,5,0,0,0,31,0,0,0,5,0,5,0,81,0,1,0,9,0,2,0,0,0,0
contig_20069_6,369,12,0,0,0,84,0,2,0,0,0,0,0,1,0,2,0,2,0,0,0,50,0,2,0,2,0,0,0,13,0,1,0,10,0,6,0,7,0,2,0,3,0,0,0,24,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,5,0,0,0,29,0,0,0,4,0,6,0,80,0,1,0,9,0,2,0,0,0,0,0
contig_20069_6,370,0,12,0,0,0,85,0,1,0,0,0,0,0,4,0,0,0,1,0,1,0,51,0,0,0,2,0,0,0,14,0,0,0,15,0,2,0,8,0,1,0,3,0,0,0,24,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,3,0,29,0,0,0,10,0,0,0,80,0,0,0,11,0,0,0,0,0,0
contig_20069_6,373,13,0,0,0,85,1,0,0,0,0,0,0,4,0,0,0,2,1,0,0,50,0,0,0,2,0,0,0,15,0,0,0,16,3,0,0,9,1,0,0,3,0,0,0,24,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,5,0,0,0,29,0,0,0,9,1,0,0,82,0,0,0,11,0,0,0,0,0,0,0
contig_20069_6,378,0,0,13,0,0,0,86,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,49,0,0,0,2,0,0,0,15,0,2,0,19,0,0,0,10,0,3,0,1,0,0,0,23,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,6,0,0,0,28,0,3,0,7,0,0,0,80,0,0,0,12,0,0,0,0,0
contig_20069_6,381,0,14,0,0,1,83,0,0,0,0,0,0,3,2,0,0,1,3,0,0,2,47,0,0,0,2,0,0,1,13,0,0,5,16,0,0,1,8,0,0,0,4,0,0,0,23,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,6,0,0,0,27,0,0,5,6,0,0,1,77,0,0,3,9,0,0,0,0,0,0
contig_20069_6,382,0,0,0,14,1,0,0,84,0,0,0,0,1,0,0,4,1,0,0,3,0,0,0,49,0,0,0,2,0,0,0,14,3,0,0,18,1,0,0,8,0,0,0,4,0,0,0,23,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,1,0,0,5,0,0,0,28,0,0,0,12,0,0,1,78,0,0,0,13,0,0,0,0
contig_20069_6,383,0,14,0,0,1,84,0,0,0,0,0,0,1,5,0,0,1,3,0,0,0,49,0,0,0,2,0,0,0,14,0,0,3,18,0,0,1,8,0,0,0,4,0,0,0,23,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,1,5,0,0,0,28,0,0,0,12,0,0,0,80,0,0,0,13,0,0,0,0,0,0
contig_20069_6,384,0,0,0,14,0,0,0,85,0,0,0,0,0,0,0,7,1,0,0,4,0,0,0,49,0,0,0,2,0,0,0,14,0,0,0,21,0,0,0,9,0,0,0,4,0,0,0,24,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,3,0,0,0,28,0,0,0,12,0,0,0,77,0,0,0,14,0,0,0,0
contig_20069_6,390,0,13,0,0,2,79,0,3,0,0,0,0,0,6,0,1,0,4,0,1,0,45,0,3,0,2,0,0,0,14,0,0,0,24,0,0,0,9,0,0,0,4,0,0,0,28,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,3,0,2,0,26,0,1,0,13,0,0,1,76,0,2,0,13,0,3,0,0,0,0
contig_20069_6,393,0,0,0,12,0,1,0,80,0,0,0,0,0,1,0,6,0,2,0,3,0,0,0,48,0,0,0,2,0,0,0,14,0,5,0,22,0,1,0,8,0,0,0,4,0,1,0,27,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,1,0,4,0,0,0,27,0,1,0,13,0,0,0,80,0,2,0,14,0,0,0,0
contig_20069_6,396,0,12,0,0,0,81,0,1,0,0,0,0,0,4,0,3,0,5,0,1,0,42,0,2,0,2,0,0,0,13,0,1,0,25,0,3,0,10,0,0,0,4,0,0,0,28,0,0,0,25,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,6,0,0,0,27,0,0,0,8,0,7,0,80,0,1,0,15,0,0,0,0,0,0
contig_20069_6,399,0,12,0,0,0,78,0,3,0,0,0,0,0,5,0,3,0,5,0,1,0,42,0,3,0,2,0,0,0,13,0,1,0,24,0,5,0,8,0,1,0,6,0,0,0,26,0,2,0,24,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,5,0,1,0,25,0,0,0,8,0,7,0,80,0,2,0,11,0,4,0,0,0,0
contig_20069_6,414,0,2,0,14,0,4,0,77,0,0,0,0,0,1,0,8,0,1,0,7,0,7,0,40,0,1,0,1,0,1,0,13,0,1,1,30,0,0,0,9,0,0,0,6,0,1,0,26,0,2,0,25,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,6,0,0,0,7,0,2,0,28,0,2,0,14,0,6,1,74,0,0,0,16,0,0,0,0
contig_20069_6,423,0,18,0,0,1,76,1,0,0,0,0,0,0,7,2,0,0,5,3,0,0,50,0,0,0,3,0,0,0,15,0,0,0,22,10,0,0,8,3,0,0,5,1,0,0,25,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,3,3,1,0,32,0,0,0,14,2,0,0,84,0,0,0,12,3,0,0,0,0,0
