,Position,Fa13.BD.MM110.SN.MAG2-A,Fa13.BD.MM110.SN.MAG2-C,Fa13.BD.MM110.SN.MAG2-G,Fa13.BD.MM110.SN.MAG2-T,Su13.BD.MM110.SN.C.MAG2-A,Su13.BD.MM110.SN.C.MAG2-C,Su13.BD.MM110.SN.C.MAG2-G,Su13.BD.MM110.SN.C.MAG2-T,Su13.BD.MM15.DN.MAG2-A,Su13.BD.MM15.DN.MAG2-C,Su13.BD.MM15.DN.MAG2-G,Su13.BD.MM15.DN.MAG2-T,Sp13.BD.MM15.DD.A.MAG2-A,Sp13.BD.MM15.DD.A.MAG2-C,Sp13.BD.MM15.DD.A.MAG2-G,Sp13.BD.MM15.DD.A.MAG2-T,Sp13.BD.MM15.SD.MAG2-A,Sp13.BD.MM15.SD.MAG2-C,Sp13.BD.MM15.SD.MAG2-G,Sp13.BD.MM15.SD.MAG2-T,Fa13.BD.MLB.SN.MAG2-A,Fa13.BD.MLB.SN.MAG2-C,Fa13.BD.MLB.SN.MAG2-G,Fa13.BD.MLB.SN.MAG2-T,Sp13.BD.MM110.DD.MAG2-A,Sp13.BD.MM110.DD.MAG2-C,Sp13.BD.MM110.DD.MAG2-G,Sp13.BD.MM110.DD.MAG2-T,Fa13.BD.MM15.SN.MAG2-A,Fa13.BD.MM15.SN.MAG2-C,Fa13.BD.MM15.SN.MAG2-G,Fa13.BD.MM15.SN.MAG2-T,Fa13.BD.MM15.DN.MAG2-A,Fa13.BD.MM15.DN.MAG2-C,Fa13.BD.MM15.DN.MAG2-G,Fa13.BD.MM15.DN.MAG2-T,Su13.BD.MM15.SN.C.MAG2-A,Su13.BD.MM15.SN.C.MAG2-C,Su13.BD.MM15.SN.C.MAG2-G,Su13.BD.MM15.SN.C.MAG2-T,Su13.BD.MM15.SD.MAG2-A,Su13.BD.MM15.SD.MAG2-C,Su13.BD.MM15.SD.MAG2-G,Su13.BD.MM15.SD.MAG2-T,Su13.BD.MLB.SD.C.MAG2-A,Su13.BD.MLB.SD.C.MAG2-C,Su13.BD.MLB.SD.C.MAG2-G,Su13.BD.MLB.SD.C.MAG2-T,Fa13.BD.MM15.SD.MAG2-A,Fa13.BD.MM15.SD.MAG2-C,Fa13.BD.MM15.SD.MAG2-G,Fa13.BD.MM15.SD.MAG2-T,Su13.BD.MM110.SD.MAG2-A,Su13.BD.MM110.SD.MAG2-C,Su13.BD.MM110.SD.MAG2-G,Su13.BD.MM110.SD.MAG2-T,Sp13.BD.MM110.SD.MAG2-A,Sp13.BD.MM110.SD.MAG2-C,Sp13.BD.MM110.SD.MAG2-G,Sp13.BD.MM110.SD.MAG2-T,Su13.BD.MLB.DD.MAG2-A,Su13.BD.MLB.DD.MAG2-C,Su13.BD.MLB.DD.MAG2-G,Su13.BD.MLB.DD.MAG2-T,Sp13.BD.MM110.SN.MAG2-A,Sp13.BD.MM110.SN.MAG2-C,Sp13.BD.MM110.SN.MAG2-G,Sp13.BD.MM110.SN.MAG2-T,Fa13.BD.MM110.DN.MAG2-A,Fa13.BD.MM110.DN.MAG2-C,Fa13.BD.MM110.DN.MAG2-G,Fa13.BD.MM110.DN.MAG2-T,Fa13.BD.MM110.SD.MAG2-A,Fa13.BD.MM110.SD.MAG2-C,Fa13.BD.MM110.SD.MAG2-G,Fa13.BD.MM110.SD.MAG2-T,Sp13.BD.MLB.SN.MAG2-A,Sp13.BD.MLB.SN.MAG2-C,Sp13.BD.MLB.SN.MAG2-G,Sp13.BD.MLB.SN.MAG2-T,Fa13.BD.MLB.DN.MAG2-A,Fa13.BD.MLB.DN.MAG2-C,Fa13.BD.MLB.DN.MAG2-G,Fa13.BD.MLB.DN.MAG2-T,Sp13.BD.MM15.SN.MAG2-A,Sp13.BD.MM15.SN.MAG2-C,Sp13.BD.MM15.SN.MAG2-G,Sp13.BD.MM15.SN.MAG2-T
contig_18071_14,580,0,4,0,1,0,2,0,2,0,0,0,14,0,0,0,57,0,0,0,33,0,0,0,57,0,0,0,65,0,7,0,15,0,3,0,39,0,3,0,5,0,1,0,5,0,0,0,16,0,7,0,8,0,0,0,0,0,0,0,44,0,1,0,17,0,0,0,28,0,0,0,9,0,6,0,17,0,2,0,26,0,0,0,32,0,0,0,39
contig_18071_14,583,0,0,7,0,0,0,4,0,1,0,13,0,3,0,54,0,1,0,32,0,0,0,57,0,0,0,66,0,0,0,19,3,0,0,39,3,0,0,8,0,0,0,6,0,2,0,14,0,0,0,15,2,0,0,0,0,0,0,45,0,2,0,16,0,0,0,27,1,0,0,8,1,0,0,18,4,0,0,28,0,0,0,32,0,0,0,39,0
contig_18071_14,584,7,0,0,0,2,0,2,0,14,0,0,0,57,0,0,0,33,0,0,0,59,0,0,0,65,0,1,0,22,0,0,0,42,0,0,0,9,0,0,0,3,0,3,0,15,0,1,0,17,0,0,0,0,0,0,0,45,0,0,0,18,0,0,0,28,0,0,0,9,0,0,0,19,0,3,0,28,0,0,0,32,0,0,0,39,0,0,0
contig_18071_14,586,0,0,7,0,0,0,4,0,1,0,13,0,1,0,56,0,0,0,33,0,2,0,56,0,0,0,66,0,0,0,22,0,0,0,42,0,0,0,9,0,0,0,6,0,0,1,13,0,2,0,15,0,0,0,0,0,2,0,42,0,1,0,17,0,0,0,28,0,0,0,9,0,0,0,22,0,2,0,26,0,0,0,32,0,2,0,37,0
contig_18071_14,592,0,4,0,2,0,2,0,2,0,14,0,0,0,11,31,4,0,16,11,0,0,2,32,25,0,57,5,1,0,15,0,6,0,10,2,21,0,8,1,0,0,3,0,3,0,1,9,4,0,13,1,2,0,0,0,0,0,39,3,2,0,3,9,6,0,25,1,2,0,7,0,1,0,7,1,9,0,4,21,3,0,1,22,9,0,5,23,4
contig_18071_14,594,0,0,0,6,0,2,0,2,0,0,0,14,0,0,0,44,0,0,0,25,0,2,0,57,0,1,0,62,0,0,0,22,0,0,0,33,0,0,0,9,0,3,0,3,0,3,0,11,0,0,0,16,0,0,0,0,0,0,0,44,0,1,0,17,0,0,0,27,0,0,0,8,0,3,0,13,0,0,0,27,0,1,0,31,0,0,0,32
contig_18071_14,595,4,0,2,0,2,0,2,0,0,0,14,0,2,0,42,0,1,0,24,0,0,0,59,0,0,0,62,0,8,0,15,0,4,0,29,0,4,0,5,0,1,0,5,0,0,0,14,0,11,0,5,0,0,0,0,0,1,0,43,0,0,0,18,0,1,0,26,0,0,0,8,0,7,0,9,0,1,0,25,0,0,0,32,0,0,0,32,0
contig_18071_14,598,6,0,0,0,4,0,0,0,14,0,0,0,14,0,30,0,12,1,12,0,28,0,31,0,56,0,5,0,21,0,0,0,16,0,2,0,8,0,1,0,6,0,0,0,5,0,9,0,13,0,1,0,0,0,0,0,40,0,1,0,9,0,9,0,26,0,1,0,8,0,0,0,13,0,0,0,6,0,16,0,10,0,22,0,6,0,24,0
contig_18071_14,604,1,0,2,0,1,0,3,0,0,0,12,0,0,0,36,0,2,0,22,0,12,0,45,0,0,0,58,0,4,0,17,0,3,0,15,0,2,0,6,0,0,0,6,0,0,0,14,0,9,0,4,0,0,0,0,0,0,0,38,0,6,0,12,0,0,0,24,0,0,0,7,0,5,0,7,0,1,0,18,0,2,0,30,0,1,0,26,0
contig_18071_14,607,0,0,3,0,0,0,4,0,0,0,0,0,0,2,12,0,0,1,6,0,0,0,45,2,0,1,4,0,0,1,13,0,0,0,10,0,0,0,4,0,0,0,4,0,0,0,10,2,0,0,11,0,0,0,0,0,0,1,2,0,0,0,16,0,0,2,2,0,0,0,1,0,0,0,11,0,0,0,2,0,0,0,26,1,0,0,5,0
contig_18071_14,610,0,0,0,3,0,0,0,4,0,0,0,0,0,2,0,1,1,0,0,3,0,2,0,25,0,0,0,1,1,0,0,13,0,1,0,7,0,0,1,3,0,0,0,4,0,2,0,2,0,2,0,8,0,0,0,0,1,1,0,0,0,0,0,8,2,0,0,2,0,0,0,1,0,1,0,12,0,0,0,0,0,1,1,11,0,0,0,2
contig_18071_14,616,0,3,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,2,0,23,0,0,0,0,0,10,0,1,0,7,0,1,0,3,0,0,0,1,0,0,0,2,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,1,0,12,0,1,0,0
contig_18071_14,622,0,0,5,0,0,0,4,0,0,0,2,0,0,0,2,0,2,0,1,0,9,0,12,0,0,0,4,0,0,0,11,0,0,0,8,0,0,0,3,0,0,0,1,0,0,0,6,0,0,0,8,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,11,0,1,0,0,0
contig_18071_14,625,5,0,0,0,4,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,10,0,9,0,4,0,0,0,11,0,0,0,8,0,0,0,3,0,0,0,1,0,0,0,4,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,2,0,4,0,2,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,10,0,2,0,0,0,1,0
contig_18071_14,631,0,2,0,0,0,2,1,0,0,4,0,0,0,0,0,0,0,2,0,0,0,20,0,0,0,4,0,0,0,1,6,0,2,4,4,0,1,0,1,0,0,0,0,0,0,4,0,0,2,0,4,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,2,0,0,0,12,0,0,0,1,0,0
contig_18071_14,634,0,2,0,0,0,2,0,1,0,4,0,0,0,0,0,0,0,2,0,0,0,20,0,0,0,4,0,0,0,5,0,2,0,10,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,2,0,3,0,2,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,12,0,0,0,0,0,1
contig_18071_14,636,0,0,2,0,1,0,2,0,0,0,4,0,0,0,0,0,2,0,0,0,9,0,11,0,0,0,4,0,6,0,1,0,5,0,5,0,2,0,0,0,0,0,0,0,0,0,4,0,3,0,2,0,0,0,2,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,2,0,10,0,1,0,0,0
contig_18071_14,640,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,19,0,0,0,0,0,1,0,1,6,0,0,4,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,2,0,0,0,14,0,0,0,1,0,0
contig_18071_14,641,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,19,0,0,0,1,0,0,6,1,0,0,6,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,14,0,0,0,1
contig_18071_14,642,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,18,0,0,0,0,0,6,0,1,0,6,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,14,0,0,0,1,0
contig_18071_14,643,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,11,7,0,0,0,0,0,0,7,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,10,4,0,0,1,0,0
contig_18071_14,645,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,18,0,0,0,0,0,3,0,4,0,2,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,2,0,0,0,14,0,0,0,1,0
contig_18071_14,646,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1,6,0,1,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,2,0,0,0,14,0,0,0,0,1,0
contig_18071_14,649,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,0,0,1,6,0,0,0,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,4,0,0,2,0,0,0,9,0,4,0,0,0,1
contig_18071_14,652,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,7,0,1,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,13,0,0,0,1
contig_18071_14,656,0,0,7,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,4,0,0,0,10,0,0,0,7,1,0,0,3,0,0,0,1,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,7,1,0,0,4,0,0,0,13,0,0,0,1,1
contig_18071_14,661,2,0,10,0,1,0,1,0,0,0,5,0,0,0,8,0,0,0,2,0,0,0,19,0,0,0,4,0,1,0,10,0,2,0,10,0,1,0,2,0,1,0,4,0,0,0,2,0,1,0,17,0,0,0,0,0,0,0,15,0,0,0,27,2,0,0,9,0,0,0,24,0,3,0,5,0,0,0,5,0,0,0,16,0,1,0,6,0
contig_18071_14,667,0,4,1,8,0,0,0,2,0,6,1,0,0,8,0,0,0,2,0,0,8,10,0,0,0,0,4,0,0,2,0,11,0,4,1,8,0,0,1,2,0,4,0,1,0,2,0,0,0,5,4,10,0,0,0,0,0,8,7,1,2,26,0,0,0,4,4,1,0,20,2,2,0,2,0,9,0,2,1,0,3,13,0,0,0,6,1,0
contig_18071_14,670,16,0,0,0,2,0,0,0,7,0,0,0,14,0,0,0,8,0,0,0,10,0,8,0,4,0,0,0,13,0,0,0,13,0,0,0,3,0,0,0,5,0,0,0,2,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,26,0,2,0,9,0,0,0,26,0,0,0,14,0,0,0,3,0,0,0,13,0,3,0,8,0,1,0
contig_18071_14,679,12,0,0,0,2,0,0,0,3,0,0,0,6,0,0,0,6,0,0,0,10,0,9,0,4,0,0,0,14,0,0,0,8,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,12,0,0,0,0,0,1,0,5,0,0,0,7,0,0,0,14,0,1,0,1,0,2,0,8,0,3,0,3,0,0,0
contig_18071_14,682,2,0,9,0,0,0,2,0,0,0,0,0,6,0,0,0,6,0,0,0,19,0,0,0,0,0,0,0,2,0,12,0,0,0,10,0,2,0,2,0,0,0,1,0,0,0,0,0,1,0,11,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,1,0,2,0,3,0,4,0,10,0,2,0,0,0,11,0,0,0,2,0,1,0
contig_18071_14,685,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,7,0,9,0,10,0,0,0,0,0,0,0,13,0,0,0,11,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,6,0,0,0,14,0,2,0,0,0,3,0,7,0,0,0,3
contig_18071_14,688,0,1,0,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,1,0,12,0,1,0,10,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4,0,2,0,8,0,2,0,0,0,0,0,10,0,0,0,1
contig_18071_14,694,0,10,0,0,0,2,0,0,0,0,4,0,0,0,3,0,0,1,1,0,0,0,18,0,0,0,7,0,0,15,2,1,0,12,4,0,0,1,2,0,0,1,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0,1,11,0,0,0,1,0,0,1,1,0,0,4,2,0,0,11,0,1,0,2,0,0,0,0,8,0,0,1,2,0
contig_18071_14,703,0,10,0,0,0,2,0,0,0,0,0,4,0,3,0,2,0,2,0,2,0,19,0,0,0,2,0,7,0,17,0,1,0,13,0,4,0,1,0,3,0,2,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,1,0,11,0,3,0,0,0,1,0,1,0,4,0,2,0,12,0,0,0,4,0,0,0,11,0,0,0,2,0,1
contig_18071_14,709,0,0,12,0,0,0,1,0,0,0,0,4,0,0,3,2,1,0,1,2,10,0,10,0,0,0,2,7,3,0,15,1,0,0,12,4,0,0,3,2,0,0,2,0,0,0,3,1,1,0,13,0,0,0,0,0,1,0,0,11,1,0,2,0,0,0,1,1,0,0,4,2,2,0,9,0,0,0,4,0,4,0,6,0,0,0,2,1
contig_18071_14,712,0,0,12,0,0,0,1,0,0,2,0,4,0,0,3,2,0,1,1,2,0,21,0,0,2,0,0,7,0,1,15,1,0,1,9,4,0,0,3,2,0,0,2,0,0,0,4,0,0,1,11,0,0,0,0,0,0,0,1,11,0,1,2,0,0,2,1,1,0,0,4,2,0,1,10,0,0,2,2,0,0,8,0,0,0,1,1,1
contig_18071_14,715,12,0,0,0,1,0,0,0,0,0,7,0,1,0,5,0,1,0,5,0,1,0,19,0,0,0,10,0,15,0,2,0,10,0,6,0,2,0,3,0,2,0,0,0,0,0,4,0,11,0,1,0,1,0,0,0,1,0,12,0,0,0,3,0,1,0,5,0,4,0,2,0,13,0,0,0,0,0,4,0,0,0,8,0,1,0,3,0
contig_18071_14,718,0,0,13,0,0,0,1,0,0,0,7,0,0,0,6,0,0,0,5,1,0,0,10,9,0,0,10,0,0,0,17,0,1,0,17,0,0,0,5,0,0,0,4,0,0,0,5,0,0,0,13,0,0,0,2,0,0,0,13,0,0,0,2,1,0,0,7,0,0,0,6,0,0,0,14,0,0,0,4,0,2,0,3,4,0,0,3,0
contig_18071_14,721,0,13,0,0,0,1,0,0,0,5,0,2,0,6,0,0,0,4,0,2,0,10,0,8,0,10,0,0,0,16,0,1,0,18,0,0,0,5,0,0,0,4,0,0,0,2,4,2,0,13,0,1,0,2,0,0,0,13,0,0,0,1,2,0,0,5,0,2,0,5,0,1,0,14,0,0,0,4,0,0,0,7,0,2,0,3,0,0
contig_18071_14,723,0,0,13,0,0,0,1,0,0,0,7,0,0,0,6,0,0,0,6,0,0,0,21,0,0,0,10,0,1,0,15,0,0,0,19,0,1,0,4,0,0,0,4,0,0,0,5,4,0,0,14,0,0,0,2,0,0,0,13,0,0,0,1,2,0,0,7,0,0,0,6,0,1,0,13,0,0,0,4,0,0,0,11,0,0,0,3,0
contig_18071_14,724,0,13,0,0,0,1,0,0,0,2,5,0,0,3,3,0,0,4,2,0,0,21,0,0,2,0,8,0,0,14,2,0,0,14,5,0,0,3,2,0,0,4,0,0,0,9,0,0,0,14,0,0,0,2,0,0,0,1,12,0,0,3,0,0,0,6,1,0,0,4,2,0,0,13,1,0,0,0,2,2,0,7,0,4,0,1,2,0
contig_18071_14,727,0,0,0,13,0,0,0,1,0,0,0,7,0,0,0,6,0,0,0,6,0,0,0,22,0,0,0,11,0,0,0,16,0,1,0,18,0,1,0,4,0,0,0,6,0,0,0,9,0,0,0,14,0,0,0,2,0,0,0,13,0,0,0,3,0,0,0,8,0,0,0,6,0,0,0,14,0,0,0,4,0,2,0,11,0,0,0,3
contig_18071_14,730,15,0,0,0,2,0,0,0,7,0,0,0,4,0,2,0,6,0,0,0,20,0,2,0,9,0,2,0,15,0,1,0,19,0,0,0,5,0,0,0,4,0,3,0,9,0,0,0,14,0,0,0,2,0,0,0,13,0,0,0,3,0,0,0,6,0,2,0,6,0,0,0,15,0,1,0,2,0,2,0,9,0,4,0,3,0,0,0
contig_18071_14,733,0,0,15,0,0,0,2,0,0,0,5,0,0,1,5,0,0,1,3,0,0,0,24,0,0,0,11,0,0,0,15,0,0,2,19,0,0,0,5,0,0,0,7,0,0,0,9,0,0,0,13,0,0,0,2,0,0,0,13,0,0,0,3,0,0,1,5,0,0,3,3,0,0,0,16,0,0,0,4,0,0,0,13,0,0,1,3,0
contig_18071_14,735,0,0,15,0,0,0,2,0,0,5,0,0,0,3,3,0,0,2,2,0,0,0,24,0,0,9,2,0,0,1,14,0,0,5,16,0,0,2,3,0,0,0,7,0,0,0,9,0,0,0,13,0,0,0,2,0,0,12,1,0,0,0,3,0,0,2,4,0,0,2,4,0,0,0,16,0,0,0,4,0,0,0,13,0,0,2,2,0
contig_18071_14,736,0,15,0,0,0,2,0,0,0,0,5,0,0,3,3,0,0,2,2,0,1,25,0,0,0,2,9,0,0,14,1,0,1,13,5,2,0,3,2,0,0,7,0,0,0,9,0,0,0,13,0,0,0,2,0,0,0,1,12,0,0,3,0,0,0,4,2,0,0,4,2,0,0,16,0,0,0,4,0,0,0,13,0,0,0,2,2,0
contig_18071_14,739,0,5,0,10,0,2,0,0,0,0,0,9,0,1,0,5,0,0,0,6,0,0,0,25,0,0,0,16,0,6,0,12,0,3,0,22,0,1,0,6,0,3,0,4,0,0,0,10,0,2,0,12,0,1,0,1,0,1,0,19,0,0,0,3,0,0,0,8,0,0,0,7,0,8,0,8,0,0,0,4,0,3,0,11,0,2,0,2
contig_18071_14,742,0,0,15,0,0,0,2,0,5,0,4,0,3,0,3,0,2,0,6,0,0,0,25,0,11,0,5,0,1,0,18,0,5,0,20,0,2,0,4,0,0,0,7,0,0,0,8,0,0,0,14,0,0,0,2,0,12,0,8,0,0,0,3,0,3,0,4,0,2,0,5,0,0,0,16,0,0,0,4,0,0,0,14,0,2,0,2,0
contig_18071_14,748,16,0,0,0,2,0,0,0,0,0,11,0,0,0,6,0,1,0,7,0,0,0,22,1,0,0,18,0,10,0,6,0,15,0,10,0,1,0,5,0,2,0,5,0,0,0,8,0,10,0,3,0,1,0,1,0,1,0,20,0,0,0,3,0,1,0,7,0,4,0,3,0,13,0,6,0,0,0,2,0,0,0,11,0,0,0,4,0
contig_18071_14,751,0,0,17,0,0,0,2,0,0,0,0,11,2,1,0,3,0,0,1,7,1,2,0,19,1,0,0,16,0,1,12,5,1,0,15,10,0,0,2,4,0,0,3,4,0,5,0,2,0,0,11,3,0,0,1,1,0,0,2,19,0,2,0,1,0,0,1,7,0,0,4,3,0,1,13,5,0,0,0,0,0,0,0,12,0,1,1,2
contig_18071_14,754,0,16,0,0,0,4,0,0,0,4,7,0,0,3,2,0,0,6,2,0,0,24,0,0,0,4,13,0,0,15,1,2,0,23,4,0,0,3,3,0,0,7,0,0,0,7,0,0,0,13,0,1,0,1,0,1,0,8,12,0,0,3,0,0,0,4,4,0,0,5,2,0,0,14,0,4,0,0,0,0,0,11,0,1,0,2,2,0
contig_18071_14,756,0,0,15,0,0,0,4,0,4,0,7,0,0,0,5,0,2,0,8,0,3,0,21,0,2,0,14,0,4,0,14,0,5,0,23,0,2,0,5,0,3,0,2,0,0,0,7,0,2,0,12,0,1,0,1,0,7,0,13,0,0,0,3,0,1,0,5,0,1,0,6,0,4,0,11,0,0,0,0,0,7,0,5,0,1,0,3,0
contig_18071_14,757,0,0,15,0,0,0,4,0,4,0,7,0,1,0,4,0,1,0,8,0,2,0,22,0,3,0,13,0,5,0,13,0,3,0,23,0,2,0,5,0,1,0,4,0,0,0,7,0,2,0,12,0,1,0,1,0,7,0,13,0,0,0,3,0,1,0,5,0,1,0,6,0,5,0,10,0,0,0,0,0,1,0,11,0,2,0,2,0
contig_18071_14,760,0,0,13,0,0,0,4,0,0,5,0,6,1,0,2,2,0,1,6,2,1,2,21,0,1,2,0,12,0,3,13,1,0,3,18,5,0,3,4,1,0,1,4,0,0,0,3,3,0,1,14,0,0,0,2,0,0,7,1,12,0,0,1,2,0,2,1,3,0,1,4,2,0,1,13,0,0,0,0,0,0,0,12,0,0,0,2,2
contig_18071_14,763,0,0,13,0,0,0,4,0,0,0,11,0,1,0,4,0,0,0,8,0,0,0,24,0,0,0,16,0,0,0,17,0,0,0,27,0,0,0,8,0,0,0,5,0,3,0,3,0,0,0,16,0,0,0,2,0,0,0,21,0,2,0,1,0,0,0,6,0,0,0,8,0,0,0,14,0,0,0,0,0,0,0,12,0,0,0,4,0
contig_18071_14,766,0,0,0,13,0,0,0,4,0,7,0,4,0,3,0,2,0,1,0,6,0,2,0,21,0,12,0,4,0,3,0,13,0,5,0,21,0,3,0,5,0,1,0,4,0,3,0,3,0,1,0,13,0,1,0,1,0,12,0,9,0,2,0,1,0,4,0,3,0,3,0,5,0,4,0,10,0,0,0,0,0,1,0,11,0,1,0,2
contig_18071_14,769,0,0,13,0,0,0,4,0,0,0,11,0,0,0,5,0,0,0,7,0,0,0,22,0,0,0,16,0,2,0,14,0,0,0,27,0,0,0,8,0,0,0,5,0,0,0,6,0,1,0,13,0,1,0,1,0,0,0,21,0,0,0,3,0,0,0,7,0,0,0,8,0,4,0,10,0,0,0,0,0,1,0,10,0,0,0,3,0
contig_18071_14,772,0,0,13,0,0,0,4,0,9,0,0,0,2,2,1,0,2,0,5,0,1,0,21,0,14,1,0,0,3,0,13,0,8,2,17,0,4,2,2,0,0,1,3,0,0,0,6,0,1,0,13,0,0,0,2,0,18,0,2,0,0,0,3,0,5,2,0,0,3,3,1,0,0,0,14,0,0,0,0,0,0,0,11,0,1,2,0,0
contig_18071_14,778,0,7,6,0,0,2,2,0,0,0,9,0,0,0,5,0,1,2,4,0,10,0,13,0,0,1,14,0,0,8,9,0,2,12,13,0,0,3,6,0,0,2,2,0,2,0,4,0,0,6,8,0,0,0,2,0,0,0,19,0,0,0,2,0,0,2,5,0,0,4,3,0,0,7,8,0,0,0,0,0,2,0,10,0,0,0,3,0
contig_18071_14,784,0,0,12,0,0,0,4,0,0,5,2,0,0,2,2,0,0,1,6,0,1,0,20,0,0,8,4,0,0,1,16,0,0,5,22,0,0,3,6,0,0,0,3,0,0,0,2,0,0,0,14,0,0,0,2,0,0,6,7,0,0,0,0,0,0,4,3,0,0,2,5,0,0,0,15,0,0,0,0,0,0,1,5,0,0,1,2,0
contig_18071_14,786,0,12,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,3,0,3,0,18,0,1,0,0,0,9,0,14,0,1,0,20,0,5,0,3,0,5,0,3,0,0,0,2,0,0,0,13,0,0,0,2,0,0,0,1,0,6,0,0,0,0,0,2,0,4,0,4,0,3,0,14,0,0,0,0,0,0,0,5,0,1,0,0,0,3
contig_18071_14,793,0,0,12,1,0,0,4,0,0,0,5,0,0,0,2,0,0,0,8,0,0,0,18,0,0,0,9,0,0,0,13,1,0,0,23,2,0,0,8,0,0,0,2,0,0,0,2,0,0,0,13,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,13,1,0,0,0,0,0,0,6,0,0,0,3,0
contig_18071_14,798,0,12,0,0,0,4,0,0,0,0,5,0,0,0,2,0,0,4,2,0,0,17,0,0,0,0,9,0,0,14,1,0,0,19,4,0,0,5,1,0,0,2,0,0,0,2,0,0,0,15,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,2,5,0,0,4,2,0,0,14,0,0,0,0,0,0,0,5,1,0,0,2,1,0
