,Position,Fa13.BD.MLB.DN.MAG5-A,Fa13.BD.MLB.DN.MAG5-C,Fa13.BD.MLB.DN.MAG5-G,Fa13.BD.MLB.DN.MAG5-T,Fa13.BD.MLB.SN.MAG5-A,Fa13.BD.MLB.SN.MAG5-C,Fa13.BD.MLB.SN.MAG5-G,Fa13.BD.MLB.SN.MAG5-T,Sp13.BD.MM15.SD.MAG5-A,Sp13.BD.MM15.SD.MAG5-C,Sp13.BD.MM15.SD.MAG5-G,Sp13.BD.MM15.SD.MAG5-T,Su13.BD.MM15.SN.C.MAG5-A,Su13.BD.MM15.SN.C.MAG5-C,Su13.BD.MM15.SN.C.MAG5-G,Su13.BD.MM15.SN.C.MAG5-T,Fa13.BD.MM15.DN.MAG5-A,Fa13.BD.MM15.DN.MAG5-C,Fa13.BD.MM15.DN.MAG5-G,Fa13.BD.MM15.DN.MAG5-T,Fa13.BD.MM110.SN.MAG5-A,Fa13.BD.MM110.SN.MAG5-C,Fa13.BD.MM110.SN.MAG5-G,Fa13.BD.MM110.SN.MAG5-T,Su13.BD.MM110.SD.MAG5-A,Su13.BD.MM110.SD.MAG5-C,Su13.BD.MM110.SD.MAG5-G,Su13.BD.MM110.SD.MAG5-T,Su13.BD.MM110.SN.C.MAG5-A,Su13.BD.MM110.SN.C.MAG5-C,Su13.BD.MM110.SN.C.MAG5-G,Su13.BD.MM110.SN.C.MAG5-T,Su13.BD.MM15.DN.MAG5-A,Su13.BD.MM15.DN.MAG5-C,Su13.BD.MM15.DN.MAG5-G,Su13.BD.MM15.DN.MAG5-T,Sp13.BD.MLB.SN.MAG5-A,Sp13.BD.MLB.SN.MAG5-C,Sp13.BD.MLB.SN.MAG5-G,Sp13.BD.MLB.SN.MAG5-T,Sp13.BD.MM15.SN.MAG5-A,Sp13.BD.MM15.SN.MAG5-C,Sp13.BD.MM15.SN.MAG5-G,Sp13.BD.MM15.SN.MAG5-T,Fa13.BD.MM110.DN.MAG5-A,Fa13.BD.MM110.DN.MAG5-C,Fa13.BD.MM110.DN.MAG5-G,Fa13.BD.MM110.DN.MAG5-T,Fa13.BD.MM15.SN.MAG5-A,Fa13.BD.MM15.SN.MAG5-C,Fa13.BD.MM15.SN.MAG5-G,Fa13.BD.MM15.SN.MAG5-T,Sp13.BD.MM110.SD.MAG5-A,Sp13.BD.MM110.SD.MAG5-C,Sp13.BD.MM110.SD.MAG5-G,Sp13.BD.MM110.SD.MAG5-T,Fa13.BD.MM15.SD.MAG5-A,Fa13.BD.MM15.SD.MAG5-C,Fa13.BD.MM15.SD.MAG5-G,Fa13.BD.MM15.SD.MAG5-T,Su13.BD.MLB.SD.C.MAG5-A,Su13.BD.MLB.SD.C.MAG5-C,Su13.BD.MLB.SD.C.MAG5-G,Su13.BD.MLB.SD.C.MAG5-T,Sp13.BD.MM110.DD.MAG5-A,Sp13.BD.MM110.DD.MAG5-C,Sp13.BD.MM110.DD.MAG5-G,Sp13.BD.MM110.DD.MAG5-T,Su13.BD.MM110.DCMD.MAG5-A,Su13.BD.MM110.DCMD.MAG5-C,Su13.BD.MM110.DCMD.MAG5-G,Su13.BD.MM110.DCMD.MAG5-T,Sp13.BD.MM110.SN.MAG5-A,Sp13.BD.MM110.SN.MAG5-C,Sp13.BD.MM110.SN.MAG5-G,Sp13.BD.MM110.SN.MAG5-T,Su13.BD.MM15.SD.MAG5-A,Su13.BD.MM15.SD.MAG5-C,Su13.BD.MM15.SD.MAG5-G,Su13.BD.MM15.SD.MAG5-T,Sp13.BD.MM15.DD.A.MAG5-A,Sp13.BD.MM15.DD.A.MAG5-C,Sp13.BD.MM15.DD.A.MAG5-G,Sp13.BD.MM15.DD.A.MAG5-T,Fa13.BD.MM110.SD.MAG5-A,Fa13.BD.MM110.SD.MAG5-C,Fa13.BD.MM110.SD.MAG5-G,Fa13.BD.MM110.SD.MAG5-T,Su13.BD.MLB.DD.MAG5-A,Su13.BD.MLB.DD.MAG5-C,Su13.BD.MLB.DD.MAG5-G,Su13.BD.MLB.DD.MAG5-T
contig_19308_5,558,0,0,2,12,0,0,0,5,0,0,0,3,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,1,2,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,21,0,0,0,1,0,1,0,4,0,0,1,8,0,0,3,0,0,0,0,6,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0
contig_19308_5,559,0,0,17,0,0,0,13,0,0,0,3,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,0,0,0,5,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,21,0,0,0,1,0,1,0,20,0,1,0,8,0,3,0,0,0,0,0,6,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,17,0
contig_19308_5,570,0,12,0,0,0,11,0,0,0,4,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,3,1,0,0,2,0,0,0,1,0,0,0,19,2,0,0,2,0,0,0,17,0,0,0,8,1,0,0,3,0,0,0,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,16,0,1
contig_19308_5,573,0,13,0,0,0,10,1,0,0,4,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,4,0,0,0,2,0,0,0,1,0,0,0,21,0,0,0,2,0,0,0,18,0,0,0,9,0,1,0,0,0,3,0,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,17,0,0
contig_19308_5,582,9,0,0,0,5,0,1,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,4,0,0,0,2,0,0,0,1,0,0,0,21,0,0,0,2,0,0,0,2,0,3,0,9,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
contig_19308_5,612,6,0,2,0,3,0,1,0,2,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,4,0,0,0,17,1,0,0,1,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
contig_19308_5,613,0,2,0,6,0,1,0,3,0,0,0,2,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,4,0,0,0,18,0,0,0,1,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
contig_19308_5,618,0,10,0,0,0,3,0,1,0,2,0,0,0,1,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,8,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,4,0,0,0,17,0,0,0,1,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
contig_19308_5,621,0,0,10,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,9,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,4,0,0,0,18,0,0,0,1,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
contig_19308_5,627,2,0,0,9,1,0,0,4,0,0,0,1,0,0,0,1,1,0,0,8,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,4,0,0,0,17,0,0,0,1,1,0,0,2,0,0,0,11,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
contig_19308_5,630,0,0,11,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,9,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,4,0,0,0,17,0,0,0,1,0,0,0,3,0,0,0,10,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
contig_19308_5,637,0,0,0,9,0,1,0,5,0,0,0,1,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,8,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,4,0,0,0,16,0,0,0,1,0,1,0,2,0,0,0,9,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
contig_19308_5,638,0,0,9,0,1,0,5,0,0,0,1,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,8,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0,4,0,0,0,16,0,0,0,1,0,1,0,2,0,0,0,10,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
contig_19308_5,639,0,0,9,0,0,1,5,0,0,0,1,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,8,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0,4,0,0,0,16,0,0,0,1,0,0,1,2,0,0,0,10,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
contig_19308_5,645,0,9,0,0,1,5,0,0,0,1,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,4,0,0,0,17,0,0,0,1,0,0,0,2,0,1,0,10,0,0,0,2,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
contig_19308_5,651,8,0,0,0,5,0,0,1,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,7,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,4,0,0,0,17,0,0,0,1,0,0,0,2,1,0,0,9,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
contig_19308_5,654,0,8,0,0,0,5,1,0,0,1,0,0,0,1,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,7,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,4,0,0,0,17,0,0,0,1,0,0,0,2,1,0,0,10,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
contig_19308_5,660,1,7,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,8,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,4,0,0,0,18,0,0,0,1,0,0,0,2,0,1,0,10,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
contig_19308_5,667,13,0,0,0,12,0,0,0,0,0,1,0,4,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,4,0,1,0,1,0,0,0,4,0,0,0,4,0,0,0,19,0,3,0,1,0,0,0,6,0,0,0,10,0,2,0,1,0,0,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
contig_19308_5,668,0,13,0,0,0,12,0,0,0,0,0,1,0,4,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,1,0,5,0,1,0,0,0,4,0,0,0,4,0,0,0,19,0,3,0,1,0,0,0,6,0,0,0,10,0,2,0,1,0,0,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
contig_19308_5,672,0,15,4,0,0,9,3,0,0,11,0,1,0,11,0,0,0,21,0,0,0,11,0,0,0,9,0,1,0,6,0,0,0,22,0,0,0,8,1,0,0,8,0,0,0,8,2,1,0,8,0,0,0,58,0,0,0,4,2,0,0,3,3,0,0,37,0,0,0,5,0,0,0,33,0,0,0,4,0,0,0,9,0,0,0,5,0,0,0,5,5,0
contig_19308_5,681,18,3,10,1,10,3,6,0,9,0,7,3,16,2,0,7,14,0,12,3,4,0,4,7,4,3,1,5,3,0,2,4,13,1,8,8,6,0,4,3,7,0,8,0,11,3,1,5,9,0,0,4,28,0,35,4,4,0,0,5,8,0,4,3,16,0,28,1,11,1,1,3,24,0,14,6,4,0,5,3,1,0,10,0,2,0,0,5,22,0,6,3
contig_19308_5,682,13,4,15,0,15,2,2,0,2,0,17,0,4,0,21,0,7,0,22,0,0,0,15,0,1,0,14,0,0,0,9,0,13,0,17,0,3,0,11,0,2,0,13,0,8,0,12,0,4,0,9,0,22,0,45,0,2,0,7,0,6,3,6,0,10,0,35,0,2,0,14,0,17,0,27,0,5,0,7,0,0,0,11,0,0,0,7,0,3,5,23,0
contig_19308_5,683,4,0,0,30,2,0,0,21,0,0,0,19,0,0,0,31,0,0,0,40,0,0,0,17,0,0,0,16,0,0,0,13,0,0,0,34,0,0,0,14,0,0,0,19,0,0,0,26,0,0,0,19,0,0,0,76,0,0,0,17,4,0,0,20,0,0,0,46,0,0,0,20,0,0,0,49,0,0,0,18,0,0,0,13,0,0,0,12,5,0,0,39
contig_19308_5,684,2,32,0,0,0,23,0,0,6,13,0,0,9,20,2,0,2,37,1,0,1,14,2,0,3,12,1,0,3,8,2,0,2,31,2,0,4,10,0,0,6,13,0,0,1,20,5,0,4,13,1,0,1,74,1,0,0,16,1,0,6,18,0,0,3,41,2,0,3,11,6,0,3,44,2,0,2,16,0,0,0,13,0,0,1,11,0,0,8,36,0,0
contig_19308_5,687,0,9,0,25,0,6,0,17,0,4,0,16,0,9,0,28,0,7,0,34,0,9,0,10,0,5,0,11,0,4,0,11,0,6,0,32,0,4,0,10,0,1,0,18,0,3,0,23,0,5,0,14,0,5,0,71,0,2,0,15,0,2,0,22,0,2,0,46,0,3,0,18,0,11,0,39,0,6,0,16,0,0,0,15,0,6,0,6,0,15,0,30
contig_19308_5,689,36,0,0,0,22,0,0,1,19,1,0,0,39,0,0,0,43,1,0,0,18,0,0,1,16,0,0,0,16,0,0,0,36,2,0,0,16,0,0,0,21,0,0,0,28,0,0,0,19,0,0,0,74,1,1,0,17,0,0,0,26,0,0,0,49,0,0,0,21,0,0,0,50,1,0,0,22,0,0,0,15,0,0,0,15,0,0,0,46,0,0,0
contig_19308_5,693,11,2,19,7,3,4,16,0,10,0,4,7,28,1,4,9,12,0,10,26,11,0,4,7,16,0,1,4,7,0,2,7,22,0,13,12,11,0,6,0,7,0,6,9,15,0,17,5,18,0,5,5,10,0,22,45,6,0,7,7,8,9,8,3,9,0,13,28,13,0,6,3,14,0,15,21,11,1,6,9,2,0,2,11,13,0,2,4,15,9,10,12
contig_19308_5,694,0,45,0,0,0,24,0,0,0,22,1,0,0,45,0,0,0,51,0,0,0,26,0,0,0,22,0,0,0,18,0,0,0,54,0,0,0,19,0,0,0,23,0,0,2,39,0,0,0,32,0,0,2,79,0,0,0,21,0,0,0,30,0,0,0,55,0,0,1,22,0,0,3,50,0,0,0,30,0,0,0,15,0,0,0,22,0,0,0,49,1,0
contig_19308_5,695,29,0,0,16,22,0,0,2,12,0,0,12,37,0,1,9,30,0,0,22,15,0,0,11,17,0,0,6,14,0,0,6,40,0,0,14,15,0,0,5,15,0,0,8,37,0,0,5,25,0,0,8,40,0,0,44,19,0,0,2,31,0,0,0,25,0,0,30,17,0,0,8,26,0,0,30,25,0,0,5,7,0,1,9,12,0,0,10,39,0,0,13
contig_19308_5,696,0,47,0,6,0,21,0,3,0,27,1,1,0,55,0,1,0,62,0,0,0,29,0,0,0,25,0,2,0,21,1,0,0,59,0,0,0,22,1,0,0,27,0,2,0,42,0,3,0,38,0,3,0,83,0,3,0,24,0,1,0,33,0,2,0,57,0,1,0,25,0,0,0,58,0,0,0,27,1,3,0,17,0,1,1,28,0,0,0,53,0,5
contig_19308_5,705,0,0,0,83,0,0,0,27,1,0,0,33,0,0,0,61,0,0,0,82,0,0,0,30,0,0,0,43,0,2,0,20,0,2,0,101,1,0,0,23,0,0,0,34,4,0,0,57,0,0,0,51,0,0,1,91,2,0,0,29,0,0,0,40,0,0,0,63,0,0,0,25,0,0,0,61,0,0,0,65,0,0,0,19,0,0,0,48,0,0,0,66
contig_19308_5,708,73,0,4,0,24,0,1,0,34,0,0,0,59,0,0,0,81,0,0,0,30,0,0,0,43,0,0,0,22,0,0,0,102,0,0,0,23,0,1,0,34,0,0,0,56,0,0,0,51,0,0,0,91,0,0,0,30,0,0,0,33,0,7,0,62,0,0,0,25,0,0,0,60,0,0,0,64,0,1,0,19,0,0,0,48,0,0,0,58,0,7,0
contig_19308_5,729,6,0,0,0,4,2,0,0,7,0,0,0,7,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,20,0,0,0,18,0,0,0,9,0,0,0,7,0,0,0,41,0,0,0,11,0,0,0,2,1,0,0,19,0,0,0,12,0,0,0,27,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,0,3,0,0
contig_19308_5,735,4,0,0,0,3,0,2,0,3,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,5,0,0,0,20,0,0,0,1,0,0,0,3,0,1,0,9,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
contig_19308_5,744,2,0,0,0,3,0,1,0,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,3,0,0,0,16,0,0,0,1,0,0,0,2,0,1,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
contig_19308_5,750,0,0,0,3,0,1,0,3,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,1,0,15,0,0,0,1,0,1,0,2,0,0,0,13,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
contig_19308_5,759,0,3,0,0,0,4,0,0,0,1,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,15,0,0,0,1,0,0,1,2,0,0,0,14,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
contig_19308_5,765,0,2,0,0,0,3,0,1,0,1,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,15,0,0,0,1,0,0,0,2,0,1,0,13,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
contig_19308_5,768,0,0,0,2,0,0,0,5,0,0,0,1,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,14,0,0,0,1,0,1,0,2,0,0,0,13,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
contig_19308_5,777,0,1,0,2,0,2,0,2,0,0,0,1,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,15,0,0,0,1,0,1,0,1,0,0,0,12,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
contig_19308_5,780,0,3,0,0,0,4,0,0,0,1,0,1,0,2,0,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,12,0,4,0,1,0,0,0,2,0,0,0,9,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0
contig_19308_5,804,0,1,0,1,0,1,0,2,0,0,0,1,0,0,0,4,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,19,0,0,0,1,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
contig_19308_5,807,0,0,1,1,0,1,0,3,0,0,0,2,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,19,0,0,0,3,0,0,0,2,0,0,0,14,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0
contig_19308_5,813,0,0,0,2,0,0,0,4,0,0,0,2,0,0,0,3,4,0,0,4,0,0,0,0,0,0,0,2,0,0,0,1,6,0,0,5,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,7,0,0,14,0,0,0,3,0,0,0,2,5,0,0,10,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
contig_19308_6,0,3,1,0,0,3,0,0,0,2,0,1,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,18,0,1,0,2,0,2,0,2,0,0,0,12,0,1,0,0,0,0,0,12,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0
contig_19308_6,9,0,3,0,1,0,3,0,0,0,8,0,1,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,3,0,0,0,19,0,1,0,2,0,2,0,2,0,0,0,13,0,1,0,4,0,0,0,12,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0
contig_19308_6,12,2,0,0,6,0,0,0,3,0,0,1,9,0,0,0,6,0,0,0,13,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,10,0,0,0,12,0,0,0,2,0,0,1,19,0,0,2,2,0,0,0,3,0,0,1,14,0,0,0,4,0,0,2,13,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,5
contig_19308_6,15,0,10,0,0,0,4,0,0,0,5,1,4,0,6,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15,0,0,0,0,0,0,0,10,0,0,0,12,0,0,0,2,0,0,0,19,1,0,0,2,2,0,0,3,0,0,1,15,1,0,0,4,0,0,0,12,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,7,1,0
contig_19308_6,24,0,9,0,1,0,5,0,0,0,11,0,2,0,5,0,0,0,13,0,0,0,4,0,0,0,0,0,2,0,0,0,2,0,14,0,0,0,1,0,0,0,12,0,0,0,14,0,0,0,4,0,0,0,18,0,2,0,3,0,2,0,2,0,0,0,18,0,1,0,5,0,0,0,13,0,2,0,0,0,0,0,2,0,0,0,12,0,0,0,6,0,0
contig_19308_6,27,0,8,3,1,0,4,1,0,0,9,0,4,0,3,0,2,0,9,0,4,0,4,0,0,0,2,0,0,0,2,0,0,0,16,0,0,0,0,0,1,0,4,0,8,0,12,0,2,0,4,0,0,0,19,0,1,0,5,0,0,0,2,0,0,0,19,0,0,0,0,1,4,0,15,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,4,0,1
contig_19308_6,33,0,3,2,7,0,2,0,3,0,2,0,10,0,0,0,5,0,0,0,13,0,0,0,6,0,2,0,0,0,2,0,0,0,0,0,17,0,1,0,0,0,0,0,11,0,0,0,4,0,0,0,4,0,2,0,18,0,2,0,4,0,0,0,2,0,1,0,19,0,0,0,4,0,2,0,13,0,0,0,0,0,0,0,4,0,0,0,10,0,1,0,6
contig_19308_6,57,0,1,0,5,0,1,0,3,0,3,0,2,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,15,0,0,0,2,0,0,0,1,0,1,0,14,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
contig_19308_6,67,0,5,0,0,0,6,0,0,0,3,0,0,0,8,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,15,0,0,0,6,0,0,0,2,0,0,1,13,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_19308_6,75,0,0,0,7,0,0,0,6,0,2,0,3,0,0,0,7,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,1,0,19,0,0,0,6,0,0,0,2,0,1,0,20,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_19308_6,105,0,0,4,0,0,0,3,0,0,0,6,0,1,0,3,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,3,0,1,0,18,0,0,0,2,0,0,0,0,0,2,0,17,0,5,0,0,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_19308_6,108,0,0,0,4,0,0,0,3,0,0,0,6,0,1,0,4,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,3,0,1,0,19,0,0,0,2,0,0,0,0,0,2,0,17,0,5,0,0,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_19308_6,129,0,1,0,6,0,0,0,2,0,0,0,5,0,5,0,1,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,13,0,9,0,0,0,2,0,5,0,0,0,10,0,10,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_19308_6,138,0,0,1,6,0,0,0,2,0,3,0,3,0,0,1,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,22,0,0,0,3,0,1,5,0,0,0,0,17,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_19308_6,141,0,0,9,0,0,0,2,0,0,0,7,0,0,2,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,24,0,0,1,3,0,0,0,5,1,0,0,19,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
contig_19308_6,144,0,8,1,0,0,2,0,0,0,8,0,0,0,6,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,24,0,0,0,3,0,0,0,1,5,0,0,21,0,0,0,2,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
