,Position,Su13.BD.MM15.DN.MAG10-A,Su13.BD.MM15.DN.MAG10-C,Su13.BD.MM15.DN.MAG10-G,Su13.BD.MM15.DN.MAG10-T,Su13.BD.MLB.DD.MAG10-A,Su13.BD.MLB.DD.MAG10-C,Su13.BD.MLB.DD.MAG10-G,Su13.BD.MLB.DD.MAG10-T,Sp13.BD.MM110.DD.MAG10-A,Sp13.BD.MM110.DD.MAG10-C,Sp13.BD.MM110.DD.MAG10-G,Sp13.BD.MM110.DD.MAG10-T,Fa13.BD.MM110.DN.MAG10-A,Fa13.BD.MM110.DN.MAG10-C,Fa13.BD.MM110.DN.MAG10-G,Fa13.BD.MM110.DN.MAG10-T,Sp13.BD.MLB.SN.MAG10-A,Sp13.BD.MLB.SN.MAG10-C,Sp13.BD.MLB.SN.MAG10-G,Sp13.BD.MLB.SN.MAG10-T,Fa13.BD.MLB.DN.MAG10-A,Fa13.BD.MLB.DN.MAG10-C,Fa13.BD.MLB.DN.MAG10-G,Fa13.BD.MLB.DN.MAG10-T,Fa13.BD.MM110.SN.MAG10-A,Fa13.BD.MM110.SN.MAG10-C,Fa13.BD.MM110.SN.MAG10-G,Fa13.BD.MM110.SN.MAG10-T,Sp13.BD.MM15.SN.MAG10-A,Sp13.BD.MM15.SN.MAG10-C,Sp13.BD.MM15.SN.MAG10-G,Sp13.BD.MM15.SN.MAG10-T,Fa13.BD.MM15.SD.MAG10-A,Fa13.BD.MM15.SD.MAG10-C,Fa13.BD.MM15.SD.MAG10-G,Fa13.BD.MM15.SD.MAG10-T,Fa13.BD.MM15.DN.MAG10-A,Fa13.BD.MM15.DN.MAG10-C,Fa13.BD.MM15.DN.MAG10-G,Fa13.BD.MM15.DN.MAG10-T,Su13.BD.MM110.DCMD.MAG10-A,Su13.BD.MM110.DCMD.MAG10-C,Su13.BD.MM110.DCMD.MAG10-G,Su13.BD.MM110.DCMD.MAG10-T,Sp13.BD.MM15.SD.MAG10-A,Sp13.BD.MM15.SD.MAG10-C,Sp13.BD.MM15.SD.MAG10-G,Sp13.BD.MM15.SD.MAG10-T,Sp13.BD.MM15.DD.A.MAG10-A,Sp13.BD.MM15.DD.A.MAG10-C,Sp13.BD.MM15.DD.A.MAG10-G,Sp13.BD.MM15.DD.A.MAG10-T,Sp13.BD.MM110.SN.MAG10-A,Sp13.BD.MM110.SN.MAG10-C,Sp13.BD.MM110.SN.MAG10-G,Sp13.BD.MM110.SN.MAG10-T,Fa13.BD.MM15.SN.MAG10-A,Fa13.BD.MM15.SN.MAG10-C,Fa13.BD.MM15.SN.MAG10-G,Fa13.BD.MM15.SN.MAG10-T,Fa13.BD.MM110.SD.MAG10-A,Fa13.BD.MM110.SD.MAG10-C,Fa13.BD.MM110.SD.MAG10-G,Fa13.BD.MM110.SD.MAG10-T,Su13.BD.MM110.SN.C.MAG10-A,Su13.BD.MM110.SN.C.MAG10-C,Su13.BD.MM110.SN.C.MAG10-G,Su13.BD.MM110.SN.C.MAG10-T,Su13.BD.MM15.SN.C.MAG10-A,Su13.BD.MM15.SN.C.MAG10-C,Su13.BD.MM15.SN.C.MAG10-G,Su13.BD.MM15.SN.C.MAG10-T,Su13.BD.MLB.SD.C.MAG10-A,Su13.BD.MLB.SD.C.MAG10-C,Su13.BD.MLB.SD.C.MAG10-G,Su13.BD.MLB.SD.C.MAG10-T,Su13.BD.MM110.SD.MAG10-A,Su13.BD.MM110.SD.MAG10-C,Su13.BD.MM110.SD.MAG10-G,Su13.BD.MM110.SD.MAG10-T,Fa13.BD.MLB.SN.MAG10-A,Fa13.BD.MLB.SN.MAG10-C,Fa13.BD.MLB.SN.MAG10-G,Fa13.BD.MLB.SN.MAG10-T,Su13.BD.MM15.SD.MAG10-A,Su13.BD.MM15.SD.MAG10-C,Su13.BD.MM15.SD.MAG10-G,Su13.BD.MM15.SD.MAG10-T,Sp13.BD.MM110.SD.MAG10-A,Sp13.BD.MM110.SD.MAG10-C,Sp13.BD.MM110.SD.MAG10-G,Sp13.BD.MM110.SD.MAG10-T
contig_21499_2,779,2,0,0,0,5,0,0,0,14,0,0,0,8,0,0,0,3,0,0,0,8,0,0,0,1,0,0,0,3,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,16,0,0,0,1,0,0,0,3,0,0,0,7,0,0,0,20,0,0,0,1,0,0,0,7,0,0,0,9,0,0,0,4,0,0,0,16,0,0,0
contig_21499_2,780,0,0,2,0,0,0,5,0,0,0,14,0,0,0,8,0,0,0,3,0,0,0,8,0,0,0,1,0,0,0,3,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,16,0,0,0,1,0,0,0,3,0,0,0,7,0,0,0,20,0,0,0,1,0,0,0,7,0,0,0,9,0,0,0,4,0,0,0,16,0
contig_21499_2,781,0,2,0,0,0,5,0,0,0,14,0,0,0,8,0,0,0,3,0,0,0,8,0,0,0,1,0,0,0,3,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,10,0,0,0,1,0,0,0,3,0,0,0,7,0,0,0,20,0,0,0,1,0,0,0,7,0,0,0,9,0,0,0,4,0,0,0,16,0,0
contig_21499_2,782,0,2,0,0,0,5,0,0,0,13,0,0,0,8,0,0,0,3,0,0,0,7,0,0,0,1,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,10,0,0,0,1,0,0,0,3,0,0,0,7,0,0,0,20,0,0,0,1,0,0,0,7,0,0,0,9,0,0,0,4,0,0,0,16,0,0
contig_21499_2,783,0,2,0,0,0,5,0,0,0,14,0,0,0,8,0,0,0,3,0,0,0,7,0,0,0,1,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,10,0,0,0,1,0,0,0,3,0,0,0,6,0,1,0,15,0,3,0,0,0,1,0,5,0,2,0,8,1,0,0,4,0,0,0,15,0,0
contig_21499_2,784,0,0,2,0,0,0,5,0,0,0,14,0,0,0,8,0,0,0,3,0,0,0,9,0,0,0,1,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,10,0,0,0,1,0,0,0,3,0,0,0,7,0,0,0,18,0,0,0,1,0,1,0,6,0,0,0,9,0,0,0,4,0,0,0,16,0
contig_21499_2,785,2,0,0,0,5,0,0,0,14,0,0,0,8,0,0,0,3,0,0,0,9,0,0,0,1,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,10,0,0,0,1,0,0,0,3,0,0,0,8,0,0,0,18,0,0,0,1,0,0,0,7,0,0,0,9,0,0,0,4,0,0,0,15,0,0,0
contig_21499_2,786,0,0,0,2,0,0,0,5,0,0,0,14,0,0,0,8,0,0,0,3,0,0,1,8,0,0,0,1,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,10,0,0,0,1,0,0,0,3,0,0,0,8,0,0,0,18,0,0,0,1,0,0,0,7,1,0,1,7,0,0,0,4,0,0,0,15
contig_21499_2,787,0,0,2,0,0,0,5,0,0,0,14,0,0,0,8,0,0,0,3,0,0,0,9,0,0,0,1,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,10,0,0,0,1,0,0,0,3,0,0,0,9,0,0,0,18,0,0,0,1,0,0,0,7,0,0,0,9,0,0,0,4,0,0,0,15,0
contig_21499_2,788,2,0,0,0,3,0,0,0,14,0,0,0,8,0,0,0,1,0,0,0,9,0,0,0,1,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,10,0,0,0,1,0,0,0,3,0,0,0,9,0,0,0,18,0,0,0,1,0,0,0,7,0,0,0,9,0,0,0,4,0,0,0,15,0,0,0
contig_21499_2,789,0,0,2,0,0,0,3,0,0,0,14,0,0,0,8,0,0,0,1,0,2,0,5,0,0,0,1,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,10,0,0,0,1,0,0,0,1,0,0,0,9,0,0,0,18,0,0,0,1,0,0,0,7,0,0,0,9,0,0,0,4,0,0,0,16,0
contig_21499_2,790,0,2,0,0,0,3,0,0,0,14,0,0,0,8,0,0,0,1,0,0,0,7,0,0,0,1,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,10,0,0,0,1,0,0,0,1,0,0,0,9,0,0,0,19,0,0,0,1,0,0,0,7,0,0,0,9,0,0,0,4,0,0,0,17,0,0
contig_21499_2,791,0,2,0,0,0,3,0,0,0,14,0,0,0,8,0,0,0,1,0,0,0,7,0,0,0,1,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,10,0,0,0,1,0,0,0,1,0,0,0,10,0,0,0,19,0,0,0,1,0,0,0,6,0,0,0,9,0,0,0,4,0,0,0,17,0,0
contig_21499_2,792,0,2,0,0,0,3,0,0,0,13,0,0,0,8,0,0,0,1,0,0,0,7,0,0,0,1,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,10,0,0,0,1,0,0,0,1,0,0,0,10,0,0,0,19,0,0,0,1,0,0,0,6,0,0,0,9,0,0,0,4,0,0,0,17,0,0
contig_21499_2,793,2,0,0,0,3,0,0,0,13,0,0,0,8,0,0,0,1,0,0,0,7,0,0,0,1,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,10,0,0,0,1,0,0,0,1,0,0,0,10,0,0,0,18,0,0,0,1,0,0,0,6,0,0,0,9,0,0,0,4,0,0,0,17,0,0,0
contig_21499_2,794,2,0,0,0,3,0,0,0,13,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,10,0,0,0,1,0,0,0,1,0,0,0,10,0,0,0,18,0,0,0,1,0,0,0,6,0,0,0,9,0,0,0,4,0,0,0,16,0,0,0
contig_21499_2,795,2,0,0,0,2,0,1,0,13,0,0,0,8,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,10,0,0,0,1,0,0,0,1,0,0,0,10,0,0,0,18,0,0,0,1,0,0,0,6,0,0,0,6,0,3,0,4,0,0,0,16,0,0,0
contig_21499_2,796,0,2,0,0,0,3,0,0,0,13,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,10,0,0,0,1,0,0,0,1,0,0,0,10,0,0,0,18,0,0,0,1,0,0,0,6,0,0,0,8,1,0,0,4,0,0,0,16,0,0
contig_21499_2,797,0,2,0,0,0,3,0,0,0,13,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,10,0,0,0,1,0,0,0,1,0,0,0,10,0,0,0,18,0,0,0,1,0,0,0,6,0,0,0,9,0,0,0,4,0,0,0,15,0,0
contig_21499_2,798,0,3,0,0,0,3,0,0,0,13,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,10,0,0,0,1,0,0,0,1,0,0,0,10,0,0,0,20,0,0,0,1,0,0,0,6,0,0,0,8,1,0,0,4,0,0,0,15,0,0
contig_21499_2,799,0,0,3,0,0,0,3,0,0,0,12,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,10,0,0,0,1,0,0,0,1,0,0,0,10,0,0,0,20,0,0,0,1,0,0,0,6,0,0,0,9,0,0,0,4,0,0,0,15,0
contig_21499_2,800,0,3,0,0,0,3,0,0,0,12,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,10,0,0,0,1,0,0,0,1,0,0,0,10,0,0,0,20,0,0,0,1,0,0,0,6,0,0,0,9,0,0,0,4,0,0,0,13,0,0
contig_21499_2,801,0,0,0,3,0,0,0,3,0,0,0,12,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,1,0,0,0,10,0,0,0,20,0,0,0,1,0,0,0,6,1,0,0,7,0,0,0,4,0,0,0,13
contig_21499_2,802,0,0,3,0,0,0,3,0,0,0,12,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,1,0,0,0,10,0,0,0,20,0,0,0,1,0,0,0,6,0,0,0,8,0,0,0,4,0,0,0,13,0
contig_21499_2,803,3,0,0,0,3,0,0,0,12,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,1,0,0,0,10,0,0,0,20,0,0,0,1,0,0,0,6,0,0,0,8,0,0,0,4,0,0,0,13,0,0,0
contig_21499_2,804,3,0,0,0,1,0,2,0,8,0,4,0,5,0,2,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,7,0,1,0,5,0,3,0,1,0,0,0,1,0,0,0,10,0,0,0,19,0,1,0,1,0,0,0,6,0,0,0,5,0,3,0,4,0,0,0,5,0,8,0
contig_21499_2,805,0,0,3,0,0,0,3,0,0,0,12,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,8,0,0,0,1,0,0,0,1,0,0,0,9,0,0,0,20,0,0,0,1,0,0,0,6,0,1,0,7,0,0,0,4,0,0,0,13,0
contig_21499_2,806,0,3,0,0,0,1,0,2,0,8,0,4,0,5,0,2,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,7,0,1,0,5,0,3,0,1,0,0,0,1,0,0,0,9,0,0,0,19,0,1,0,1,0,0,0,6,0,0,0,5,0,3,0,4,0,0,0,5,0,8
contig_21499_2,807,0,0,3,0,0,0,3,0,0,0,12,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,8,0,0,0,1,0,0,0,1,0,0,0,9,0,0,0,20,0,0,0,0,0,0,0,6,0,0,1,7,0,0,0,4,0,0,0,13,0
contig_21499_2,808,0,0,3,0,0,0,3,0,0,0,12,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,9,0,0,0,1,0,0,0,1,0,0,0,9,0,0,0,20,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,4,0,0,0,13,0
contig_21499_2,809,0,0,0,3,0,3,0,0,0,5,0,6,0,2,0,4,0,0,0,0,0,6,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,2,0,1,0,6,0,4,0,5,0,0,0,1,0,0,0,1,0,0,0,9,0,1,0,19,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,4,0,10,0,2
contig_21499_2,810,0,3,0,0,0,2,0,1,0,10,0,1,0,6,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,4,0,1,0,7,0,0,0,8,0,1,0,1,0,0,0,1,0,0,0,10,0,0,0,20,0,0,0,0,0,0,0,5,0,0,0,5,0,3,0,4,0,0,0,10,0,2
contig_21499_2,811,0,0,3,0,0,0,3,0,0,0,11,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,9,0,0,0,1,0,0,0,1,0,0,0,10,0,0,0,20,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,4,0,0,0,12,0
contig_21499_2,812,0,0,3,0,0,0,3,0,0,0,11,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,9,0,0,0,1,0,0,0,1,0,0,0,10,0,0,0,20,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,4,0,0,0,12,0
contig_21499_2,813,0,0,3,0,0,0,1,2,0,0,5,6,0,0,2,5,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,2,0,0,2,1,0,0,1,1,0,0,0,0,0,0,5,0,0,0,8,1,0,0,4,5,0,0,1,0,0,0,1,0,0,0,6,5,0,0,14,5,0,0,0,0,0,0,2,3,0,0,1,7,0,0,3,1,0,0,2,10
contig_21499_2,814,0,0,3,0,0,0,5,0,0,0,11,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,9,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,19,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,4,0,0,0,12,0
contig_21499_2,815,0,3,0,0,0,5,0,0,0,13,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,9,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,19,0,0,0,0,0,0,0,5,0,0,0,8,0,1,0,4,0,0,0,12,0,0
contig_21499_2,816,0,3,0,0,0,5,0,0,0,13,0,0,0,8,0,0,0,2,0,0,0,6,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,10,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,19,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,4,0,0,0,12,0,0
contig_21499_2,817,3,0,0,0,5,0,0,0,14,0,0,0,8,0,0,0,2,0,0,0,6,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,17,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,4,0,0,0,13,0,0,0
contig_21499_2,818,3,0,0,0,5,0,0,0,14,0,0,0,8,0,0,0,2,0,0,0,6,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,17,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,4,0,0,0,13,0,0,0
contig_21499_2,819,3,0,0,0,5,0,0,0,14,0,0,0,8,0,0,0,2,0,0,0,6,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,10,0,0,0,2,0,0,0,1,0,0,0,11,0,0,0,16,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,4,0,0,0,13,0,0,0
contig_21499_2,820,3,0,0,0,5,0,0,0,14,0,0,0,8,0,0,0,4,0,0,0,6,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,10,0,0,0,2,0,0,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,4,0,0,0,13,0,0,0
contig_21499_2,821,3,0,0,0,5,0,0,0,14,0,0,0,7,0,0,0,4,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,10,0,0,0,2,0,0,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,4,0,0,0,13,0,0,0
contig_21499_2,822,3,0,0,0,5,0,0,0,14,0,0,0,6,0,1,0,4,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,8,0,2,0,2,0,0,0,2,0,0,0,11,0,0,0,17,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,4,0,0,0,12,0,1,0
contig_21499_2,823,0,0,3,0,0,0,5,0,0,0,14,0,0,0,7,0,0,0,4,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,10,0,0,0,2,0,0,0,2,0,0,0,12,0,0,0,17,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,4,0,0,0,13,0
contig_21499_2,824,0,0,3,0,0,0,5,0,0,0,14,0,0,0,7,0,0,0,4,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,10,0,0,0,2,0,0,0,2,0,0,0,12,0,0,0,16,0,0,0,2,0,0,0,6,0,0,0,9,0,0,0,4,0,0,0,13,0
contig_21499_2,825,0,3,0,0,1,4,0,0,1,13,0,0,0,7,0,0,0,4,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,7,0,0,1,9,0,0,0,2,0,0,0,2,0,0,0,11,0,1,0,16,0,0,0,2,0,0,0,6,0,0,5,4,0,0,0,4,0,0,2,11,0,0
contig_21499_2,826,4,0,0,0,5,0,0,0,11,2,0,0,6,1,0,0,4,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,10,0,0,0,2,0,0,0,2,0,0,0,12,0,0,0,16,0,0,0,2,0,0,0,6,0,0,0,9,0,0,0,4,0,0,0,13,1,0,0
contig_21499_2,827,0,4,0,0,0,5,0,0,0,13,0,0,0,7,0,0,0,4,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,10,0,0,0,2,0,0,0,2,0,0,0,12,0,0,0,16,0,0,0,2,0,0,0,6,0,0,0,9,0,0,0,4,0,0,1,13,0,0
contig_21499_2,828,0,4,0,0,0,5,0,0,0,13,0,0,0,7,0,0,0,4,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,10,0,0,0,2,0,0,0,2,0,0,0,12,0,0,0,16,0,0,0,2,0,0,0,6,0,0,0,9,0,0,0,4,0,0,0,14,0,0
contig_21499_2,829,0,0,0,4,0,1,0,4,0,1,0,12,0,2,0,5,0,0,0,4,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,4,0,2,0,8,0,0,0,2,0,0,0,2,0,0,0,13,0,0,0,15,0,0,0,2,0,0,0,6,0,1,0,8,0,0,0,4,0,3,0,11
contig_21499_2,830,0,0,0,4,0,0,0,5,0,0,0,12,0,0,0,7,0,0,0,4,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,10,0,0,0,2,0,0,0,2,0,0,0,13,0,0,0,15,0,0,0,2,0,0,0,6,0,0,0,9,0,0,0,3,0,0,0,14
contig_21499_2,831,0,0,4,0,0,0,5,0,0,0,12,0,0,0,7,0,0,0,4,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,10,0,0,0,2,0,0,0,2,0,0,0,14,0,0,1,14,0,0,0,2,0,0,0,6,0,0,0,9,0,0,0,3,0,0,0,14,0
contig_21499_2,832,0,4,0,0,0,5,0,0,0,12,0,0,0,7,0,0,0,4,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,11,0,0,0,2,0,0,0,2,0,0,0,14,0,0,0,14,0,0,0,2,0,0,0,6,0,0,0,9,0,0,0,3,0,0,0,14,0,0
contig_21499_2,833,4,0,0,0,3,0,0,0,12,0,0,0,7,0,0,0,4,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,11,0,0,0,2,0,0,0,2,0,0,0,14,0,0,0,14,0,0,0,2,0,0,0,6,0,0,0,9,0,0,0,3,0,0,0,14,0,0,0
contig_21499_2,834,0,4,0,0,0,3,0,0,0,12,0,0,0,8,0,0,0,4,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,5,0,2,0,10,0,0,0,2,0,0,0,2,0,0,0,13,0,0,0,14,0,0,0,2,0,0,0,6,0,0,0,9,0,0,0,3,0,0,0,13,0,0
contig_21499_2,835,4,0,0,0,2,0,0,0,12,0,0,0,8,0,0,0,4,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,10,0,0,0,2,0,0,0,2,0,0,0,13,0,0,0,14,0,0,0,2,0,0,0,6,0,0,0,9,0,0,0,3,0,0,0,13,0,0,0
contig_21499_2,836,4,0,0,0,1,0,0,0,12,0,0,0,8,0,0,0,4,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,10,0,0,0,2,0,0,0,2,0,0,0,13,0,0,0,14,0,0,0,2,0,0,0,6,0,0,0,9,0,0,0,3,0,0,0,12,0,0,0
contig_21499_2,837,0,0,5,0,0,0,1,0,1,0,11,0,0,0,9,0,0,0,4,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,7,0,1,0,9,0,0,0,2,0,0,0,2,0,0,0,13,0,0,0,15,0,0,0,2,0,0,0,7,0,5,0,4,0,0,0,3,0,2,0,11,0
contig_21499_2,838,0,5,0,0,0,1,0,0,0,15,0,0,0,9,0,0,0,4,0,0,0,6,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,11,0,0,0,3,0,0,0,2,0,0,0,12,0,0,0,16,0,0,0,2,0,0,0,8,0,0,0,9,0,0,0,3,0,0,0,15,0,0
contig_21499_2,839,0,5,0,0,0,1,0,0,0,15,0,0,0,8,0,0,0,4,0,0,0,6,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,12,0,0,0,3,0,0,0,2,0,0,0,12,0,0,0,16,0,0,0,2,0,0,0,8,0,0,0,9,0,0,0,3,0,0,0,16,0,0
