,Position,Sp13.BD.MM110.DD.MAG3-A,Sp13.BD.MM110.DD.MAG3-C,Sp13.BD.MM110.DD.MAG3-G,Sp13.BD.MM110.DD.MAG3-T,Su13.BD.MM110.SD.MAG3-A,Su13.BD.MM110.SD.MAG3-C,Su13.BD.MM110.SD.MAG3-G,Su13.BD.MM110.SD.MAG3-T,Fa13.BD.MM110.DN.MAG3-A,Fa13.BD.MM110.DN.MAG3-C,Fa13.BD.MM110.DN.MAG3-G,Fa13.BD.MM110.DN.MAG3-T,Sp13.BD.MM110.SN.MAG3-A,Sp13.BD.MM110.SN.MAG3-C,Sp13.BD.MM110.SN.MAG3-G,Sp13.BD.MM110.SN.MAG3-T,Sp13.BD.MM110.SD.MAG3-A,Sp13.BD.MM110.SD.MAG3-C,Sp13.BD.MM110.SD.MAG3-G,Sp13.BD.MM110.SD.MAG3-T,Fa13.BD.MLB.DN.MAG3-A,Fa13.BD.MLB.DN.MAG3-C,Fa13.BD.MLB.DN.MAG3-G,Fa13.BD.MLB.DN.MAG3-T,Sp13.BD.MM15.SN.MAG3-A,Sp13.BD.MM15.SN.MAG3-C,Sp13.BD.MM15.SN.MAG3-G,Sp13.BD.MM15.SN.MAG3-T,Fa13.BD.MM110.SN.MAG3-A,Fa13.BD.MM110.SN.MAG3-C,Fa13.BD.MM110.SN.MAG3-G,Fa13.BD.MM110.SN.MAG3-T,Su13.BD.MM15.DN.MAG3-A,Su13.BD.MM15.DN.MAG3-C,Su13.BD.MM15.DN.MAG3-G,Su13.BD.MM15.DN.MAG3-T,Fa13.BD.MM15.SN.MAG3-A,Fa13.BD.MM15.SN.MAG3-C,Fa13.BD.MM15.SN.MAG3-G,Fa13.BD.MM15.SN.MAG3-T,Su13.BD.MM110.SN.C.MAG3-A,Su13.BD.MM110.SN.C.MAG3-C,Su13.BD.MM110.SN.C.MAG3-G,Su13.BD.MM110.SN.C.MAG3-T,Fa13.BD.MLB.SN.MAG3-A,Fa13.BD.MLB.SN.MAG3-C,Fa13.BD.MLB.SN.MAG3-G,Fa13.BD.MLB.SN.MAG3-T,Su13.BD.MLB.DD.MAG3-A,Su13.BD.MLB.DD.MAG3-C,Su13.BD.MLB.DD.MAG3-G,Su13.BD.MLB.DD.MAG3-T,Su13.BD.MLB.SD.C.MAG3-A,Su13.BD.MLB.SD.C.MAG3-C,Su13.BD.MLB.SD.C.MAG3-G,Su13.BD.MLB.SD.C.MAG3-T,Sp13.BD.MM15.DD.A.MAG3-A,Sp13.BD.MM15.DD.A.MAG3-C,Sp13.BD.MM15.DD.A.MAG3-G,Sp13.BD.MM15.DD.A.MAG3-T,Su13.BD.MM15.SN.C.MAG3-A,Su13.BD.MM15.SN.C.MAG3-C,Su13.BD.MM15.SN.C.MAG3-G,Su13.BD.MM15.SN.C.MAG3-T,Su13.BD.MM110.DCMD.MAG3-A,Su13.BD.MM110.DCMD.MAG3-C,Su13.BD.MM110.DCMD.MAG3-G,Su13.BD.MM110.DCMD.MAG3-T,Su13.BD.MM15.SD.MAG3-A,Su13.BD.MM15.SD.MAG3-C,Su13.BD.MM15.SD.MAG3-G,Su13.BD.MM15.SD.MAG3-T,Sp13.BD.MM15.SD.MAG3-A,Sp13.BD.MM15.SD.MAG3-C,Sp13.BD.MM15.SD.MAG3-G,Sp13.BD.MM15.SD.MAG3-T,Fa13.BD.MM15.DN.MAG3-A,Fa13.BD.MM15.DN.MAG3-C,Fa13.BD.MM15.DN.MAG3-G,Fa13.BD.MM15.DN.MAG3-T,Sp13.BD.MLB.SN.MAG3-A,Sp13.BD.MLB.SN.MAG3-C,Sp13.BD.MLB.SN.MAG3-G,Sp13.BD.MLB.SN.MAG3-T,Fa13.BD.MM110.SD.MAG3-A,Fa13.BD.MM110.SD.MAG3-C,Fa13.BD.MM110.SD.MAG3-G,Fa13.BD.MM110.SD.MAG3-T,Fa13.BD.MM15.SD.MAG3-A,Fa13.BD.MM15.SD.MAG3-C,Fa13.BD.MM15.SD.MAG3-G,Fa13.BD.MM15.SD.MAG3-T
contig_18429_4,325,0,0,0,5,0,0,0,0,0,7,0,1,0,0,0,1,0,0,0,3,0,2,0,7,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,0,0,0,2,0,0,0,23,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,63,0,0,0,0,0,0,0,0
contig_18429_4,328,0,0,0,6,0,0,0,0,7,1,0,0,0,0,0,1,0,0,0,3,2,6,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,23,0,1,0,2,0,0,0,20,2,1,2,2,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,1,0,0,8,11,0,46,0,0,0,0,0,0,0,0
contig_18429_4,331,2,0,4,0,0,0,0,0,7,0,1,0,0,0,1,0,0,0,3,0,2,0,7,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,0,0,0,3,0,0,0,23,0,1,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,11,0,55,0,0,0,0,0,0,0,0,0
contig_18429_4,334,0,5,0,1,0,0,0,0,0,7,1,0,0,1,0,0,0,3,0,0,0,9,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,2,0,0,3,0,0,0,22,0,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,64,0,4,0,0,0,0,0,0,0,0
contig_18429_4,336,7,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,3,0,0,0,2,0,6,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,23,0,0,0,3,0,3,0,20,0,7,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,65,0,4,0,0,0,0,0,0,0,0,0
contig_18429_4,337,0,0,7,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,3,0,1,0,7,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,22,2,0,0,3,0,5,0,18,0,1,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,10,0,63,0,0,0,0,0,0,0,0,0
contig_18429_4,343,0,0,7,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,3,0,0,0,8,0,0,0,4,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,24,0,0,1,2,0,0,1,22,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,3,0,5,3,66,0,0,0,2,0,0,0,0,0
contig_18429_4,346,0,0,7,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,3,0,1,0,9,0,0,0,4,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,8,0,17,0,0,0,4,0,3,0,18,0,0,0,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,1,0,73,0,0,0,2,0,0,0,0,0
contig_18429_4,349,1,0,6,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,3,0,0,0,11,0,0,1,3,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,26,0,0,0,4,0,3,0,18,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,3,0,3,1,70,0,0,0,2,0,0,0,0,0
contig_18429_4,352,5,0,2,0,0,0,0,0,0,5,0,0,1,0,0,0,3,0,0,0,1,8,2,0,2,1,1,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,2,22,0,0,0,4,0,0,1,20,0,0,3,5,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,2,0,37,15,19,1,0,2,0,0,0,0,0,0
contig_18429_4,354,0,0,7,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,3,0,0,0,10,0,1,0,3,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,24,0,0,0,3,0,0,0,20,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,3,0,5,0,65,0,0,0,2,0,0,0,0,0
contig_18429_4,357,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,10,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,2,0,4,0,12,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,0,1,0,72,0,0,0,2,0,0,0,0
contig_18429_4,358,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,7,3,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,21,1,0,0,2,0,0,0,14,2,0,0,0,8,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,2,0,4,5,57,3,0,2,0,0,0,0,0,0
contig_18429_4,362,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,2,0,0,0,16,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,6,1,61,0,0,0,0,0,0,0,0
contig_18429_4,363,0,4,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,10,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,19,0,0,0,2,0,1,0,15,0,5,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,3,0,40,2,26,0,0,0,0,0,0,0,0
contig_18429_4,364,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,11,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,2,0,0,0,18,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,3,0,7,0,63,0,0,0,0,0,0,0,2,0
contig_18429_4,365,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,11,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,2,0,0,0,18,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,3,0,4,0,66,0,0,0,0,0,0,0,2,0
contig_18429_4,367,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,2,9,0,0,1,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,2,0,0,1,17,0,0,6,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,4,2,0,1,0,0,39,15,15,0,0,0,0,0,0,2,0
contig_18429_4,368,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,11,0,0,3,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,2,0,0,2,15,0,0,7,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,3,0,7,60,2,0,0,0,0,0,0,0,2
contig_18429_4,369,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,13,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,2,1,3,0,13,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,5,0,2,0,1,1,0,1,71,0,0,0,0,0,0,0,2
contig_18429_4,373,2,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,15,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,2,0,0,3,14,0,0,0,7,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,3,0,4,1,69,4,0,0,0,0,0,0,2,0
contig_18429_4,376,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,13,0,2,0,4,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,2,0,0,0,16,0,1,0,0,0,8,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,3,0,0,0,3,0,71,0,0,0,0,0,2,0,0
contig_18429_4,378,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,15,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,20,0,0,0,2,0,0,0,14,3,0,0,8,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,2,0,0,76,0,0,0,0,0,0,0,2,0
contig_18429_4,379,2,0,7,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,15,0,1,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,2,0,0,0,18,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,3,0,11,0,64,0,0,0,0,0,0,0,2,0
contig_18429_4,383,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,15,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,18,0,0,0,2,0,0,0,18,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,1,2,0,0,77,0,0,0,0,0,0,0,2,0,0
contig_18429_4,384,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,13,0,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,2,0,0,0,16,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,5,2,0,0,1,0,0,0,75,0,0,0,0,0,0,1,0
contig_18429_4,385,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,13,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,18,0,0,0,2,0,0,0,16,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,2,0,0,75,0,0,0,0,0,0,0,0,0
contig_18429_4,388,1,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1,0,10,0,4,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3,0,0,0,16,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,3,0,9,0,61,0,0,0,0,0,0,0,0,0
contig_18429_4,391,3,4,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,1,1,9,1,0,0,7,1,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,8,7,1,0,1,2,0,5,5,7,0,0,6,1,3,0,2,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,3,0,5,34,6,22,0,0,0,0,0,0,0,0
contig_18429_4,394,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,11,0,0,0,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,1,0,2,0,0,0,17,0,0,0,10,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,5,0,2,0,1,0,26,0,42,0,0,0,0,0,0,0,0,0
contig_18429_4,399,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,11,0,2,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3,0,0,0,16,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,3,0,2,0,63,0,0,0,0,0,0,0,0
contig_18429_4,403,0,10,0,1,0,0,0,0,0,4,0,0,0,2,0,1,0,4,0,2,0,11,0,0,0,9,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,4,0,0,0,16,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,42,0,19,0,0,0,0,0,0,0,0
contig_18429_4,406,1,0,9,0,0,0,0,0,0,0,4,0,1,0,1,1,0,0,5,2,1,0,10,0,5,0,5,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,4,0,1,0,16,0,0,1,9,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,5,0,0,2,3,0,11,0,54,0,0,0,0,0,0,0,0,0
contig_18429_4,407,0,0,2,8,0,0,0,0,0,0,4,0,0,0,1,2,0,0,3,4,0,0,9,3,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,15,1,0,0,5,0,0,0,16,1,0,0,2,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,5,0,0,0,4,57,0,0,0,0,0,0,0,0
contig_18429_4,408,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,7,0,0,0,12,0,0,0,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,5,0,0,0,17,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,6,56,0,0,0,0,0,0,0,0
contig_18429_4,409,2,0,8,0,0,0,0,0,0,0,4,0,0,0,3,1,0,0,6,2,0,0,12,0,0,0,10,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,19,0,0,0,5,0,0,0,16,0,0,0,9,1,2,0,3,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,3,2,0,0,64,0,0,0,0,0,0,0,0,0
contig_18429_4,412,1,0,9,0,0,0,0,0,0,0,4,0,1,0,3,0,2,0,6,0,0,1,11,0,1,0,9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,4,0,0,6,9,0,0,1,9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,9,53,1,0,0,0,0,0,0,0,0
contig_18429_4,418,2,0,8,0,0,0,0,0,4,0,0,0,0,0,4,0,2,0,6,0,6,0,2,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,4,0,1,0,13,0,2,0,2,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,5,0,0,0,13,0,45,0,0,0,0,0,0,0,0,0
contig_18429_4,421,1,0,9,0,0,0,0,0,0,0,4,0,0,1,3,0,0,2,6,0,0,1,6,0,0,0,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,21,0,0,2,3,0,0,5,9,0,0,2,6,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,3,6,49,0,0,0,0,0,0,0,0,0
contig_18429_4,424,1,0,8,1,0,0,0,0,0,0,4,0,0,0,4,0,0,0,8,0,0,0,7,0,0,0,7,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,4,1,0,0,13,0,0,1,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,5,0,3,0,50,2,0,0,0,0,0,0,0,0
contig_18429_4,428,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,4,0,0,0,8,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,5,0,0,0,12,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,1,0,0,48,0,0,0,0,0,0,0,0
contig_18429_4,429,3,0,0,4,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,2,0,0,0,7,6,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,19,0,0,0,5,0,0,0,11,3,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,15,0,0,24,0,0,0,0,0,0,0,0
contig_18429_4,430,1,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4,0,4,2,1,0,1,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,3,1,1,0,4,5,1,0,1,0,4,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,18,0,19,0,0,0,0,0,0,0,0,0
contig_18429_4,433,1,0,5,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,3,0,5,0,2,0,5,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,2,0,1,0,4,0,4,1,5,1,2,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4,0,30,1,0,0,0,0,0,0,0,0
contig_18429_4,434,0,5,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,2,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,0,0,0,12,0,1,0,14,0,0,0,4,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,36,0,0,0,0,0,0,0,0,0,0
contig_18429_4,435,0,5,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,2,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,0,0,0,12,0,1,0,14,0,0,0,4,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,36,0,0,0,0,0,0,0,0,0,0
contig_18429_4,436,3,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,4,0,0,6,1,0,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,24,0,0,0,12,1,0,0,13,1,0,0,0,5,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,24,0,11,0,0,0,0,0,0,0,0,0
contig_18429_4,439,1,0,2,3,0,0,0,0,0,0,0,0,0,1,2,1,0,2,2,1,0,0,7,0,0,0,3,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,24,1,1,0,12,0,0,0,18,0,1,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,1,0,26,9,0,0,0,0,0,0,0,0
contig_18429_4,443,5,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,3,0,0,4,1,0,0,6,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,24,0,0,0,14,0,0,0,18,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,36,0,0,0,0,0,0,0,0,0,0,0
contig_18429_4,445,6,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,4,0,0,0,7,0,8,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,24,0,0,0,14,0,0,0,18,0,2,0,4,0,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,25,0,11,0,0,0,0,0,0,0,0,0
contig_18429_4,448,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,1,0,7,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,25,0,1,0,14,0,0,0,18,0,1,0,4,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,36,0,1,0,0,0,0,0,0,0,0
contig_18429_4,451,4,0,4,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,8,0,0,0,7,0,6,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,14,0,0,1,19,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,4,0,24,9,0,0,0,0,0,0,0,0
contig_18429_4,457,1,0,8,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,6,0,0,0,7,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,6,0,0,0,19,0,1,0,5,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,1,0,0,0,37,0,0,0,0,0,0,0,0,0
contig_18429_4,467,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,8,0,0,2,7,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,6,0,0,3,18,0,0,2,3,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,3,0,0,11,24,0,0,0,0,0,0,0,0
contig_18429_4,469,1,7,1,1,0,0,0,0,0,0,0,0,0,3,2,0,0,6,2,0,0,7,1,0,0,8,1,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,18,1,0,0,6,0,0,0,21,0,0,0,4,1,0,1,3,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,1,2,0,0,31,4,0,0,0,0,0,0,0,0,0
contig_18429_4,471,2,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,8,0,2,0,7,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,0,2,0,4,0,0,0,20,0,1,0,4,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,3,0,3,0,29,0,0,0,0,0,0,0,0,0
contig_18429_4,472,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,4,2,0,0,5,3,0,0,9,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,14,2,2,0,2,1,2,2,12,4,0,0,5,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,2,1,8,0,24,0,0,0,0,0,0,0,0,0
contig_18429_4,474,0,8,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,7,0,0,0,8,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,5,0,0,0,20,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,1,0,0,0,29,0,2,0,0,0,0,0,0,0,0
contig_18429_4,475,6,1,1,0,0,0,0,0,0,0,0,0,3,0,2,0,2,1,4,0,2,0,4,1,4,1,1,1,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,2,1,14,1,1,0,4,0,7,1,12,0,3,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,3,3,17,5,0,0,0,0,0,0,0,0
contig_18429_4,478,1,7,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,5,0,2,0,8,0,0,0,7,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,16,0,2,0,5,0,0,0,21,0,0,0,4,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0
contig_18429_4,480,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,3,0,7,0,1,0,1,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,0,2,0,5,0,0,0,20,0,1,0,3,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,25,0,0,0,0,0,0,0,0
