,Position,Su13.BD.MM110.SD.MAG8-A,Su13.BD.MM110.SD.MAG8-C,Su13.BD.MM110.SD.MAG8-G,Su13.BD.MM110.SD.MAG8-T,Sp13.BD.MM15.SD.MAG8-A,Sp13.BD.MM15.SD.MAG8-C,Sp13.BD.MM15.SD.MAG8-G,Sp13.BD.MM15.SD.MAG8-T,Fa13.BD.MLB.DN.MAG8-A,Fa13.BD.MLB.DN.MAG8-C,Fa13.BD.MLB.DN.MAG8-G,Fa13.BD.MLB.DN.MAG8-T,Fa13.BD.MM110.SN.MAG8-A,Fa13.BD.MM110.SN.MAG8-C,Fa13.BD.MM110.SN.MAG8-G,Fa13.BD.MM110.SN.MAG8-T,Sp13.BD.MM110.SN.MAG8-A,Sp13.BD.MM110.SN.MAG8-C,Sp13.BD.MM110.SN.MAG8-G,Sp13.BD.MM110.SN.MAG8-T,Sp13.BD.MM110.DD.MAG8-A,Sp13.BD.MM110.DD.MAG8-C,Sp13.BD.MM110.DD.MAG8-G,Sp13.BD.MM110.DD.MAG8-T,Sp13.BD.MM110.SD.MAG8-A,Sp13.BD.MM110.SD.MAG8-C,Sp13.BD.MM110.SD.MAG8-G,Sp13.BD.MM110.SD.MAG8-T,Su13.BD.MLB.DD.MAG8-A,Su13.BD.MLB.DD.MAG8-C,Su13.BD.MLB.DD.MAG8-G,Su13.BD.MLB.DD.MAG8-T,Su13.BD.MM15.SN.C.MAG8-A,Su13.BD.MM15.SN.C.MAG8-C,Su13.BD.MM15.SN.C.MAG8-G,Su13.BD.MM15.SN.C.MAG8-T,Fa13.BD.MM15.SN.MAG8-A,Fa13.BD.MM15.SN.MAG8-C,Fa13.BD.MM15.SN.MAG8-G,Fa13.BD.MM15.SN.MAG8-T,Fa13.BD.MLB.SN.MAG8-A,Fa13.BD.MLB.SN.MAG8-C,Fa13.BD.MLB.SN.MAG8-G,Fa13.BD.MLB.SN.MAG8-T,Su13.BD.MM110.DCMD.MAG8-A,Su13.BD.MM110.DCMD.MAG8-C,Su13.BD.MM110.DCMD.MAG8-G,Su13.BD.MM110.DCMD.MAG8-T,Fa13.BD.MM110.DN.MAG8-A,Fa13.BD.MM110.DN.MAG8-C,Fa13.BD.MM110.DN.MAG8-G,Fa13.BD.MM110.DN.MAG8-T,Su13.BD.MM15.SD.MAG8-A,Su13.BD.MM15.SD.MAG8-C,Su13.BD.MM15.SD.MAG8-G,Su13.BD.MM15.SD.MAG8-T,Su13.BD.MM15.DN.MAG8-A,Su13.BD.MM15.DN.MAG8-C,Su13.BD.MM15.DN.MAG8-G,Su13.BD.MM15.DN.MAG8-T,Sp13.BD.MLB.SN.MAG8-A,Sp13.BD.MLB.SN.MAG8-C,Sp13.BD.MLB.SN.MAG8-G,Sp13.BD.MLB.SN.MAG8-T,Fa13.BD.MM15.DN.MAG8-A,Fa13.BD.MM15.DN.MAG8-C,Fa13.BD.MM15.DN.MAG8-G,Fa13.BD.MM15.DN.MAG8-T,Sp13.BD.MM15.SN.MAG8-A,Sp13.BD.MM15.SN.MAG8-C,Sp13.BD.MM15.SN.MAG8-G,Sp13.BD.MM15.SN.MAG8-T,Fa13.BD.MM15.SD.MAG8-A,Fa13.BD.MM15.SD.MAG8-C,Fa13.BD.MM15.SD.MAG8-G,Fa13.BD.MM15.SD.MAG8-T,Sp13.BD.MM15.DD.A.MAG8-A,Sp13.BD.MM15.DD.A.MAG8-C,Sp13.BD.MM15.DD.A.MAG8-G,Sp13.BD.MM15.DD.A.MAG8-T,Su13.BD.MM110.DN.MAG8-A,Su13.BD.MM110.DN.MAG8-C,Su13.BD.MM110.DN.MAG8-G,Su13.BD.MM110.DN.MAG8-T,Fa13.BD.MM110.SD.MAG8-A,Fa13.BD.MM110.SD.MAG8-C,Fa13.BD.MM110.SD.MAG8-G,Fa13.BD.MM110.SD.MAG8-T,Su13.BD.MLB.SD.C.MAG8-A,Su13.BD.MLB.SD.C.MAG8-C,Su13.BD.MLB.SD.C.MAG8-G,Su13.BD.MLB.SD.C.MAG8-T,Su13.BD.MM110.SN.C.MAG8-A,Su13.BD.MM110.SN.C.MAG8-C,Su13.BD.MM110.SN.C.MAG8-G,Su13.BD.MM110.SN.C.MAG8-T
contig_21013_3,415,0,0,0,210,0,0,0,175,0,0,0,180,0,0,0,301,0,0,0,321,0,0,0,461,0,0,0,534,0,0,0,133,0,1,1,401,0,0,0,279,0,0,0,312,0,0,0,35,0,0,0,206,0,0,0,253,0,0,0,295,0,0,0,253,0,0,0,265,0,0,0,230,0,0,0,266,0,1,0,174,0,0,0,20,0,0,0,318,0,0,0,177,0,0,0,250
contig_21013_3,416,0,0,0,199,0,0,0,175,0,0,0,180,0,0,0,298,0,0,0,322,0,0,0,460,0,0,1,534,0,0,0,133,0,0,0,404,0,0,0,276,0,0,0,313,0,0,0,35,0,0,0,204,0,0,0,251,1,0,0,292,0,0,0,254,0,0,0,269,0,0,0,230,0,0,0,263,0,0,0,179,0,0,0,20,0,0,0,315,0,0,0,180,0,0,0,250
contig_21013_3,417,0,200,0,0,0,177,0,0,0,180,0,0,0,300,0,1,0,325,0,0,1,460,0,0,0,535,0,0,0,133,0,0,0,403,0,0,0,276,0,0,0,309,0,0,0,35,0,0,0,207,0,2,0,253,0,0,0,294,0,0,0,257,0,0,0,274,0,0,0,234,0,0,0,264,0,0,0,181,0,0,0,20,0,0,0,315,0,0,0,181,0,0,0,251,0,0
contig_21013_3,418,0,198,0,0,0,177,0,1,0,176,0,0,0,295,0,0,0,327,0,0,0,460,0,0,0,534,0,0,0,130,0,0,0,403,0,0,0,269,0,0,0,308,0,0,0,35,0,1,0,207,0,0,0,254,0,0,0,288,0,0,0,256,0,0,0,273,0,0,0,233,0,0,0,261,0,0,0,182,0,0,0,20,0,0,1,314,0,0,0,183,0,0,0,251,0,0
contig_21013_3,419,2,0,197,0,1,0,178,0,0,0,182,0,0,0,297,0,0,0,326,0,2,1,459,0,0,1,536,0,0,0,131,0,0,0,408,0,0,0,271,0,0,0,307,0,0,0,37,0,0,0,210,0,0,0,257,0,0,0,291,0,0,0,261,0,0,0,278,0,0,0,234,0,0,0,265,0,0,1,182,0,0,0,20,0,0,0,319,0,2,1,182,0,0,0,245,0
contig_21013_3,420,0,199,0,0,0,178,0,0,0,182,0,0,0,297,0,0,0,327,0,0,0,459,0,0,0,535,0,0,0,130,0,0,0,409,0,0,0,270,0,2,0,310,0,0,0,37,0,0,2,208,0,0,0,256,0,0,1,290,0,0,0,266,0,0,0,277,1,0,0,233,0,0,0,266,0,0,0,184,0,0,0,20,0,0,0,319,0,0,0,183,0,0,0,243,0,0
contig_21013_3,421,183,0,0,11,178,0,0,3,174,2,0,0,269,0,0,17,322,0,0,5,446,1,0,11,522,0,0,8,129,0,0,0,394,0,0,18,255,0,0,13,307,0,0,0,36,0,0,1,201,0,0,4,245,0,0,7,275,0,0,11,266,0,1,0,256,0,0,14,235,0,0,0,250,0,0,11,183,0,1,0,18,0,0,2,301,0,0,13,183,2,0,0,219,0,0,26
contig_21013_3,422,196,0,0,0,181,0,0,0,175,0,0,0,285,0,0,0,328,0,0,0,461,0,0,0,531,0,0,0,127,0,0,0,412,0,0,0,272,0,0,0,304,0,0,0,37,0,0,0,205,0,0,0,251,0,0,0,287,0,0,0,269,0,0,0,270,0,0,0,235,0,0,0,262,0,0,0,184,0,0,0,20,0,0,0,316,0,0,0,188,0,0,0,242,0,0,0
contig_21013_3,423,0,0,0,196,0,0,0,182,0,0,0,175,0,0,0,284,0,0,0,328,0,0,0,461,0,0,0,530,0,0,0,125,0,0,0,413,0,0,0,269,0,0,0,306,0,1,0,37,0,0,0,204,0,0,0,249,0,0,0,277,0,0,0,268,0,0,0,267,0,0,0,236,0,0,0,261,0,0,0,183,0,0,0,21,0,0,0,318,0,0,0,187,0,0,0,241
contig_21013_3,424,0,199,0,0,0,183,0,0,0,176,0,0,0,290,0,0,0,328,0,0,0,463,0,0,0,526,0,0,0,125,0,0,0,411,0,0,0,273,0,0,0,305,0,0,0,36,0,0,0,204,0,0,0,250,0,0,0,285,0,0,0,267,0,0,0,272,0,0,0,237,0,1,0,270,0,0,0,184,0,0,0,21,0,0,0,322,0,0,0,188,0,0,0,236,0,0
contig_21013_3,425,196,0,1,0,180,0,0,0,174,0,0,0,288,0,1,0,322,1,0,0,458,0,0,0,528,0,0,0,124,0,0,0,408,0,1,0,271,0,0,0,304,0,0,0,36,0,0,0,201,0,0,1,249,1,0,0,284,0,0,1,268,0,0,0,268,0,1,0,239,0,0,0,270,0,0,0,187,0,0,0,21,0,0,0,316,0,1,2,188,0,0,0,238,0,0,0
contig_21013_3,426,0,197,0,0,0,178,0,0,0,177,0,0,0,291,0,0,0,320,0,0,0,462,0,0,0,527,0,1,0,122,0,0,0,405,0,0,0,270,0,0,0,298,0,0,0,36,0,0,0,201,0,0,0,247,0,0,0,285,0,0,0,270,0,0,0,270,0,0,0,242,0,0,0,271,0,0,0,187,0,0,0,21,0,0,0,318,1,0,0,185,0,0,0,243,0,0
contig_21013_3,427,0,197,0,0,0,179,0,0,0,177,0,0,0,291,0,0,0,319,0,0,0,463,0,0,0,528,0,0,0,122,0,0,0,401,0,0,0,270,0,0,0,298,0,0,0,36,0,0,0,198,0,0,0,247,0,0,0,284,0,0,1,270,0,0,0,269,0,0,0,244,0,0,0,271,0,0,1,186,0,0,0,21,0,0,0,315,0,2,0,186,0,0,1,242,0,0
contig_21013_3,428,196,0,0,0,181,0,0,0,178,0,0,0,289,0,0,0,324,0,0,0,459,0,0,0,534,0,0,0,123,0,0,0,403,0,0,0,268,0,0,0,297,0,1,1,35,0,0,0,193,0,1,0,245,0,0,0,281,0,0,0,272,0,0,0,265,0,0,0,244,0,0,0,271,0,0,0,186,0,0,0,21,0,0,0,313,0,0,0,186,0,0,0,240,0,0,0
contig_21013_3,429,0,0,203,0,0,0,181,0,0,0,180,0,0,0,298,0,0,1,321,0,0,1,454,0,0,0,531,0,0,0,124,0,0,1,399,0,0,0,275,0,0,0,296,0,0,0,36,0,0,0,196,0,0,0,253,0,0,0,289,0,0,0,269,3,0,0,271,0,0,0,245,0,0,0,279,0,0,0,188,0,0,0,21,0,0,0,318,0,0,1,185,0,0,0,237,0
contig_21013_3,430,0,203,0,0,0,182,0,0,0,178,0,0,0,299,0,0,0,324,0,1,0,458,0,0,0,535,0,0,0,123,0,0,0,401,0,0,0,274,0,0,0,297,0,0,0,37,0,0,0,194,0,0,0,245,0,0,0,290,0,0,0,273,0,0,0,271,0,0,0,244,0,0,0,278,0,0,0,186,0,0,0,22,0,0,0,319,0,0,0,185,1,0,0,236,0,0
contig_21013_3,431,0,0,204,0,0,0,181,0,0,0,180,0,0,0,299,0,0,0,325,0,0,0,461,0,0,0,540,0,0,0,123,0,0,0,396,0,0,0,274,0,0,0,296,0,0,0,36,0,0,0,195,0,0,0,246,0,0,0,290,0,0,0,274,0,0,0,271,0,0,0,250,0,0,0,278,0,0,0,185,0,0,0,22,0,0,0,319,0,0,0,187,0,0,0,237,0
contig_21013_3,432,0,0,0,204,0,0,0,181,0,0,0,180,0,0,0,299,0,0,0,326,0,0,1,461,0,0,0,545,0,0,0,122,0,0,0,398,0,0,0,275,0,0,0,299,0,0,1,36,0,0,0,195,0,0,0,245,0,0,0,288,0,0,0,274,0,0,0,267,0,0,0,250,0,0,0,277,0,0,0,188,0,0,0,22,0,1,0,314,0,0,0,189,0,1,0,237
contig_21013_3,433,0,0,0,202,0,0,0,178,0,0,0,180,0,0,0,299,0,0,0,327,0,0,0,467,0,0,0,545,0,0,0,123,0,0,0,395,0,0,0,275,0,0,0,298,0,0,0,37,0,0,0,196,0,0,0,244,1,0,0,286,0,0,0,274,0,0,0,262,0,0,0,253,0,0,0,277,0,0,0,189,0,0,0,22,0,0,0,313,0,0,0,188,0,0,0,237
contig_21013_3,434,0,0,0,202,1,0,1,175,0,0,0,180,0,0,0,299,2,1,0,324,3,2,0,464,0,1,0,547,0,0,0,124,0,0,0,392,1,0,0,273,0,0,0,297,0,0,0,37,0,0,0,197,1,0,0,244,5,1,0,283,0,1,0,275,2,0,0,260,0,0,0,251,1,0,0,276,0,0,0,190,0,0,1,21,0,0,0,316,0,0,0,190,0,0,0,239
contig_21013_3,435,0,0,204,0,0,0,179,0,0,0,179,0,0,0,302,0,0,0,326,2,0,0,467,1,1,0,546,2,0,0,124,0,0,0,390,0,1,0,274,1,0,0,302,0,0,0,37,0,0,0,196,0,0,0,248,0,0,0,290,1,0,0,276,0,0,0,266,0,0,0,249,0,0,0,281,0,0,0,193,0,0,0,22,0,0,0,317,0,0,0,188,0,0,1,238,1
contig_21013_3,436,206,0,0,0,178,0,0,0,180,0,0,0,302,0,1,0,331,0,0,0,467,0,1,0,547,0,0,0,123,0,0,0,391,0,0,0,276,0,0,0,305,0,0,0,38,0,0,0,195,0,0,0,249,1,0,0,294,0,0,0,279,0,0,0,267,0,0,0,253,0,1,0,281,0,0,0,193,0,0,0,22,0,0,0,313,0,0,0,187,0,1,0,238,0,0,0
contig_21013_3,437,0,0,207,0,0,0,179,0,0,0,180,0,0,0,306,0,0,0,329,0,0,0,470,0,0,0,550,0,0,0,122,0,0,0,392,0,0,0,277,0,0,0,308,0,0,0,38,0,0,0,196,0,0,1,249,0,0,0,295,0,0,0,279,0,0,0,262,1,0,0,255,0,0,0,281,1,0,0,194,0,0,0,22,0,0,0,314,0,0,0,187,0,0,0,238,0
contig_21013_3,438,0,212,0,0,0,179,0,0,0,178,0,0,0,307,0,0,0,330,1,0,0,471,0,0,0,550,0,0,0,122,1,0,0,391,0,0,0,275,0,0,0,309,0,0,0,37,0,0,0,200,0,0,0,251,0,0,1,297,0,0,0,281,0,0,0,263,0,0,0,255,0,0,0,283,0,0,0,196,0,0,0,22,0,0,0,313,0,0,0,187,0,0,0,240,0,0
contig_21013_3,439,0,0,0,212,0,0,0,181,0,0,0,173,0,0,0,307,0,0,0,332,0,0,0,473,2,0,0,550,0,0,0,122,0,0,0,394,0,0,0,270,0,0,1,307,0,0,0,37,0,0,0,194,1,0,0,247,0,0,0,295,0,0,0,281,0,0,0,261,0,0,0,255,0,0,0,279,0,0,0,196,0,0,0,22,0,0,0,311,0,0,0,186,0,0,0,239
contig_21013_3,440,0,0,0,212,0,0,0,183,0,0,0,175,0,0,0,307,0,0,0,332,0,0,1,474,0,0,0,552,0,0,0,121,0,0,0,392,0,0,0,269,0,0,0,307,0,0,0,37,0,0,0,194,0,0,0,248,0,0,0,296,0,0,0,282,0,0,0,262,0,0,0,256,0,0,0,282,0,0,0,195,0,0,0,22,0,0,0,309,0,0,0,186,0,0,0,238
contig_21013_3,441,0,0,0,212,0,0,18,164,0,0,13,161,0,0,0,307,0,0,3,330,0,0,28,447,0,0,6,546,0,0,0,123,0,2,1,387,0,0,0,268,0,0,10,297,0,0,0,37,0,0,0,194,0,0,2,246,0,0,0,297,0,0,158,121,0,1,1,261,0,0,39,218,0,0,0,280,0,0,27,170,0,0,0,22,0,0,0,306,0,0,3,185,0,0,0,240
contig_21013_3,442,195,0,16,0,154,0,24,0,138,0,34,2,299,0,7,0,323,0,8,0,442,0,35,1,535,0,13,3,107,0,16,0,334,0,53,0,249,0,22,0,266,0,38,0,35,0,1,0,193,0,1,0,213,0,34,0,276,0,16,0,108,0,171,2,244,0,20,0,209,0,49,0,263,0,18,0,164,0,33,1,22,0,0,0,296,0,11,0,141,0,44,2,226,0,13,0
contig_21013_3,443,0,0,210,0,0,0,177,0,0,0,175,0,0,1,304,0,0,0,330,0,0,0,479,0,0,0,548,0,0,0,123,0,0,0,388,0,0,2,269,0,0,0,303,0,0,0,36,0,0,0,194,0,0,0,247,0,0,0,292,0,0,0,281,0,0,0,264,0,0,0,257,0,0,0,281,0,0,0,199,0,0,0,23,0,0,2,304,0,0,0,188,0,0,0,238,0
contig_21013_3,444,0,212,0,0,0,172,0,0,0,173,0,0,0,305,0,0,0,329,0,0,0,478,0,1,0,545,0,0,0,119,0,0,0,388,0,0,1,270,0,0,0,302,0,0,0,36,0,0,0,195,0,0,0,247,0,0,0,294,0,0,0,282,1,0,0,265,0,0,0,257,0,0,0,279,1,0,0,198,0,0,0,23,0,0,0,310,0,0,0,189,0,0,0,237,0,0
contig_21013_3,445,0,0,211,1,0,0,173,0,0,0,174,0,0,0,302,0,0,0,328,0,0,0,476,0,0,0,545,1,0,0,116,0,0,0,386,1,0,0,271,0,1,1,300,0,0,0,37,0,0,0,194,0,0,0,245,0,0,0,292,0,0,0,283,0,0,0,269,0,0,0,258,0,0,0,274,2,0,0,198,1,0,0,23,0,0,0,308,0,0,0,189,0,0,0,236,1
contig_21013_3,446,0,0,213,0,0,0,176,0,0,0,174,0,1,0,301,0,2,0,324,0,0,0,475,0,0,0,546,0,0,0,116,0,0,0,385,0,0,0,271,0,0,0,301,0,0,0,37,0,0,0,193,0,0,0,245,0,0,0,292,0,0,0,286,0,0,0,269,0,0,0,259,0,0,0,276,0,0,0,200,0,0,0,23,0,0,0,308,0,0,0,190,0,0,0,238,0
contig_21013_3,447,0,211,0,0,0,174,1,0,0,171,0,0,0,300,0,0,0,325,1,1,0,474,1,0,0,547,0,0,0,115,0,0,0,389,0,0,0,269,0,0,0,301,0,0,0,35,2,0,0,191,0,0,0,242,0,1,0,290,0,1,0,290,0,0,0,269,0,0,0,259,0,0,0,272,0,2,0,200,0,0,0,21,0,0,0,306,0,0,0,191,0,0,0,240,0,0
contig_21013_3,448,0,0,211,0,0,0,175,0,0,0,171,0,0,2,298,0,0,0,326,0,0,0,468,0,2,0,547,2,0,0,112,0,0,0,386,0,0,1,268,0,0,0,301,0,0,0,38,0,0,0,190,0,0,0,243,0,0,0,292,0,0,0,290,0,0,0,270,0,0,0,260,0,0,0,274,0,0,0,201,0,0,0,21,0,0,0,304,1,0,0,189,0,0,0,240,0
contig_21013_3,449,210,0,0,0,174,0,0,0,171,0,0,0,302,0,0,0,321,0,0,0,467,0,0,0,545,0,0,0,112,0,0,0,385,0,0,0,267,0,0,0,301,0,0,0,38,0,0,0,193,0,0,0,243,0,0,0,291,0,1,0,290,0,0,0,269,0,0,0,257,0,0,0,273,0,0,0,198,0,0,0,20,0,0,0,304,0,0,0,190,0,0,0,238,0,0,0
contig_21013_3,450,0,0,208,0,0,0,173,0,0,0,171,0,0,0,301,0,0,0,320,0,0,0,469,0,0,0,545,0,0,0,111,0,0,1,391,0,0,0,264,0,0,0,302,0,0,0,38,0,0,0,192,0,0,0,242,0,0,0,295,0,0,0,291,0,0,0,267,0,0,0,257,0,0,0,275,0,0,0,197,0,0,0,20,0,0,0,305,0,0,0,189,0,0,0,240,0
contig_21013_3,451,0,0,207,0,0,17,158,0,0,11,160,0,0,0,301,0,0,3,317,0,0,27,442,0,0,6,539,0,0,0,110,0,0,1,393,0,1,0,261,0,0,11,292,0,0,0,38,0,0,0,191,0,0,2,239,0,0,0,294,0,0,160,130,2,0,1,267,0,0,39,219,0,0,0,273,0,0,26,172,0,0,0,20,0,0,0,307,0,0,1,188,0,0,0,236,1
contig_21013_3,452,0,203,0,0,0,158,17,0,0,156,13,0,0,299,0,0,0,319,4,0,0,441,27,1,0,537,7,0,0,111,0,0,0,388,1,2,0,261,0,0,0,294,11,0,0,37,0,0,0,190,0,0,0,233,2,2,0,292,1,0,0,130,161,1,0,266,1,0,1,217,39,0,0,272,0,1,0,172,28,0,0,20,0,0,0,301,0,2,0,188,3,0,0,238,0,0
contig_21013_3,453,0,0,0,198,0,0,0,178,0,0,0,165,0,0,0,288,0,0,0,328,0,0,0,468,1,0,0,542,0,0,0,107,0,0,0,392,0,0,0,256,0,0,0,305,0,0,0,37,0,0,0,182,0,0,0,232,0,0,0,292,0,0,0,302,0,0,0,260,0,0,0,256,0,0,0,269,0,1,0,201,0,0,0,20,1,0,0,294,0,0,0,194,0,0,0,237
contig_21013_3,454,0,0,200,0,0,0,178,0,0,0,165,0,0,0,288,0,0,0,328,0,0,1,466,0,2,0,539,0,0,0,108,0,0,0,394,0,0,0,256,0,1,0,305,0,0,0,36,0,1,0,190,0,0,0,234,0,0,0,294,0,0,0,302,0,0,0,261,0,0,0,254,0,0,0,273,1,0,0,201,0,0,0,20,0,0,0,301,0,0,0,193,0,0,0,237,0
contig_21013_3,455,0,0,200,0,0,0,180,0,0,0,165,0,0,0,289,0,0,0,324,0,0,1,465,0,0,0,541,1,0,0,107,0,1,0,391,0,0,0,257,0,0,0,307,0,0,0,36,0,0,0,190,0,0,0,231,0,0,0,296,0,0,0,301,0,0,0,263,0,0,1,254,0,0,0,275,0,0,0,199,0,0,0,19,0,0,0,300,0,0,0,194,0,0,0,236,0
contig_21013_3,456,0,0,1,197,0,0,4,176,0,0,3,162,0,0,10,278,0,0,0,323,0,0,2,464,0,1,2,543,0,0,0,107,0,0,1,394,0,1,2,254,0,0,0,303,0,0,1,35,0,0,1,187,0,0,5,225,0,1,8,285,0,0,0,300,0,0,4,258,0,0,1,251,0,0,8,266,0,0,2,197,0,0,1,18,0,1,6,290,0,1,0,193,0,0,2,232
contig_21013_3,457,0,200,0,0,0,182,0,0,0,166,0,0,0,288,0,0,0,324,0,0,0,469,0,1,1,546,0,0,0,106,0,0,0,396,0,0,0,260,0,0,0,303,0,0,0,35,0,0,0,188,0,0,0,231,0,0,0,294,0,0,0,301,0,0,0,265,0,0,0,252,0,0,0,275,0,0,0,200,0,0,0,19,0,0,0,298,0,0,0,194,0,0,0,232,0,0
contig_21013_3,458,200,0,0,0,183,0,0,0,166,0,0,0,282,1,0,0,325,0,0,0,467,0,0,0,545,0,0,1,108,0,0,0,395,0,0,1,256,0,0,0,303,0,0,0,34,1,0,0,183,0,0,0,226,1,1,0,289,1,0,0,300,0,0,0,261,0,1,0,251,1,0,0,275,0,0,0,199,0,0,0,19,0,0,0,292,1,1,0,191,0,0,0,231,0,0,0
contig_21013_3,459,0,230,0,0,0,183,0,0,0,175,0,0,0,315,0,0,0,323,0,0,0,475,0,0,0,549,0,0,0,111,0,0,1,395,0,0,0,277,0,0,0,302,0,0,0,34,0,0,0,207,0,0,0,244,0,0,0,330,0,0,0,302,0,0,0,271,0,0,0,252,0,0,0,306,0,0,1,202,0,0,0,61,0,0,0,328,0,0,0,192,0,0,0,232,0,0
contig_21013_3,460,0,1,0,233,0,0,0,183,0,0,0,173,0,0,0,312,0,0,0,325,0,0,0,474,0,0,0,547,0,0,0,108,0,0,0,399,0,0,0,277,0,0,0,303,0,0,0,33,0,0,0,207,0,1,0,243,0,0,0,330,2,0,0,301,0,0,0,270,0,0,0,250,0,0,0,307,1,1,0,202,0,0,0,61,0,0,0,325,0,0,0,193,0,0,0,233
contig_21013_3,461,0,0,0,235,0,0,0,183,0,1,0,177,0,0,0,314,0,0,0,326,0,0,0,474,0,0,0,553,0,0,0,108,0,0,0,401,0,0,0,282,0,0,0,302,0,0,0,33,0,0,0,209,0,0,0,245,0,0,0,333,0,0,0,304,0,0,0,271,0,0,0,252,0,0,0,319,1,0,0,203,0,0,0,61,0,0,0,328,0,0,0,191,0,1,0,234
contig_21013_3,462,0,234,0,0,0,184,0,0,0,179,0,0,0,313,0,0,0,326,0,0,0,478,0,0,0,557,0,0,0,109,0,0,0,401,0,0,0,283,0,0,0,302,0,0,0,33,0,0,0,208,0,1,0,246,1,0,0,332,0,1,0,304,0,0,0,272,0,0,1,251,0,0,0,318,0,0,0,205,0,0,0,62,0,0,0,331,0,0,0,192,0,0,0,234,0,0
contig_21013_3,463,0,0,0,233,0,0,0,185,0,0,0,177,0,0,0,306,0,0,0,328,1,0,0,476,2,0,0,554,0,0,0,109,0,0,0,401,0,0,0,283,0,0,0,302,0,0,0,33,0,0,0,208,0,0,0,245,0,0,0,330,1,2,0,298,0,0,0,272,0,0,0,251,0,0,0,317,0,1,0,203,0,0,0,61,0,0,0,327,0,1,0,192,0,0,0,234
contig_21013_3,464,0,0,232,0,0,0,182,0,0,0,177,0,0,0,308,0,0,0,331,0,0,0,479,0,0,0,557,0,0,0,107,0,0,0,400,0,0,0,283,0,0,0,299,1,0,0,33,0,0,0,208,0,0,0,245,0,0,0,331,0,0,0,298,2,0,0,272,0,0,0,252,1,0,0,317,0,0,0,203,1,0,0,61,0,0,0,328,0,0,0,195,0,0,0,232,0
contig_21013_3,465,233,0,0,0,182,0,0,1,178,0,0,0,306,0,0,1,333,0,0,0,482,0,0,0,559,0,0,1,108,0,0,0,403,0,0,0,285,0,0,0,298,1,1,0,34,0,0,0,208,0,0,0,246,0,0,0,331,0,0,0,300,0,2,0,272,0,0,0,252,0,0,0,316,0,0,1,203,0,1,0,61,0,0,0,328,0,0,0,196,0,0,0,232,0,0,0
contig_21013_3,466,233,0,0,0,183,0,0,0,176,2,0,0,308,0,0,0,332,1,0,0,483,0,0,0,562,0,0,0,107,0,0,0,402,0,0,1,284,0,0,0,302,0,0,0,35,0,0,0,208,0,0,0,247,0,0,0,330,0,0,0,298,0,0,2,273,0,0,0,253,0,0,0,316,0,0,0,203,0,0,1,59,0,1,0,329,0,0,0,194,0,0,0,233,0,0,0
contig_21013_3,467,234,0,0,0,184,0,0,0,177,0,1,0,309,0,0,0,331,0,0,0,485,0,1,0,566,0,0,0,106,0,0,0,402,0,0,0,285,0,0,0,302,0,0,0,35,0,0,0,207,0,0,0,248,0,0,0,331,0,0,0,300,0,0,0,274,0,0,0,255,0,0,0,319,0,0,0,205,0,0,0,60,0,0,0,330,0,0,0,194,0,0,0,232,1,0,0
contig_21013_3,468,0,0,0,216,0,0,0,183,0,0,0,166,0,0,0,294,0,0,0,335,1,0,0,483,0,0,0,563,0,0,0,106,0,1,0,400,0,0,0,264,0,0,0,301,0,0,0,35,0,0,0,191,0,0,0,226,0,0,0,298,0,0,0,298,0,0,0,249,0,0,0,255,1,0,0,296,1,0,0,203,0,0,0,59,0,0,0,299,0,0,0,192,0,0,0,234
contig_21013_3,469,0,0,217,0,1,0,182,0,2,0,164,0,1,0,292,0,1,0,333,1,0,0,485,0,0,0,564,0,0,0,105,0,0,0,401,0,0,0,263,1,0,0,300,1,0,0,35,0,1,0,189,0,0,0,226,0,0,0,298,2,0,0,297,0,0,0,249,0,1,0,255,0,1,0,298,0,0,0,204,0,0,0,59,0,0,0,299,0,0,0,191,1,0,0,233,0
contig_21013_3,470,214,0,0,1,183,0,1,0,165,1,0,0,291,0,0,0,334,0,0,0,485,1,0,0,565,0,1,0,105,0,0,0,401,0,0,0,263,0,0,0,301,0,1,0,35,0,0,0,190,0,0,0,225,0,0,0,296,0,1,0,295,1,0,0,247,0,0,0,256,0,0,0,296,0,0,1,203,0,1,0,59,0,0,0,297,0,0,0,193,0,0,0,234,0,0,0
contig_21013_3,471,0,215,0,0,0,182,0,0,0,167,0,0,0,290,0,0,0,332,0,0,0,486,0,0,0,563,1,1,0,104,0,0,0,401,0,0,0,264,0,0,0,302,0,0,0,34,0,0,0,190,0,0,0,226,0,0,0,298,0,0,0,294,0,1,0,246,0,0,0,254,0,0,0,299,0,0,0,201,0,0,0,59,0,0,0,297,0,0,0,193,0,0,0,234,0,0
contig_21013_3,472,0,211,0,0,0,181,0,0,0,166,0,0,0,289,0,0,0,332,0,0,0,488,1,0,1,559,0,0,0,104,0,0,0,400,0,0,1,263,0,0,0,302,0,0,0,34,0,0,0,190,0,0,1,217,0,0,0,298,0,0,0,298,0,0,0,246,0,0,0,254,0,0,1,300,0,0,0,201,0,0,0,57,0,2,0,290,0,2,0,189,0,0,0,235,0,0
